-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -14.984   Longitude 34.9687 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 754.03 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M_MIN,1998,19.74,16.53,16.81,13.61,11.44,10.43,10.04,11.9,12.66,17.24,19.58,17.58,10.04
T2M_MIN,1999,18.69,18.24,17.61,15.75,11.63,8.86,9.53,11.87,11.34,13.42,17.39,15.98,8.86
T2M_MIN,2000,18.37,17.34,18.1,16.19,10.49,9.67,9.33,11.01,15.2,16.23,18.09,17.71,9.33
T2M_MIN,2001,16.79,19.2,16.65,14.55,12.04,9.66,8.69,10.66,11.51,14.04,19.9,20.1,8.69
T2M_MIN,2002,16.96,15.93,15.73,14.06,10.37,9.06,10.44,11.53,12.81,15.87,15.15,16.06,9.06
T2M_MIN,2003,16.57,18.47,15.64,12.18,12.36,10.63,9.07,10.2,12.28,15.8,19.18,18.77,9.07
T2M_MIN,2004,18.83,15.63,17.8,14.56,11.85,9.13,9.17,11.34,13.56,13.32,14.74,17.1,9.13
T2M_MIN,2005,18.45,15.88,16.24,13.29,11.53,11.56,9.26,11.29,13.33,15.31,17.24,18.87,9.26
T2M_MIN,2006,18.46,17.9,18.17,13.82,11.49,7.67,9.09,9.44,10.03,17.32,16.28,19.19,7.67
T2M_MIN,2007,17.07,18.02,15.33,13.53,10.93,9.97,10.63,9.97,13.99,16.96,18.97,18.74,9.97
T2M_MIN,2008,18.46,15.42,13.71,12.43,11.56,9.47,10.04,10.85,11.5,16.03,18.21,18.97,9.47
T2M_MIN,2009,17.86,18.03,12.83,11.76,10.67,9.48,9.15,11.15,12.15,16.18,16.0,17.51,9.15
T2M_MIN,2010,18.29,17.46,16.54,15.97,13.71,10.79,10.43,9.53,12.12,16.86,19.53,18.58,9.53
T2M_MIN,2011,18.04,15.94,16.19,13.27,12.58,9.63,9.41,9.96,11.55,12.34,16.94,16.74,9.41
T2M_MIN,2012,18.07,17.46,16.64,12.52,11.69,9.85,8.0,11.71,14.51,17.86,13.83,18.32,8.0
T2M_MIN,2013,18.37,17.15,15.79,12.64,11.5,10.66,9.66,10.35,11.96,13.38,18.66,18.8,9.66
T2M_MIN,2014,17.76,15.95,16.78,14.94,12.65,10.83,10.13,10.83,10.61,12.77,16.46,17.37,10.13
T2M_MIN,2015,16.0,15.97,14.65,14.72,11.8,10.46,9.8,9.45,11.16,17.48,13.42,18.97,9.45
T2M_MIN,2016,17.94,18.17,16.57,15.41,10.75,9.29,9.18,11.0,13.72,15.23,20.29,18.92,9.18
T2M_MIN,2017,19.19,17.83,14.81,13.65,12.91,10.22,9.88,11.58,12.01,15.58,17.48,15.15,9.88
T2M_MIN,2018,16.65,19.02,17.74,13.91,12.88,8.06,10.59,10.7,14.83,12.63,14.78,18.08,8.06
T2M_MIN,2019,18.11,15.6,14.64,13.95,10.7,9.88,8.83,10.74,10.6,16.12,19.9,18.74,8.83
T2M_MIN,2020,17.35,15.97,15.63,15.09,10.45,9.21,9.72,9.06,12.11,15.93,17.79,19.78,9.06
T2M_MIN,2021,18.33,19.09,15.88,13.26,9.86,9.84,9.18,9.8,13.01,15.78,16.61,19.56,9.18
T2M_MIN,2022,15.82,18.92,15.27,13.73,11.95,10.19,10.14,11.78,10.73,15.81,17.8,17.42,10.14
T2M_MIN,2023,18.86,19.21,16.4,13.8,11.82,10.33,9.86,10.95,14.77,16.0,15.79,16.72,9.86
T2M_MIN,2024,15.16,16.98,17.41,13.27,12.36,9.37,9.8,11.88,10.85,12.58,18.84,15.49,9.37
T2M_MIN,2025,20.38,18.79,15.29,16.05,12.35,11.17,8.77,8.36,12.84,14.33,17.78,18.45,8.36
