-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -13.3558   Longitude 33.3205 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1088.13 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,1993,81.46,86.19,86.56,86.03,79.62,77.15,73.71,64.91,54.92,49.62,59.61,65.0,71.98
RH2M,1994,82.4,82.55,78.35,77.43,63.18,63.62,59.82,53.03,43.49,46.53,44.57,68.79,63.56
RH2M,1995,80.8,79.93,81.52,74.16,68.23,60.54,55.34,54.15,41.97,43.08,44.82,72.91,63.07
RH2M,1996,82.94,86.23,86.02,82.18,82.71,74.06,66.19,55.31,48.11,46.55,42.76,74.65,68.96
RH2M,1997,84.94,87.02,86.19,84.79,78.91,77.0,70.36,58.79,52.92,52.86,57.98,78.28,72.43
RH2M,1998,83.99,73.47,78.92,64.11,50.93,50.7,51.0,52.05,45.41,46.48,53.18,70.14,59.99
RH2M,1999,84.53,85.71,86.55,85.68,81.49,76.03,74.25,66.44,55.91,48.95,63.19,63.23,72.58
RH2M,2000,74.5,82.92,86.21,79.67,67.7,66.64,60.81,54.54,44.24,45.34,70.31,78.02,67.52
RH2M,2001,80.47,86.23,86.62,82.07,74.63,66.46,60.53,54.96,41.79,43.09,50.27,70.18,66.35
RH2M,2002,81.73,81.03,82.47,77.59,65.33,65.85,59.21,57.41,52.86,46.39,50.19,70.11,65.77
RH2M,2003,79.4,84.04,84.77,79.27,71.41,66.49,65.21,50.7,51.47,42.66,51.2,77.28,66.91
RH2M,2004,80.01,83.55,84.69,82.47,74.33,69.14,62.23,54.04,47.53,51.21,64.4,81.79,69.58
RH2M,2005,85.57,80.23,76.9,67.94,60.96,62.02,56.38,48.48,45.05,44.17,51.1,72.59,62.54
RH2M,2006,83.94,83.2,86.58,82.23,73.61,69.2,65.18,52.73,47.03,46.76,56.99,76.9,68.63
RH2M,2007,85.8,85.23,83.93,81.56,73.91,67.78,64.38,53.7,44.26,52.18,54.81,78.87,68.81
RH2M,2008,85.85,80.47,82.59,76.23,67.84,64.68,59.8,51.07,40.22,42.43,54.0,78.66,65.31
RH2M,2009,83.53,85.55,85.67,82.06,77.14,70.16,68.24,57.35,48.26,45.54,61.43,72.43,69.7
RH2M,2010,78.45,86.23,84.97,79.38,68.73,67.07,63.75,55.02,44.62,40.49,52.56,81.56,66.81
RH2M,2011,84.64,83.72,85.82,84.0,77.44,68.54,60.93,53.97,46.32,48.44,60.39,67.93,68.43
RH2M,2012,84.28,83.48,84.7,79.53,70.89,67.62,57.65,54.73,46.0,42.34,51.02,74.33,66.35
RH2M,2013,85.08,83.71,82.8,76.82,70.85,65.38,61.3,49.57,41.24,46.28,49.19,71.07,65.2
RH2M,2014,85.86,87.57,87.21,84.15,78.78,74.41,71.1,62.25,52.33,44.41,45.99,68.71,70.15
RH2M,2015,85.67,85.81,84.9,80.56,70.85,66.48,63.37,50.89,44.38,42.65,47.43,66.89,65.73
RH2M,2016,76.3,79.56,79.87,72.31,64.74,61.44,58.07,49.81,44.95,41.1,47.43,71.75,62.25
RH2M,2017,82.54,86.88,84.38,81.76,75.74,68.62,61.47,54.52,44.28,42.34,55.63,76.73,67.81
RH2M,2018,73.7,85.24,86.06,82.47,79.48,70.76,67.06,57.82,51.78,47.26,54.92,81.21,69.74
RH2M,2019,85.72,86.07,85.01,83.66,79.5,76.53,66.97,59.2,49.24,53.4,57.11,79.89,71.8
RH2M,2020,84.91,87.09,85.17,82.22,77.55,74.16,69.78,58.73,49.62,48.67,51.85,79.61,70.76
RH2M,2021,85.64,86.41,86.83,84.08,77.65,78.02,72.37,62.8,57.31,49.73,48.31,57.58,70.47
RH2M,2022,84.76,87.16,86.18,86.21,80.12,79.99,77.81,69.79,59.46,47.53,57.68,79.15,74.59
RH2M,2023,84.79,87.56,86.85,85.32,79.62,74.23,72.7,64.19,53.75,52.17,56.92,69.72,72.25
RH2M,2024,83.7,81.45,85.4,82.65,75.93,70.08,54.38,53.15,46.91,46.0,58.32,65.79,66.93
RH2M,2025,82.26,84.46,83.05,78.24,75.27,67.44,61.68,49.13,41.53,41.16,66.86,77.63,67.29
T2M,1981,21.94,21.23,21.03,18.65,16.61,14.4,15.12,18.24,22.0,24.15,25.25,23.32,20.15
T2M,1982,21.47,21.07,21.16,19.85,16.72,15.71,15.02,17.02,20.13,22.61,23.03,22.33,19.67
T2M,1983,22.36,21.93,21.68,20.63,19.52,17.72,17.17,18.46,22.25,24.15,26.07,21.87,21.14
T2M,1984,21.37,20.83,20.38,19.22,17.74,15.38,15.58,17.26,21.93,24.51,22.52,21.53,19.85
T2M,1985,21.37,20.36,20.57,19.21,17.13,14.77,14.9,16.44,20.66,22.8,22.62,21.55,19.36
T2M,1986,20.72,20.98,20.64,20.09,17.5,14.27,14.63,17.67,20.82,23.82,23.27,21.95,19.69
T2M,1987,21.23,21.53,21.5,19.37,18.21,14.95,15.5,18.67,22.38,24.02,26.28,24.04,20.63
T2M,1988,22.16,21.77,21.21,20.52,16.93,16.49,16.46,18.19,21.51,24.07,23.75,23.33,20.53
T2M,1989,21.21,20.52,20.39,19.31,17.25,15.3,15.0,17.05,20.58,23.54,24.01,22.76,19.74
T2M,1990,21.26,21.43,20.5,20.34,18.58,17.08,16.6,18.05,21.08,24.73,25.53,23.31,20.7
T2M,1991,22.02,21.94,21.11,19.36,18.57,16.35,16.65,19.29,22.52,24.07,23.86,23.03,20.72
T2M,1992,22.67,23.65,22.38,21.23,20.15,17.82,16.71,18.36,22.06,24.83,24.61,22.83,21.43
T2M,1993,21.56,21.37,20.9,20.1,17.68,14.86,14.83,17.21,20.48,23.96,24.82,24.29,20.16
T2M,1994,22.08,21.18,21.04,19.96,18.47,16.88,16.58,19.03,22.17,24.14,26.23,23.42,20.93
T2M,1995,22.04,22.0,21.21,20.37,19.35,16.6,16.99,20.11,22.38,25.2,26.13,22.94,21.27
T2M,1996,21.72,21.31,20.77,19.12,18.28,15.19,15.27,18.17,22.62,24.16,26.53,22.88,20.49
T2M,1997,21.44,20.63,21.4,19.48,16.46,17.06,15.78,18.48,22.51,23.87,25.13,22.96,20.43
T2M,1998,22.74,23.77,23.19,22.17,20.61,18.05,17.58,19.74,22.82,25.13,25.44,23.56,22.05
T2M,1999,21.4,21.5,21.12,19.55,17.25,15.62,15.56,18.49,20.99,23.31,23.68,24.06,20.2
T2M,2000,22.96,21.66,20.98,20.69,19.14,17.44,16.79,18.51,22.5,24.53,23.19,22.63,20.91
T2M,2001,21.82,21.37,20.95,20.07,18.0,16.14,16.68,19.34,22.64,24.98,25.83,24.11,20.99
T2M,2002,21.81,21.76,21.37,20.09,18.42,16.66,18.71,19.49,22.38,25.36,25.59,23.73,21.28
T2M,2003,22.58,22.04,21.69,19.49,18.54,17.36,16.42,19.06,22.02,25.45,26.28,22.86,21.14
T2M,2004,22.52,21.42,21.65,20.31,17.52,16.61,16.94,19.91,23.06,24.79,23.88,21.89,20.87
T2M,2005,21.58,22.42,22.08,21.37,19.29,18.19,17.41,20.33,22.34,24.99,25.83,23.58,21.61
T2M,2006,21.74,22.23,21.24,19.91,18.56,16.55,16.34,19.33,21.43,25.63,25.21,22.9,20.91
T2M,2007,21.75,21.5,21.3,20.77,18.71,16.96,16.73,19.21,23.0,24.06,25.49,22.37,20.98
T2M,2008,21.32,21.33,20.47,19.88,18.84,16.13,16.86,19.4,22.95,25.84,25.98,22.24,20.93
T2M,2009,21.83,21.09,20.93,18.68,17.65,17.04,15.82,18.4,22.68,25.33,24.57,23.43,20.62
T2M,2010,22.92,21.82,21.65,21.67,20.1,17.53,17.46,18.51,22.22,25.89,25.9,21.66,21.44
T2M,2011,21.34,20.98,20.99,19.89,18.39,17.32,16.37,18.1,22.07,25.0,25.08,24.29,20.81
T2M,2012,21.45,21.77,21.24,19.19,18.08,17.3,16.5,20.56,23.38,25.97,26.04,23.1,21.21
T2M,2013,21.82,21.75,21.44,19.8,18.46,16.63,16.83,19.67,23.59,25.19,26.51,23.76,21.28
T2M,2014,21.41,21.15,21.1,19.96,17.92,16.24,16.26,18.88,21.35,24.75,26.56,24.23,20.81
T2M,2015,21.54,21.44,21.02,20.2,18.69,17.54,17.91,20.01,23.29,26.01,26.34,25.17,21.6
T2M,2016,23.5,23.34,23.16,21.55,18.59,17.36,17.91,20.13,22.84,25.84,26.57,23.81,22.04
T2M,2017,22.0,21.62,20.97,20.37,19.49,17.84,17.45,19.74,22.62,26.18,25.48,23.01,21.39
T2M,2018,22.92,21.96,21.39,20.08,19.06,16.58,16.51,19.47,23.16,23.84,24.78,22.34,21.0
T2M,2019,21.84,21.74,21.56,20.6,17.98,15.88,16.24,19.44,21.98,25.05,26.31,23.06,20.96
T2M,2020,22.28,22.13,21.38,20.25,17.91,16.52,16.13,19.21,22.25,25.67,25.82,22.65,21.01
T2M,2021,21.79,21.8,21.02,19.17,16.41,15.96,15.68,18.6,21.75,25.12,26.71,25.95,20.82
T2M,2022,21.6,21.32,21.52,20.62,17.56,15.38,15.72,17.93,20.27,23.83,24.97,22.0,20.22
T2M,2023,21.36,21.45,21.35,19.97,17.48,17.05,16.18,18.83,23.1,25.76,26.02,25.17,21.14
T2M,2024,22.07,22.83,22.07,20.59,18.67,17.11,17.82,19.72,22.87,24.97,25.99,25.01,21.64
T2M,2025,22.6,22.37,21.8,21.8,19.56,18.36,17.19,19.13,23.71,25.61,23.87,22.65,21.54
T2M_MAX,1981,29.29,27.8,27.85,27.06,24.91,25.58,26.06,30.98,33.52,35.07,36.8,33.31,36.8
T2M_MAX,1982,28.03,27.19,28.56,26.62,25.88,24.13,25.05,27.69,30.78,33.38,34.35,30.2,34.35
T2M_MAX,1983,29.75,29.73,28.19,29.02,28.66,27.72,26.8,31.53,34.57,35.27,36.77,29.62,36.77
T2M_MAX,1984,27.51,27.28,26.99,26.8,26.06,23.94,24.65,29.27,33.5,33.79,33.77,32.24,33.79
T2M_MAX,1985,27.31,27.38,26.79,25.85,25.49,23.59,26.04,25.6,30.98,32.5,35.95,29.73,35.95
T2M_MAX,1986,27.05,27.25,28.16,26.85,25.17,25.04,26.32,29.18,32.44,35.3,32.09,29.64,35.3
T2M_MAX,1987,27.56,27.84,28.53,27.63,27.15,26.37,27.46,29.92,33.79,33.88,35.93,34.0,35.93
T2M_MAX,1988,29.74,28.38,27.86,27.36,25.24,25.16,26.8,31.0,35.07,34.95,34.36,33.04,35.07
T2M_MAX,1989,29.9,27.54,27.09,26.03,24.73,23.97,25.35,29.51,33.91,33.07,35.67,32.76,35.67
T2M_MAX,1990,28.47,28.46,27.69,27.64,27.68,29.07,27.49,30.81,33.29,36.29,36.46,33.49,36.46
T2M_MAX,1991,28.86,28.92,28.83,27.79,28.11,28.07,28.05,31.38,33.49,34.51,33.68,33.41,34.51
T2M_MAX,1992,31.42,35.1,30.56,29.6,29.61,28.74,27.86,31.01,32.77,35.09,35.1,33.57,35.1
T2M_MAX,1993,29.28,27.8,27.25,26.89,26.12,24.4,23.88,28.53,32.74,34.17,36.06,34.64,36.06
T2M_MAX,1994,33.92,28.25,28.18,28.53,28.45,29.44,29.41,31.08,36.21,35.65,37.55,33.95,37.55
T2M_MAX,1995,29.4,30.87,28.47,30.46,29.83,28.08,28.14,32.28,34.66,35.75,36.98,34.34,36.98
T2M_MAX,1996,29.22,27.42,27.0,26.96,26.11,24.89,25.56,30.51,35.25,34.54,35.68,34.3,35.68
T2M_MAX,1997,28.61,26.56,27.19,26.71,26.29,25.84,26.98,30.85,34.92,33.92,36.82,31.97,36.82
T2M_MAX,1998,29.44,34.06,32.22,33.6,34.35,31.03,29.4,32.8,34.55,35.26,35.87,33.86,35.87
T2M_MAX,1999,29.04,28.33,27.28,26.49,25.86,25.33,25.03,29.27,32.3,35.53,32.7,34.27,35.53
T2M_MAX,2000,34.66,28.32,26.87,28.04,28.63,26.59,28.65,30.63,33.1,34.78,32.91,31.15,34.78
T2M_MAX,2001,28.63,27.41,27.15,27.16,27.37,26.37,28.78,32.74,34.51,35.43,34.96,35.12,35.43
T2M_MAX,2002,29.01,28.61,29.24,28.2,29.12,28.82,29.57,30.25,35.6,34.82,35.95,34.61,35.95
T2M_MAX,2003,31.14,28.73,28.59,27.78,29.21,28.01,27.8,32.37,32.19,36.37,36.28,31.81,36.37
T2M_MAX,2004,31.98,28.44,28.08,27.73,26.39,26.83,28.86,31.45,35.97,36.17,33.37,30.4,36.17
T2M_MAX,2005,27.91,30.59,30.36,31.13,30.72,29.63,28.53,31.98,35.08,36.39,36.14,32.87,36.39
T2M_MAX,2006,28.51,29.08,27.37,27.17,29.17,28.14,27.86,31.63,34.97,35.83,36.65,33.3,36.65
T2M_MAX,2007,28.5,28.39,28.17,29.13,28.54,28.53,30.46,32.17,36.06,33.87,36.25,32.1,36.25
T2M_MAX,2008,27.56,28.62,27.02,28.8,29.94,27.17,29.58,32.31,34.79,35.65,36.21,30.68,36.21
T2M_MAX,2009,28.23,26.81,27.34,26.11,26.45,26.82,27.59,29.73,33.5,34.3,34.83,33.2,34.83
T2M_MAX,2010,32.06,28.13,28.47,29.9,29.48,28.03,29.23,30.42,32.91,36.61,36.11,29.37,36.61
T2M_MAX,2011,27.81,27.4,27.13,27.77,27.94,28.3,28.55,29.49,33.26,38.14,38.07,36.45,38.14
T2M_MAX,2012,28.43,29.29,28.27,27.74,27.9,28.72,28.33,32.04,35.36,36.41,36.18,33.16,36.41
T2M_MAX,2013,28.79,28.28,28.27,28.77,28.31,27.54,28.61,32.25,36.16,36.55,36.76,34.86,36.76
T2M_MAX,2014,27.58,27.25,26.85,27.38,26.3,25.98,26.88,31.98,32.83,36.15,37.91,35.73,37.91
T2M_MAX,2015,27.36,28.05,27.55,27.42,27.71,29.08,30.75,31.35,34.62,35.11,38.07,37.35,38.07
T2M_MAX,2016,34.34,31.43,31.55,30.73,30.07,27.77,30.66,32.79,33.77,36.29,36.69,34.46,36.69
T2M_MAX,2017,30.81,27.6,28.0,27.42,28.79,27.46,28.26,32.07,34.01,38.44,36.43,33.52,38.44
T2M_MAX,2018,32.05,29.75,27.85,27.14,26.86,26.76,27.6,30.77,33.34,35.95,36.11,30.03,36.11
T2M_MAX,2019,29.22,28.53,28.02,27.41,26.49,24.64,26.82,31.14,33.85,37.69,36.65,30.75,37.69
T2M_MAX,2020,28.26,29.3,28.75,27.51,26.79,25.92,27.56,31.81,34.69,36.01,36.09,31.55,36.09
T2M_MAX,2021,28.28,28.17,26.83,26.57,26.75,24.66,26.58,31.03,33.09,36.44,36.83,35.52,36.83
T2M_MAX,2022,28.49,28.11,28.82,27.19,25.81,25.19,24.26,28.29,30.83,35.4,34.5,32.93,35.4
T2M_MAX,2023,28.74,28.48,28.11,27.49,25.88,26.19,27.89,31.19,33.39,37.06,35.56,34.84,37.06
T2M_MAX,2024,29.18,29.78,28.92,28.72,27.22,29.23,29.57,31.06,35.9,35.71,35.9,35.03,35.9
T2M_MAX,2025,31.24,29.1,28.98,30.33,30.21,29.58,27.48,31.01,36.46,36.25,35.74,32.43,36.46
T2M_MIN,1981,16.08,15.25,14.98,9.7,8.15,4.5,6.46,7.26,8.26,13.56,16.55,13.37,4.5
T2M_MIN,1982,13.43,13.28,14.67,11.87,7.42,6.85,5.16,8.13,10.91,13.22,14.29,14.55,5.16
T2M_MIN,1983,16.35,15.1,12.98,12.65,13.09,9.06,6.88,7.38,11.61,13.57,18.1,16.4,6.88
T2M_MIN,1984,15.17,15.62,13.4,8.85,9.2,6.99,7.42,7.76,10.31,15.65,14.91,15.84,6.99
T2M_MIN,1985,15.32,13.33,15.08,10.41,7.88,6.51,4.44,6.16,11.97,14.04,15.64,15.43,4.44
T2M_MIN,1986,16.23,15.15,14.22,13.79,9.42,5.65,6.27,7.67,9.89,13.85,14.69,15.97,5.65
T2M_MIN,1987,13.61,16.16,13.91,10.04,8.24,6.14,5.85,9.51,13.1,12.74,17.05,17.64,5.85
T2M_MIN,1988,15.63,16.62,12.31,13.24,8.6,8.95,7.16,7.22,11.1,13.71,13.28,16.04,7.16
T2M_MIN,1989,15.41,16.54,14.37,10.58,10.0,6.85,6.48,8.11,10.05,13.68,16.78,15.35,6.48
T2M_MIN,1990,15.23,14.39,12.0,12.71,8.97,8.5,7.76,8.07,8.94,13.89,14.55,16.34,7.76
T2M_MIN,1991,16.47,16.9,14.29,11.28,9.54,7.88,6.34,8.21,11.32,13.12,15.02,15.29,6.34
T2M_MIN,1992,15.97,13.79,15.84,12.93,12.79,9.71,7.93,7.79,11.96,13.7,12.97,14.88,7.79
T2M_MIN,1993,15.23,16.75,14.65,13.09,8.28,5.82,6.37,7.98,10.31,14.48,17.28,17.08,5.82
T2M_MIN,1994,15.75,14.09,11.81,10.15,8.21,7.76,6.19,9.02,12.43,12.44,16.14,13.9,6.19
T2M_MIN,1995,15.56,14.03,13.49,10.7,8.75,6.98,7.28,11.28,11.02,15.51,15.29,16.22,6.98
T2M_MIN,1996,16.6,15.92,12.27,10.23,10.59,7.36,5.82,7.7,13.11,14.2,18.46,17.09,5.82
T2M_MIN,1997,17.16,15.53,16.22,10.56,8.34,8.52,7.27,8.23,13.2,13.54,14.98,17.64,7.27
T2M_MIN,1998,18.56,15.48,16.58,12.09,9.93,8.08,8.56,11.12,13.2,16.15,18.12,16.68,8.08
T2M_MIN,1999,16.71,16.32,16.47,12.6,9.35,5.45,7.85,10.49,10.11,12.1,16.4,14.68,5.45
T2M_MIN,2000,16.47,16.91,16.39,13.93,9.99,8.24,8.32,9.19,13.5,14.88,16.5,17.23,8.24
T2M_MIN,2001,15.78,16.72,15.51,11.63,9.21,7.67,6.36,8.78,11.73,13.69,17.48,18.21,6.36
T2M_MIN,2002,14.4,13.95,14.2,11.38,8.17,6.13,8.45,9.9,10.8,15.59,15.07,15.55,6.13
T2M_MIN,2003,14.42,16.91,14.45,10.91,10.13,8.88,7.41,7.99,10.92,15.0,18.74,16.55,7.41
T2M_MIN,2004,16.8,13.88,15.86,12.29,9.04,8.06,7.98,10.4,13.08,13.77,15.88,16.93,7.98
T2M_MIN,2005,17.24,14.12,13.82,11.27,9.21,8.94,7.91,10.56,11.43,15.5,15.9,16.99,7.91
T2M_MIN,2006,17.06,16.44,16.51,10.99,9.13,6.73,7.22,7.37,8.93,18.03,16.3,17.3,6.73
T2M_MIN,2007,16.57,15.3,13.31,12.99,9.64,7.0,7.43,9.03,13.16,16.57,17.23,17.96,7.0
T2M_MIN,2008,17.13,11.87,11.68,10.84,9.92,7.16,6.61,9.1,10.21,16.0,18.14,16.34,6.61
T2M_MIN,2009,16.06,15.77,12.9,10.95,8.1,7.98,7.42,8.47,9.5,15.81,15.83,16.73,7.42
T2M_MIN,2010,16.11,15.93,16.15,14.38,10.87,8.83,7.58,7.58,11.99,15.2,16.51,16.14,7.58
T2M_MIN,2011,16.38,14.12,12.62,12.18,9.77,7.8,6.81,7.94,10.96,13.09,17.48,15.77,6.81
T2M_MIN,2012,16.14,16.46,13.56,10.2,9.04,8.22,5.95,9.51,13.74,17.13,14.48,16.67,5.95
T2M_MIN,2013,16.68,15.52,13.76,10.34,10.07,8.43,8.17,9.69,11.32,12.8,16.92,16.86,8.17
T2M_MIN,2014,15.57,15.11,14.79,13.54,9.21,7.53,6.65,8.94,9.72,13.18,16.18,17.63,6.65
T2M_MIN,2015,15.51,15.24,11.11,11.13,9.31,8.53,8.2,8.64,10.61,16.75,13.56,17.08,8.2
T2M_MIN,2016,16.74,16.58,14.45,12.6,9.96,8.43,8.71,9.77,12.39,16.48,19.27,17.52,8.43
T2M_MIN,2017,17.08,15.94,12.2,13.03,11.54,8.87,8.73,10.48,11.33,14.74,17.69,14.69,8.73
T2M_MIN,2018,14.32,17.16,15.58,11.57,10.88,6.06,8.76,9.52,14.11,11.47,15.12,17.01,6.06
T2M_MIN,2019,17.1,14.58,12.94,13.48,8.64,8.01,6.59,9.42,9.74,14.49,19.23,17.62,6.59
T2M_MIN,2020,16.58,16.95,14.27,12.69,7.99,7.84,7.57,6.92,10.79,16.29,17.33,17.55,6.92
T2M_MIN,2021,16.79,16.14,15.06,11.2,7.06,7.67,7.48,7.74,12.85,15.08,16.56,18.64,7.06
T2M_MIN,2022,15.12,16.16,14.5,13.65,9.34,7.54,7.97,9.45,9.57,14.24,17.12,15.95,7.54
T2M_MIN,2023,16.39,15.89,14.54,11.32,9.22,7.02,7.51,9.35,12.89,16.34,16.45,16.52,7.02
T2M_MIN,2024,14.17,16.06,15.39,11.47,9.17,7.45,6.79,9.73,10.17,12.22,17.48,15.03,6.79
T2M_MIN,2025,17.83,17.6,14.16,14.97,10.87,7.97,8.19,7.21,12.16,13.49,16.52,15.89,7.21
