-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -16.0641   Longitude 35.142 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 557.48 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2000,69.35,77.66,79.47,75.91,65.38,66.29,64.74,57.18,41.39,47.68,66.74,71.99,65.28
RH2M,2001,75.98,87.67,86.7,81.73,72.72,62.13,57.27,52.23,43.41,42.0,50.53,70.29,65.1
RH2M,2002,83.1,82.52,77.7,71.26,59.3,62.81,50.77,52.43,49.57,48.29,53.71,62.23,62.68
RH2M,2003,81.73,81.51,84.1,80.06,66.88,69.9,67.52,52.26,46.2,41.66,48.73,68.86,65.7
RH2M,2004,73.75,84.54,85.65,83.43,79.71,73.28,62.78,51.77,49.28,50.94,59.44,79.8,69.48
RH2M,2005,83.06,75.09,72.67,60.46,60.87,62.08,63.73,43.7,45.18,49.26,51.66,71.18,61.54
RH2M,2006,84.63,84.35,88.32,83.12,68.75,66.6,60.04,48.44,47.97,43.42,55.08,66.74,66.34
RH2M,2007,87.8,86.62,84.78,81.38,72.87,65.67,63.05,51.15,43.31,45.29,57.36,78.31,68.05
RH2M,2008,85.72,82.48,85.21,72.36,64.1,61.29,58.21,53.38,43.04,41.33,46.14,72.35,63.79
RH2M,2009,83.08,83.87,83.6,78.28,67.87,57.63,67.21,53.57,43.82,44.85,54.2,67.97,65.42
RH2M,2010,62.29,81.98,84.15,75.67,65.2,71.17,72.81,67.32,48.37,40.0,49.12,83.22,66.71
RH2M,2011,86.31,85.69,84.4,80.4,68.96,58.5,57.08,57.23,44.37,49.81,59.53,61.78,66.07
RH2M,2012,83.66,83.92,80.43,77.57,63.38,63.52,52.98,48.46,42.65,41.21,49.32,75.69,63.51
RH2M,2013,87.07,88.38,86.54,79.55,71.46,66.8,66.35,53.03,42.2,54.48,44.4,64.47,66.98
RH2M,2014,85.41,88.09,83.68,78.01,65.33,62.01,59.5,51.05,50.18,42.0,50.16,68.89,65.23
RH2M,2015,89.47,87.56,85.21,78.95,69.07,65.69,59.56,48.66,44.66,42.44,48.38,64.41,65.22
RH2M,2016,72.0,73.16,79.23,72.75,65.2,63.32,66.68,56.34,39.03,36.4,47.94,74.5,62.22
RH2M,2017,85.53,84.63,85.99,83.16,74.62,70.24,66.5,56.14,45.45,40.54,58.83,78.01,69.06
RH2M,2018,81.29,85.84,86.57,83.67,73.72,65.47,78.43,64.2,51.14,49.67,56.73,79.64,71.32
RH2M,2019,86.52,85.52,88.16,85.47,77.84,75.72,63.65,55.26,48.03,45.47,58.6,74.5,70.31
RH2M,2020,86.28,86.68,82.0,74.09,64.33,68.75,68.36,56.0,48.8,45.4,41.67,78.74,66.74
RH2M,2021,83.12,85.77,87.24,83.96,74.66,72.22,67.76,54.91,50.26,45.46,49.61,56.63,67.52
RH2M,2022,87.15,87.58,87.41,84.66,74.8,82.11,75.74,62.56,50.93,38.53,60.37,74.69,72.11
RH2M,2023,84.26,87.23,88.67,83.13,70.73,61.65,67.18,60.76,46.77,50.56,62.07,67.17,69.1
RH2M,2024,84.53,78.04,84.0,82.67,75.31,71.82,56.09,54.82,50.54,54.67,63.86,58.41,67.85
RH2M,2025,79.82,87.06,87.26,84.31,83.43,75.57,68.86,57.32,45.57,44.72,63.7,79.37,71.33
T2M,1981,25.23,23.57,23.22,21.21,19.01,17.59,17.56,20.49,24.26,25.77,28.96,26.19,22.75
T2M,1982,24.43,23.45,22.77,21.86,19.29,19.23,18.39,20.65,22.96,25.22,26.31,26.35,22.57
T2M,1983,26.76,24.61,24.98,24.51,23.65,21.23,19.89,19.91,25.93,25.85,27.97,24.5,24.14
T2M,1984,24.06,23.26,23.03,21.17,20.43,17.95,18.89,20.2,25.91,28.19,25.1,25.17,22.78
T2M,1985,24.3,22.9,23.37,21.37,19.5,18.21,18.92,20.88,24.78,26.33,26.55,24.46,22.63
T2M,1986,23.25,23.39,22.91,22.34,20.18,17.5,18.67,21.33,24.57,26.46,25.39,24.59,22.54
T2M,1987,23.91,24.3,24.56,23.13,22.08,17.96,18.56,22.41,26.42,25.94,29.45,27.06,23.81
T2M,1988,26.11,24.07,23.71,23.61,20.05,19.59,19.81,21.0,25.19,27.71,24.64,25.27,23.39
T2M,1989,24.82,23.11,22.4,21.42,20.22,19.21,19.22,21.89,24.86,27.01,27.5,25.32,23.08
T2M,1990,24.14,23.69,24.19,25.16,22.18,21.02,20.37,21.14,23.39,27.61,28.22,27.42,24.04
T2M,1991,25.67,24.79,23.42,21.21,20.67,18.89,19.62,21.55,26.19,26.47,25.99,25.52,23.32
T2M,1992,26.32,27.28,26.7,25.9,24.19,20.84,19.31,20.74,25.45,28.07,27.82,26.34,24.9
T2M,1993,23.89,24.07,23.51,24.41,23.15,19.99,19.59,21.4,25.08,28.0,27.28,27.24,23.96
T2M,1994,25.54,23.75,24.42,23.94,21.99,19.79,19.22,20.9,24.71,25.42,29.52,26.38,23.79
T2M,1995,24.3,24.09,24.35,23.16,21.95,18.75,19.52,22.87,25.01,29.11,27.99,24.92,23.83
T2M,1996,24.02,23.81,22.47,21.16,20.97,18.41,17.92,20.99,25.83,27.69,30.16,25.3,23.22
T2M,1997,24.37,22.7,23.61,21.01,18.66,20.51,18.44,21.4,25.41,25.54,28.41,26.07,23.0
T2M,1998,25.71,25.24,26.74,24.87,23.39,20.51,20.38,20.39,24.68,27.76,27.84,25.17,24.38
T2M,1999,23.93,23.47,22.99,21.48,19.44,18.8,18.46,21.27,24.19,25.79,26.8,27.13,22.81
T2M,2000,26.54,25.34,24.69,23.32,21.41,20.43,19.05,20.47,25.83,26.76,26.3,25.68,23.81
T2M,2001,24.85,24.03,23.49,22.19,20.84,19.24,19.43,22.06,25.23,27.52,28.96,26.92,23.73
T2M,2002,23.98,23.52,24.29,23.22,21.96,19.75,22.16,22.91,24.99,27.55,26.54,27.0,24.0
T2M,2003,24.68,24.81,24.03,21.49,21.06,19.43,18.42,21.22,25.5,28.27,29.04,26.89,23.73
T2M,2004,26.05,23.68,23.74,22.46,19.48,18.29,19.07,22.47,24.7,27.06,27.13,24.7,23.23
T2M,2005,24.56,25.16,24.92,24.62,22.13,21.11,19.44,23.65,25.23,27.03,28.51,26.43,24.39
T2M,2006,24.41,24.5,23.71,21.97,20.86,19.49,19.65,22.32,23.78,28.52,27.86,27.41,23.7
T2M,2007,23.91,23.9,23.51,22.78,20.95,19.76,19.26,21.84,25.87,27.24,28.09,25.19,23.52
T2M,2008,24.4,23.21,22.44,21.49,21.6,19.13,19.85,21.71,25.61,28.52,29.58,26.11,23.64
T2M,2009,24.81,24.09,23.2,21.12,21.44,20.9,18.52,21.47,26.31,28.0,27.65,26.93,23.7
T2M,2010,27.77,24.8,23.84,24.58,22.5,19.44,18.87,19.22,24.05,29.16,29.36,24.41,23.99
T2M,2011,24.03,22.81,23.76,22.89,21.46,20.47,18.99,19.83,25.12,27.49,27.44,27.39,23.47
T2M,2012,24.08,24.38,24.03,21.3,21.33,20.1,19.54,23.71,26.82,28.95,28.23,25.14,23.96
T2M,2013,24.19,23.39,22.82,21.28,19.94,19.14,18.34,21.68,26.34,26.12,29.55,26.87,23.3
T2M,2014,24.37,23.63,23.84,22.35,21.87,20.39,20.3,22.39,24.38,27.47,28.07,26.34,23.78
T2M,2015,23.38,23.3,23.09,22.1,21.08,19.75,20.7,22.58,25.9,28.66,28.36,27.69,23.89
T2M,2016,26.2,26.29,25.56,23.91,20.84,19.55,19.3,21.66,26.52,29.42,29.5,26.21,24.57
T2M,2017,24.63,24.39,22.97,21.85,21.17,19.98,19.27,21.41,25.27,29.01,26.99,24.97,23.48
T2M,2018,23.63,24.53,23.95,22.06,21.5,19.54,17.92,20.6,25.5,25.69,26.83,25.37,23.08
T2M,2019,24.31,24.07,23.2,22.09,19.96,18.85,19.18,22.7,24.27,29.18,28.59,26.29,23.55
T2M,2020,24.38,24.39,23.15,23.5,21.38,19.5,18.54,21.88,25.04,28.07,30.47,25.74,23.82
T2M,2021,25.21,24.63,22.97,21.07,19.2,19.05,18.81,21.85,25.04,27.74,29.29,29.04,23.65
T2M,2022,23.86,23.67,22.87,23.16,20.33,17.7,18.09,21.11,24.36,28.78,27.25,25.48,23.05
T2M,2023,24.29,24.49,22.87,21.96,21.1,21.01,19.18,21.53,26.77,28.65,26.87,27.47,23.84
T2M,2024,24.22,25.29,24.55,22.41,20.65,19.37,19.97,22.35,24.71,25.77,27.48,28.56,23.77
T2M,2025,25.76,24.91,23.14,23.06,20.35,19.24,18.35,20.44,26.0,27.38,26.6,24.9,23.33
T2M_MAX,1981,32.33,29.54,30.01,30.27,29.57,29.09,29.26,34.53,37.87,39.51,41.87,38.91,41.87
T2M_MAX,1982,30.63,29.77,31.25,29.37,28.9,29.5,29.59,32.96,34.75,38.3,38.17,38.49,38.49
T2M_MAX,1983,35.81,34.89,33.22,35.23,34.97,31.32,31.14,34.17,38.49,37.78,39.56,33.27,39.56
T2M_MAX,1984,31.5,29.31,29.08,28.34,28.89,27.26,28.67,32.84,37.87,39.5,38.0,35.45,39.5
T2M_MAX,1985,31.42,28.6,29.73,28.58,29.04,27.24,30.84,31.43,35.61,37.58,39.61,32.77,39.61
T2M_MAX,1986,29.25,30.31,29.49,30.24,29.01,29.59,31.16,33.41,37.21,39.31,36.08,33.25,39.31
T2M_MAX,1987,31.24,30.2,32.1,34.51,33.9,32.78,31.84,34.31,37.6,37.88,41.29,36.86,41.29
T2M_MAX,1988,35.1,30.57,30.4,31.89,30.39,30.74,31.06,36.49,38.06,39.29,37.79,36.5,39.29
T2M_MAX,1989,33.76,28.73,29.94,28.67,28.17,28.85,30.37,34.45,39.5,38.4,40.08,35.38,40.08
T2M_MAX,1990,30.72,30.57,34.39,34.78,33.07,33.12,31.27,35.13,37.83,41.05,40.98,38.6,41.05
T2M_MAX,1991,33.38,32.54,31.48,30.92,30.68,31.6,32.16,35.1,37.15,38.36,37.92,37.93,38.36
T2M_MAX,1992,36.12,40.41,37.68,36.18,35.44,33.05,30.55,34.96,36.94,39.97,39.09,37.78,40.41
T2M_MAX,1993,32.13,30.6,32.02,34.3,34.51,32.45,30.77,33.35,37.74,38.44,39.81,38.24,39.81
T2M_MAX,1994,36.12,32.53,34.03,35.77,33.31,33.29,33.43,34.7,39.59,37.36,41.9,37.62,41.9
T2M_MAX,1995,32.6,30.64,33.49,35.23,34.06,30.58,32.23,35.97,37.45,39.85,39.96,36.43,39.96
T2M_MAX,1996,31.56,30.4,29.39,30.44,29.71,28.93,28.89,33.66,39.0,39.28,40.37,37.14,40.37
T2M_MAX,1997,31.01,28.13,29.88,28.66,29.65,29.6,30.25,33.69,39.42,37.89,41.77,36.52,41.77
T2M_MAX,1998,33.05,33.79,36.17,37.78,38.66,33.86,32.44,34.0,37.31,39.3,40.08,34.79,40.08
T2M_MAX,1999,30.41,30.89,29.23,29.16,28.12,29.36,29.21,32.49,37.07,40.22,36.1,37.95,40.22
T2M_MAX,2000,38.45,33.65,31.91,32.69,32.51,29.5,31.42,33.15,36.71,39.4,37.75,34.33,39.4
T2M_MAX,2001,35.02,29.81,29.37,30.42,31.43,29.05,32.25,35.9,38.8,39.51,39.53,37.75,39.53
T2M_MAX,2002,30.41,31.2,32.3,31.72,34.22,33.05,33.37,34.0,39.03,39.15,40.13,36.86,40.13
T2M_MAX,2003,30.88,31.36,31.57,29.46,32.96,32.38,29.99,35.63,37.11,41.17,40.11,36.89,41.17
T2M_MAX,2004,36.89,31.06,30.33,30.06,28.44,28.14,31.55,34.22,38.76,40.15,39.25,32.16,40.15
T2M_MAX,2005,30.74,35.07,36.3,36.63,33.39,32.43,31.25,35.23,39.4,40.39,40.21,36.81,40.39
T2M_MAX,2006,30.98,30.88,30.07,30.54,33.09,31.9,30.88,34.84,38.9,40.58,41.6,37.81,41.6
T2M_MAX,2007,29.93,30.88,31.16,32.08,32.5,32.55,33.21,35.33,40.67,38.43,40.47,34.1,40.67
T2M_MAX,2008,31.14,30.29,29.73,32.39,33.87,29.64,34.22,36.0,38.36,39.78,40.73,36.35,40.73
T2M_MAX,2009,31.18,30.47,30.35,30.78,31.9,32.18,31.52,33.36,37.8,38.97,40.41,38.19,40.41
T2M_MAX,2010,38.19,32.93,30.98,33.4,34.05,30.15,29.85,30.41,36.35,40.78,41.11,32.81,41.11
T2M_MAX,2011,29.35,29.05,29.62,32.08,32.45,32.37,31.99,32.58,37.46,42.47,43.02,40.24,43.02
T2M_MAX,2012,31.84,30.74,31.85,31.3,31.17,32.24,31.79,35.64,38.97,41.05,41.1,38.18,41.1
T2M_MAX,2013,31.26,29.49,30.22,30.32,29.6,29.93,31.71,35.99,39.49,40.5,41.56,40.16,41.56
T2M_MAX,2014,30.19,30.16,30.53,31.69,32.05,32.32,32.76,36.57,37.44,41.35,39.96,38.64,41.35
T2M_MAX,2015,29.44,29.14,29.96,29.74,29.7,29.41,33.42,34.49,38.11,39.61,42.34,39.69,42.34
T2M_MAX,2016,37.58,37.33,33.22,32.92,30.73,30.03,32.75,35.51,37.39,41.26,41.24,39.42,41.26
T2M_MAX,2017,31.06,29.71,30.47,29.97,30.25,29.93,31.15,34.2,38.12,41.92,41.04,35.49,41.92
T2M_MAX,2018,32.03,30.92,30.41,30.03,30.18,29.44,28.26,31.64,36.72,39.38,40.87,36.01,40.87
T2M_MAX,2019,30.15,30.76,29.91,30.01,28.22,28.24,30.2,34.34,37.44,42.38,40.72,35.29,42.38
T2M_MAX,2020,31.72,31.43,32.35,33.11,33.4,30.52,31.26,35.89,38.86,39.28,43.15,33.79,43.15
T2M_MAX,2021,32.48,30.63,29.05,28.9,29.25,28.74,30.16,34.5,38.25,40.87,42.11,39.93,42.11
T2M_MAX,2022,30.18,30.14,30.52,30.41,28.68,26.69,27.33,32.51,35.71,39.98,38.02,37.23,39.98
T2M_MAX,2023,30.64,30.62,29.63,29.67,30.45,31.24,31.47,34.83,37.71,41.99,38.36,39.3,41.99
T2M_MAX,2024,30.41,34.34,31.69,30.91,30.01,32.78,32.5,33.81,38.13,40.51,40.17,39.08,40.51
T2M_MAX,2025,35.06,30.32,29.47,30.75,29.71,28.73,27.59,33.94,39.02,41.28,40.54,34.36,41.28
T2M_MIN,1981,19.02,18.06,16.42,14.26,12.04,8.32,9.58,9.62,11.37,13.69,16.57,14.73,8.32
T2M_MIN,1982,17.18,17.54,15.91,12.84,10.99,10.19,9.28,10.72,13.07,13.38,14.61,17.12,9.28
T2M_MIN,1983,19.41,17.34,16.74,16.19,14.51,12.96,9.63,10.54,14.45,14.64,18.19,17.43,9.63
T2M_MIN,1984,17.32,16.23,15.5,12.16,12.0,10.74,11.4,10.42,12.92,16.5,16.06,18.24,10.42
T2M_MIN,1985,17.61,17.61,15.36,13.99,12.69,9.33,8.85,10.98,15.45,17.03,16.87,18.63,8.85
T2M_MIN,1986,19.11,16.82,16.99,16.0,10.9,9.58,10.13,10.91,12.94,15.26,15.92,15.61,9.58
T2M_MIN,1987,15.67,18.12,16.77,14.63,13.2,10.5,10.13,12.14,15.16,13.95,16.88,19.92,10.13
T2M_MIN,1988,17.66,16.21,15.71,14.98,12.79,11.0,10.34,10.91,13.35,17.14,13.5,16.52,10.34
T2M_MIN,1989,18.0,17.11,16.13,14.84,13.09,10.95,10.61,11.48,12.32,14.6,15.93,18.41,10.61
T2M_MIN,1990,18.97,16.38,15.54,16.48,12.82,12.08,10.58,10.56,11.03,14.62,15.21,17.96,10.56
T2M_MIN,1991,18.67,18.35,16.34,14.16,12.25,10.35,10.45,11.06,12.97,11.56,15.35,18.08,10.35
T2M_MIN,1992,17.34,18.88,18.38,16.53,15.33,13.14,11.36,9.57,13.33,15.14,14.1,18.37,9.57
T2M_MIN,1993,16.17,19.04,15.88,15.96,14.25,11.84,10.54,11.54,12.69,17.11,17.44,17.17,10.54
T2M_MIN,1994,16.69,16.94,16.23,14.44,12.59,11.1,10.17,11.13,12.36,13.5,16.66,14.7,10.17
T2M_MIN,1995,18.67,17.21,16.96,12.32,11.58,10.16,9.67,13.88,12.4,18.65,16.79,17.03,9.67
T2M_MIN,1996,17.37,18.72,15.68,13.48,12.97,10.41,9.76,9.81,14.48,15.24,19.83,18.18,9.76
T2M_MIN,1997,19.76,18.0,16.71,13.24,11.1,11.44,10.73,12.14,16.28,14.63,16.43,18.1,10.73
T2M_MIN,1998,20.04,18.3,18.53,15.25,13.11,11.0,11.47,12.88,13.49,16.85,19.32,17.24,11.0
T2M_MIN,1999,20.02,19.0,17.66,16.03,12.37,9.04,11.2,12.24,12.69,14.38,17.41,17.26,9.04
T2M_MIN,2000,19.65,19.14,19.22,16.69,11.55,11.75,10.54,12.4,15.97,15.61,18.92,18.0,10.54
T2M_MIN,2001,17.9,20.36,16.75,15.17,12.59,11.43,10.4,11.5,12.72,14.19,20.95,20.9,10.4
T2M_MIN,2002,18.03,16.73,17.18,14.9,12.43,11.53,11.12,12.39,13.7,15.51,16.08,18.09,11.12
T2M_MIN,2003,16.37,19.49,17.15,13.87,13.64,12.61,10.71,10.92,13.37,18.3,18.42,19.16,10.71
T2M_MIN,2004,18.96,17.25,18.07,15.33,12.63,11.38,10.53,11.86,13.58,13.79,14.7,17.24,10.53
T2M_MIN,2005,19.3,18.22,17.41,14.79,13.16,12.95,10.31,13.52,14.22,16.07,17.31,18.98,10.31
T2M_MIN,2006,18.27,19.49,18.64,14.83,12.73,10.72,10.73,10.79,10.93,18.06,17.13,19.73,10.72
T2M_MIN,2007,17.38,18.46,17.35,13.63,11.78,11.4,11.4,10.53,14.66,17.54,19.09,19.46,10.53
T2M_MIN,2008,19.37,16.97,15.28,13.58,13.61,10.04,11.4,11.62,12.23,16.03,19.1,20.99,10.04
T2M_MIN,2009,18.25,18.26,15.49,12.83,12.47,11.4,10.61,11.46,11.67,16.44,16.08,18.36,10.61
T2M_MIN,2010,19.78,17.36,16.92,16.63,15.04,11.5,12.17,9.89,12.3,18.0,19.74,18.59,9.89
T2M_MIN,2011,17.65,16.66,17.45,15.2,13.44,10.1,10.77,10.4,12.23,13.08,17.63,17.78,10.1
T2M_MIN,2012,18.72,18.39,16.96,13.62,12.45,9.83,9.83,12.32,15.66,18.24,14.19,17.81,9.83
T2M_MIN,2013,19.05,16.97,16.17,13.96,12.0,11.48,10.69,11.34,12.9,13.98,18.85,18.47,10.69
T2M_MIN,2014,18.78,18.26,17.36,15.29,13.51,12.2,10.67,11.89,11.46,12.65,16.46,16.05,10.67
T2M_MIN,2015,16.89,16.99,16.11,15.07,12.45,11.97,11.0,11.54,12.63,17.53,14.87,19.69,11.0
T2M_MIN,2016,18.55,18.8,16.65,16.28,13.04,10.93,11.04,11.74,15.47,15.21,20.89,20.74,10.93
T2M_MIN,2017,20.57,18.38,15.65,14.73,14.82,11.91,11.0,12.26,12.5,16.01,17.87,16.73,11.0
T2M_MIN,2018,16.63,20.07,18.31,14.24,13.79,10.34,11.16,10.34,14.61,14.79,15.64,17.52,10.34
T2M_MIN,2019,16.86,16.51,16.55,14.89,12.75,11.32,9.95,11.02,11.42,18.06,20.19,18.93,9.95
T2M_MIN,2020,18.34,17.24,16.06,16.12,11.99,10.32,11.14,9.48,12.42,16.66,17.88,20.35,9.48
T2M_MIN,2021,20.16,20.12,14.99,14.33,10.78,11.59,9.94,10.86,12.89,15.4,16.86,19.84,9.94
T2M_MIN,2022,17.22,19.0,15.77,15.32,11.93,11.35,10.22,12.12,11.22,18.31,17.48,17.57,10.22
T2M_MIN,2023,19.66,19.81,17.05,15.22,13.6,11.34,10.56,12.15,15.86,15.67,15.35,16.74,10.56
T2M_MIN,2024,17.27,17.97,18.04,14.53,13.0,11.11,10.37,12.38,11.62,12.89,18.23,14.99,10.37
T2M_MIN,2025,20.14,19.86,16.61,16.39,12.81,11.07,9.47,9.31,13.92,14.76,17.96,19.0,9.31
