-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -15.7443   Longitude 35.2023 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 663.97 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,1993,80.98,82.35,79.54,74.31,62.79,64.23,62.23,52.59,43.64,46.51,59.24,64.26,64.29
RH2M,1994,75.48,77.84,71.67,66.59,55.93,59.89,58.81,55.02,45.89,50.41,42.53,67.85,60.59
RH2M,1995,82.51,80.46,77.72,70.86,69.07,63.91,59.18,53.68,42.05,37.75,51.9,74.45,63.56
RH2M,1996,82.11,86.61,87.08,83.33,79.97,74.6,70.09,60.8,50.01,42.02,43.27,75.13,69.57
RH2M,1997,84.43,89.76,87.03,84.8,79.97,77.29,75.3,62.1,56.91,59.11,53.17,75.68,73.73
RH2M,1998,82.82,76.24,73.04,60.21,49.72,53.73,55.54,61.86,44.98,46.06,55.23,75.78,61.23
RH2M,1999,86.75,88.03,88.11,86.61,81.1,78.14,75.33,68.51,56.76,52.62,64.05,63.19,74.02
RH2M,2000,72.5,79.56,80.3,77.48,67.01,67.85,65.8,57.21,43.21,46.71,70.23,76.6,67.0
RH2M,2001,77.91,86.54,85.96,80.72,74.8,65.32,61.22,57.29,47.46,42.56,51.26,71.72,66.8
RH2M,2002,81.95,82.26,81.04,76.8,65.36,67.34,58.15,55.77,54.29,47.88,53.12,63.99,65.56
RH2M,2003,81.63,81.57,84.68,80.33,70.96,72.25,69.36,56.26,49.0,43.35,50.84,71.99,67.62
RH2M,2004,75.01,83.29,84.22,83.85,79.67,74.82,67.16,56.42,51.99,51.43,61.73,80.03,70.76
RH2M,2005,82.96,75.92,75.14,64.73,62.86,63.66,63.85,47.3,46.17,49.42,52.27,72.07,62.99
RH2M,2006,84.64,83.87,87.39,82.5,71.24,70.6,64.46,53.66,49.54,44.85,57.3,69.61,68.21
RH2M,2007,85.88,84.43,83.36,81.45,74.09,69.17,65.71,54.58,45.06,46.66,56.09,78.2,68.66
RH2M,2008,84.84,81.08,84.8,77.03,70.85,67.62,63.32,56.2,45.33,41.67,48.49,74.26,66.28
RH2M,2009,81.82,82.08,84.21,79.57,70.84,62.84,68.91,55.78,45.83,44.31,55.0,70.28,66.73
RH2M,2010,65.7,83.32,83.06,77.17,68.62,73.55,72.84,67.1,49.8,41.05,50.27,82.55,67.85
RH2M,2011,85.6,84.63,84.67,83.0,75.35,66.22,62.7,59.49,47.66,52.67,62.28,64.9,69.02
RH2M,2012,83.08,82.77,81.01,78.97,67.21,67.38,58.7,52.64,44.95,41.87,50.4,75.66,65.35
RH2M,2013,86.82,87.55,86.39,81.14,77.18,73.5,70.82,59.79,47.32,54.9,46.74,65.34,69.73
RH2M,2014,84.61,86.66,82.67,78.3,69.49,65.76,63.49,53.3,51.26,41.98,50.63,67.45,66.19
RH2M,2015,88.39,86.82,86.04,81.14,76.74,74.29,71.01,59.59,50.59,45.12,50.26,66.92,69.66
RH2M,2016,74.96,76.04,82.15,78.02,70.21,65.92,67.56,55.48,42.92,38.73,50.7,74.13,64.73
RH2M,2017,84.91,84.43,86.13,84.88,79.5,76.93,71.49,63.69,50.9,43.63,58.09,79.53,71.95
RH2M,2018,80.55,86.51,86.47,84.89,80.59,74.49,79.09,67.53,57.31,52.98,58.52,79.59,74.0
RH2M,2019,85.91,85.3,87.69,85.36,80.98,79.21,70.25,65.9,54.02,51.71,61.52,79.54,73.9
RH2M,2020,86.04,87.12,82.89,81.36,73.31,74.76,72.2,60.01,51.67,47.75,43.93,77.33,69.85
RH2M,2021,83.37,84.83,86.57,84.53,77.58,77.76,74.3,62.45,56.66,48.13,54.05,60.09,70.77
RH2M,2022,86.67,87.14,87.19,86.15,79.62,83.55,78.55,70.8,61.55,47.93,61.66,79.53,75.8
RH2M,2023,85.07,88.45,88.53,84.48,76.84,72.39,73.97,68.9,55.5,51.62,65.65,69.37,73.32
RH2M,2024,84.02,80.37,85.25,84.0,79.17,76.92,62.61,61.47,55.42,55.46,64.18,61.98,70.86
RH2M,2025,82.71,86.11,86.44,84.63,84.74,79.65,74.21,65.47,55.46,49.2,66.49,80.51,74.57
T2M,1981,24.54,23.13,22.8,20.3,17.96,16.28,16.54,19.34,23.19,25.17,27.78,25.33,21.85
T2M,1982,23.81,23.04,22.45,21.18,18.21,17.7,17.21,19.27,21.83,24.46,25.5,25.19,21.64
T2M,1983,25.82,24.04,24.52,24.01,22.65,20.55,19.4,19.64,24.92,25.49,26.85,23.92,23.47
T2M,1984,23.39,22.71,22.35,20.78,19.36,16.84,17.24,18.42,23.75,26.7,24.09,24.14,21.64
T2M,1985,23.67,22.32,22.82,20.95,18.48,16.64,17.17,19.07,23.0,25.15,25.47,23.68,21.53
T2M,1986,22.77,22.94,22.44,21.58,18.9,16.02,16.7,18.97,22.68,25.67,24.79,24.13,21.46
T2M,1987,23.44,23.74,23.57,21.59,20.26,16.77,17.33,20.66,24.82,25.36,28.72,26.27,22.7
T2M,1988,25.11,23.57,23.25,22.89,19.11,18.53,18.92,20.08,24.23,26.85,24.44,24.76,22.64
T2M,1989,23.94,22.68,22.12,20.9,19.13,17.55,17.52,19.89,23.42,26.14,26.47,24.43,22.01
T2M,1990,23.61,23.49,23.14,23.86,21.37,19.91,19.46,20.6,22.68,26.81,27.76,26.38,23.25
T2M,1991,24.57,24.18,23.14,20.7,19.77,17.63,18.29,20.56,24.79,25.77,25.36,24.93,22.46
T2M,1992,24.69,26.07,25.4,24.8,23.43,20.22,18.66,20.05,24.55,27.22,27.15,25.53,23.97
T2M,1993,23.52,23.93,23.07,23.28,21.9,18.88,18.47,20.72,24.17,27.16,26.62,26.58,23.19
T2M,1994,24.9,23.06,23.77,23.23,21.09,19.1,18.74,20.53,23.96,25.26,28.57,25.37,23.13
T2M,1995,23.9,23.74,23.65,22.45,21.22,18.11,18.68,22.13,24.31,28.05,27.28,24.53,23.17
T2M,1996,23.6,23.35,22.19,20.4,19.84,17.13,16.82,19.56,24.27,26.64,29.17,24.73,22.3
T2M,1997,23.93,22.33,23.23,20.61,17.69,18.7,17.21,19.74,24.06,24.79,27.55,25.21,22.08
T2M,1998,25.13,24.77,25.85,24.12,22.64,19.92,19.61,20.3,24.33,27.1,27.37,24.85,23.82
T2M,1999,23.55,23.05,22.72,21.15,18.71,17.53,17.34,19.89,22.89,24.8,25.77,26.39,21.98
T2M,2000,25.66,24.52,23.97,22.67,20.72,19.56,18.39,19.94,24.86,26.39,25.31,24.7,23.05
T2M,2001,24.01,23.59,23.05,21.86,20.03,18.13,18.44,20.7,23.97,26.81,28.16,26.18,22.9
T2M,2002,23.68,23.16,23.42,21.99,20.56,18.63,20.71,21.9,23.86,27.09,26.43,26.35,23.15
T2M,2003,24.17,24.39,23.47,20.92,20.01,18.48,17.73,20.3,24.46,27.3,28.33,25.96,22.95
T2M,2004,25.36,23.36,23.45,21.96,18.9,17.61,18.01,21.33,23.9,26.57,26.41,24.13,22.58
T2M,2005,24.01,24.6,24.07,23.61,21.28,20.39,18.77,22.46,24.41,26.51,27.97,25.83,23.65
T2M,2006,23.88,24.05,23.35,21.58,20.04,18.38,18.52,21.2,22.94,27.76,27.1,26.47,22.93
T2M,2007,23.7,23.65,23.25,22.4,20.44,18.78,18.45,20.85,24.99,26.6,27.82,24.7,22.96
T2M,2008,23.93,22.88,21.97,20.58,20.13,17.79,18.6,20.7,24.62,27.92,28.85,25.29,22.77
T2M,2009,24.43,23.85,22.73,20.5,20.53,19.94,17.68,20.66,25.33,27.57,27.2,26.11,23.04
T2M,2010,26.82,24.21,23.54,23.84,21.51,18.56,18.17,18.88,23.3,28.24,28.59,23.89,23.29
T2M,2011,23.61,22.51,23.22,22.02,20.2,19.18,17.91,19.1,24.07,26.53,26.66,26.53,22.63
T2M,2012,23.66,24.06,23.44,20.7,20.31,19.07,18.45,22.75,25.77,28.14,27.79,24.77,23.24
T2M,2013,23.74,22.98,22.41,20.61,18.76,17.69,17.27,20.26,24.81,25.7,28.75,26.33,22.43
T2M,2014,23.97,23.26,23.48,21.94,20.8,19.4,19.36,21.66,23.57,27.0,27.63,26.17,23.19
T2M,2015,23.09,22.95,22.6,21.38,19.53,18.04,18.73,20.75,24.46,27.57,27.49,26.93,22.79
T2M,2016,25.34,25.49,24.73,22.67,19.59,18.68,18.6,21.29,25.17,28.33,28.52,25.72,23.67
T2M,2017,24.15,23.94,22.42,21.22,20.14,18.46,17.95,20.03,23.88,27.87,26.85,24.38,22.6
T2M,2018,23.35,23.9,23.52,21.48,20.2,17.89,17.18,19.78,24.22,24.76,26.15,24.86,22.26
T2M,2019,23.98,23.67,22.81,21.77,19.04,17.74,17.81,20.72,22.99,27.53,27.73,25.19,22.57
T2M,2020,23.94,23.91,22.69,21.97,19.68,18.12,17.54,20.85,23.98,27.28,29.37,25.45,22.89
T2M,2021,24.62,24.32,22.69,20.55,18.33,17.77,17.46,20.32,23.6,26.85,28.09,27.93,22.7
T2M,2022,23.37,23.32,22.56,22.48,19.19,16.92,17.22,19.62,22.3,26.44,26.67,24.27,22.02
T2M,2023,23.62,23.87,22.6,21.45,19.64,19.05,17.8,20.04,24.96,27.92,26.14,26.89,22.82
T2M,2024,23.75,24.54,23.85,21.86,19.64,18.14,18.77,20.87,23.46,25.22,27.11,27.65,22.9
T2M,2025,24.86,24.56,22.82,22.63,19.76,18.23,17.1,18.85,24.04,26.14,25.82,24.3,22.41
T2M_MAX,1981,31.41,28.73,28.87,28.49,27.18,26.8,27.29,33.09,35.99,37.86,40.33,36.76,40.33
T2M_MAX,1982,30.22,29.62,30.52,28.01,27.36,26.39,27.57,31.36,32.21,36.66,37.16,36.35,37.16
T2M_MAX,1983,34.07,32.56,32.39,34.97,33.54,30.85,29.61,33.38,36.77,36.74,37.99,33.22,37.99
T2M_MAX,1984,30.4,28.74,28.4,27.95,27.06,25.19,26.04,29.46,34.76,37.25,36.83,33.85,37.25
T2M_MAX,1985,31.09,28.34,29.28,27.52,27.55,24.93,28.32,28.26,33.56,36.31,38.07,30.33,38.07
T2M_MAX,1986,29.56,29.72,29.54,28.21,26.6,26.46,28.19,30.4,34.88,37.06,35.02,32.76,37.06
T2M_MAX,1987,29.74,29.79,29.84,30.43,29.63,30.29,29.65,32.93,36.09,37.2,39.23,36.03,39.23
T2M_MAX,1988,33.26,29.83,29.56,30.11,28.51,28.26,29.74,34.47,37.62,37.76,37.48,35.54,37.76
T2M_MAX,1989,32.53,29.16,29.59,28.23,26.07,26.14,27.81,32.45,37.62,36.79,38.64,33.67,38.64
T2M_MAX,1990,30.01,30.57,30.64,32.75,30.97,31.76,29.77,33.82,36.36,39.13,39.76,37.36,39.76
T2M_MAX,1991,31.38,31.5,30.81,30.29,28.7,29.35,30.05,33.18,35.87,36.81,36.67,37.29,37.29
T2M_MAX,1992,33.26,39.1,35.36,34.01,34.43,31.68,29.84,33.12,36.25,38.34,38.2,36.1,39.1
T2M_MAX,1993,32.02,30.83,31.11,31.97,31.99,30.84,28.91,33.48,35.89,36.88,38.22,37.07,38.22
T2M_MAX,1994,35.08,31.24,33.58,34.32,32.26,32.51,31.71,34.49,38.19,37.58,40.16,36.34,40.16
T2M_MAX,1995,31.97,30.43,32.29,34.0,32.45,29.67,30.86,35.23,36.04,38.53,38.31,34.36,38.53
T2M_MAX,1996,30.73,29.44,28.91,29.12,27.47,26.76,26.92,31.97,36.48,37.76,39.26,35.28,39.26
T2M_MAX,1997,30.46,28.05,28.9,28.22,27.72,27.07,27.62,31.87,37.16,36.25,40.44,34.22,40.44
T2M_MAX,1998,31.5,34.09,35.74,35.76,37.71,33.14,30.92,33.44,35.99,37.41,38.28,34.18,38.28
T2M_MAX,1999,29.95,30.03,28.61,28.1,27.76,27.46,27.12,30.63,35.33,38.39,34.73,36.9,38.39
T2M_MAX,2000,37.49,32.05,31.22,31.37,31.07,28.14,30.51,32.09,35.16,37.92,35.95,32.34,37.92
T2M_MAX,2001,32.56,29.92,29.37,29.35,29.99,27.77,30.68,33.76,36.24,37.84,38.26,37.08,38.26
T2M_MAX,2002,30.37,30.48,30.4,29.73,31.8,31.04,31.08,32.4,37.53,37.93,38.91,36.43,38.91
T2M_MAX,2003,30.8,30.97,30.86,29.27,30.49,29.57,28.57,33.79,35.59,39.36,38.97,35.06,39.36
T2M_MAX,2004,35.38,30.97,29.71,29.03,28.17,27.39,29.94,32.95,37.82,39.02,37.62,32.5,39.02
T2M_MAX,2005,30.49,34.07,33.91,34.02,31.93,31.41,30.34,34.7,38.01,39.03,39.29,35.75,39.29
T2M_MAX,2006,30.29,30.44,30.26,29.15,31.14,30.34,29.1,33.49,37.58,39.17,40.15,36.22,40.15
T2M_MAX,2007,30.47,31.05,30.75,31.53,32.17,31.29,32.39,34.93,38.88,36.76,39.3,33.51,39.3
T2M_MAX,2008,29.92,29.72,29.32,30.46,31.33,27.8,31.72,34.84,36.79,38.4,39.95,35.11,39.95
T2M_MAX,2009,31.3,30.05,29.79,29.98,30.42,30.79,29.77,32.12,36.07,37.69,39.48,37.37,39.48
T2M_MAX,2010,37.02,31.26,30.65,31.73,31.99,28.82,28.87,30.19,35.04,39.33,39.13,31.86,39.33
T2M_MAX,2011,29.29,28.8,28.85,29.69,29.97,30.07,30.09,30.38,35.37,40.91,41.48,38.54,41.48
T2M_MAX,2012,30.64,30.78,30.74,29.79,29.67,30.32,30.12,34.02,37.59,39.49,39.71,36.66,39.71
T2M_MAX,2013,30.61,29.64,29.44,28.88,27.14,26.81,29.1,34.63,37.94,39.23,40.18,38.82,40.18
T2M_MAX,2014,29.85,30.27,29.75,30.27,30.88,30.59,30.56,35.54,36.27,40.06,38.42,38.99,40.06
T2M_MAX,2015,29.12,29.64,28.81,29.24,27.58,26.5,30.84,31.45,36.63,37.61,40.82,38.61,40.82
T2M_MAX,2016,36.51,34.1,31.44,30.21,28.72,28.27,31.63,34.46,35.75,39.46,40.14,38.69,40.14
T2M_MAX,2017,31.23,29.73,29.88,28.22,28.17,26.96,28.54,31.55,36.22,39.93,40.04,34.45,40.04
T2M_MAX,2018,32.03,30.14,29.9,28.73,27.92,26.7,26.63,30.23,35.08,37.75,38.92,34.63,38.92
T2M_MAX,2019,29.51,30.77,30.29,29.35,27.03,26.27,28.11,32.22,35.69,40.59,39.12,32.99,40.59
T2M_MAX,2020,31.34,30.75,30.5,29.29,30.4,28.56,28.97,34.25,36.79,37.22,41.1,34.18,41.1
T2M_MAX,2021,31.4,30.43,28.66,27.84,27.95,26.49,28.02,32.78,35.84,38.99,40.45,38.15,40.45
T2M_MAX,2022,29.53,30.29,29.83,29.24,27.22,26.35,25.69,30.33,33.94,37.9,36.13,34.81,37.9
T2M_MAX,2023,29.99,30.31,29.64,28.27,27.66,28.26,29.25,32.53,35.59,39.94,37.58,37.82,39.94
T2M_MAX,2024,30.34,32.76,30.05,30.51,27.95,30.31,30.1,32.1,36.85,39.1,38.85,37.37,39.1
T2M_MAX,2025,32.76,30.01,29.19,29.89,28.77,27.43,25.65,31.0,36.82,39.25,38.6,32.91,39.25
T2M_MIN,1981,17.94,17.23,15.99,13.06,11.27,7.72,8.11,8.94,10.3,13.46,17.07,14.08,7.72
T2M_MIN,1982,16.58,16.07,15.3,12.34,10.08,9.94,8.0,9.95,11.59,13.11,14.07,16.55,8.0
T2M_MIN,1983,18.79,16.71,16.63,15.71,13.93,11.87,8.99,9.84,13.57,14.18,17.49,17.53,8.99
T2M_MIN,1984,16.27,15.17,15.3,12.2,11.69,8.71,9.62,9.84,12.27,16.4,15.38,18.09,8.71
T2M_MIN,1985,17.99,16.8,14.96,12.88,11.41,7.85,7.88,9.27,14.1,15.93,16.1,17.65,7.85
T2M_MIN,1986,18.25,16.17,17.1,15.14,10.05,8.38,8.82,9.32,10.45,14.94,15.8,15.63,8.38
T2M_MIN,1987,15.69,17.66,15.85,12.75,11.93,8.65,8.61,11.17,14.62,13.73,16.38,19.9,8.61
T2M_MIN,1988,16.94,16.42,14.42,14.82,11.95,10.7,9.76,9.51,12.36,15.53,13.27,16.48,9.51
T2M_MIN,1989,17.76,15.58,15.83,13.83,11.89,9.25,9.69,9.69,11.39,14.05,16.32,17.15,9.25
T2M_MIN,1990,18.26,15.6,16.08,15.2,11.86,10.87,9.5,10.03,10.35,13.97,15.04,17.98,9.5
T2M_MIN,1991,17.57,17.68,15.91,13.17,11.39,8.38,9.43,10.49,12.43,10.68,14.75,17.8,8.38
T2M_MIN,1992,16.9,17.58,17.36,15.61,13.68,11.99,10.11,8.15,13.05,14.07,13.85,17.95,8.15
T2M_MIN,1993,15.7,19.0,15.36,14.37,12.97,10.25,9.68,10.26,12.5,16.43,17.72,17.37,9.68
T2M_MIN,1994,16.61,16.61,15.28,13.23,11.23,10.68,9.45,9.77,12.1,13.43,16.74,14.36,9.45
T2M_MIN,1995,17.81,16.75,16.5,11.76,11.61,8.77,9.14,11.97,11.96,18.51,16.41,16.46,8.77
T2M_MIN,1996,16.67,18.31,14.79,12.97,12.45,9.55,8.83,8.61,13.3,14.8,18.96,18.03,8.61
T2M_MIN,1997,19.44,17.51,16.55,13.15,10.44,10.15,9.04,11.01,14.34,13.76,15.61,17.24,9.04
T2M_MIN,1998,20.2,17.25,17.5,13.77,12.28,10.77,10.05,11.74,12.73,16.92,19.35,17.17,10.05
T2M_MIN,1999,19.46,18.47,17.8,15.68,11.54,8.06,10.04,11.29,11.93,13.66,17.37,16.97,8.06
T2M_MIN,2000,19.12,18.38,18.61,16.3,10.64,10.03,9.6,10.64,15.3,15.93,18.67,18.0,9.6
T2M_MIN,2001,17.04,19.58,16.39,14.49,12.58,10.32,9.17,10.31,11.72,13.92,20.13,20.48,9.17
T2M_MIN,2002,17.2,16.23,15.7,13.61,11.59,10.28,10.38,11.24,12.85,15.35,15.06,16.56,10.28
T2M_MIN,2003,15.91,19.07,16.43,13.33,12.38,11.1,8.93,10.42,12.66,17.08,18.66,18.94,8.93
T2M_MIN,2004,18.86,16.14,17.92,14.95,12.02,10.01,9.94,11.48,13.58,13.2,14.43,17.03,9.94
T2M_MIN,2005,18.55,16.49,17.01,13.54,12.15,12.16,10.29,12.24,13.26,15.2,17.06,19.04,10.29
T2M_MIN,2006,18.35,18.83,18.25,14.52,12.39,9.3,9.05,10.18,9.79,17.66,16.16,18.98,9.05
T2M_MIN,2007,17.04,18.3,16.02,13.01,11.42,10.54,10.52,9.79,14.31,17.55,18.68,19.24,9.79
T2M_MIN,2008,19.16,15.94,14.57,13.22,12.2,9.17,9.97,10.78,11.83,15.86,18.05,19.81,9.17
T2M_MIN,2009,18.0,17.42,13.61,12.74,11.52,9.42,9.8,10.38,11.92,16.05,16.14,17.76,9.42
T2M_MIN,2010,19.0,17.4,16.66,15.82,13.91,10.54,11.24,9.34,11.87,17.57,19.83,18.42,9.34
T2M_MIN,2011,17.66,16.47,16.87,14.2,12.74,8.43,9.19,10.32,12.29,12.2,17.21,17.2,8.43
T2M_MIN,2012,18.29,17.75,16.33,12.96,12.19,9.52,8.94,11.28,14.94,17.93,13.69,18.17,8.94
T2M_MIN,2013,18.81,16.87,15.62,13.18,11.35,10.25,10.05,10.7,12.33,13.74,18.8,18.6,10.05
T2M_MIN,2014,18.47,17.51,16.88,15.07,12.21,11.51,10.23,11.64,10.65,12.41,15.81,16.43,10.23
T2M_MIN,2015,16.69,16.26,15.36,13.86,11.44,10.22,10.2,9.95,11.21,16.83,13.42,18.81,9.95
T2M_MIN,2016,17.86,18.09,15.88,14.85,11.29,9.89,8.94,11.36,14.47,15.18,20.66,19.82,8.94
T2M_MIN,2017,19.74,17.82,14.97,14.17,13.47,10.78,9.65,11.01,11.72,15.18,17.24,16.61,9.65
T2M_MIN,2018,16.06,19.46,17.87,13.88,12.43,8.56,9.95,9.96,14.51,13.17,15.18,17.67,8.56
T2M_MIN,2019,16.53,16.11,15.64,13.77,11.77,10.25,9.39,10.08,10.91,16.36,19.87,18.41,9.39
T2M_MIN,2020,17.67,16.46,15.34,15.31,10.0,8.58,9.42,9.12,11.96,16.8,17.52,19.31,8.58
T2M_MIN,2021,19.36,19.52,15.42,13.59,10.09,10.69,8.41,10.42,12.21,15.46,16.39,19.41,8.41
T2M_MIN,2022,15.61,18.5,15.07,14.52,10.82,9.89,10.3,10.7,10.48,15.94,16.67,17.14,9.89
T2M_MIN,2023,18.97,19.41,16.48,15.05,11.85,9.85,9.68,10.49,14.27,15.78,15.53,16.35,9.68
T2M_MIN,2024,15.45,17.16,17.17,12.79,12.0,9.78,9.3,11.14,10.74,12.56,18.54,14.85,9.3
T2M_MIN,2025,20.04,19.01,16.56,15.86,12.29,10.04,9.29,8.73,13.1,13.94,17.96,18.77,8.73
