-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -13.9774   Longitude 33.0721 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1062.08 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M,2014,21.69,21.41,21.41,20.0,18.12,16.62,16.79,19.5,22.06,25.51,27.03,24.65,21.23
T2M,2015,21.56,21.5,21.26,20.23,18.78,17.46,18.06,20.21,23.67,26.3,26.58,25.46,21.76
T2M,2016,23.59,23.63,23.57,22.02,19.0,17.7,18.14,20.43,23.52,26.58,27.11,24.14,22.44
T2M,2017,22.04,21.91,20.87,20.08,19.0,17.01,16.87,19.28,22.71,26.5,25.57,23.14,21.24
T2M,2018,23.1,22.35,21.7,20.18,19.32,16.81,16.69,19.9,23.86,24.06,25.08,22.57,21.29
T2M,2019,22.06,21.82,21.45,20.51,17.74,15.7,16.27,19.56,22.23,25.08,26.6,23.32,21.02
T2M,2020,22.44,22.46,21.38,20.4,17.97,16.57,16.21,19.6,22.8,26.02,26.43,22.82,21.25
T2M,2021,22.1,22.08,21.08,19.02,16.35,15.87,15.61,18.56,22.15,25.47,27.03,26.46,20.97
T2M,2022,21.66,21.52,21.56,20.75,17.6,15.4,15.87,18.41,21.03,24.94,25.24,22.32,20.52
T2M,2023,21.66,21.72,21.29,20.05,17.53,17.06,16.02,18.64,23.49,25.99,26.41,25.01,21.23
T2M,2024,22.08,23.34,22.3,20.74,18.64,17.28,18.08,20.09,23.23,24.73,25.91,24.88,21.77
T2M,2025,22.67,22.5,21.58,21.25,18.81,17.79,16.57,18.71,23.84,25.77,24.19,22.65,21.35
T2M_MAX,1981,29.51,27.62,28.1,27.3,25.15,25.26,25.9,32.12,34.45,35.82,37.58,34.19,37.58
T2M_MAX,1982,28.4,27.88,28.8,27.06,26.54,24.62,25.77,28.54,31.57,34.61,35.3,30.67,35.3
T2M_MAX,1983,30.71,30.39,29.12,30.47,29.99,28.47,28.14,31.91,35.74,36.28,37.96,29.33,37.96
T2M_MAX,1984,28.14,27.61,27.35,27.17,26.54,24.35,25.26,29.74,34.7,34.8,34.96,32.79,34.96
T2M_MAX,1985,27.66,27.14,27.14,26.21,25.74,23.54,26.14,26.06,31.5,33.52,36.95,29.82,36.95
T2M_MAX,1986,28.03,27.58,28.22,27.21,25.59,25.15,27.09,30.04,33.7,35.92,32.81,30.02,35.92
T2M_MAX,1987,28.76,28.41,29.17,29.29,28.68,28.26,28.74,31.03,34.71,34.57,36.72,34.51,36.72
T2M_MAX,1988,30.0,28.63,27.82,27.84,25.7,25.44,27.09,32.16,36.01,35.9,35.23,33.39,36.01
T2M_MAX,1989,31.25,27.49,27.56,26.86,24.86,23.93,25.4,30.7,35.42,34.68,37.29,31.94,37.29
T2M_MAX,1990,28.74,28.85,28.31,28.32,27.78,29.51,27.89,31.34,34.39,37.36,37.32,33.84,37.36
T2M_MAX,1991,29.73,29.7,29.89,28.61,29.53,28.96,29.19,32.15,34.18,35.32,34.38,33.95,35.32
T2M_MAX,1992,33.81,37.44,33.05,32.17,31.61,30.24,28.78,31.92,33.52,36.33,35.71,34.53,37.44
T2M_MAX,1993,29.52,28.15,28.04,27.69,26.81,25.31,25.1,29.61,34.32,35.11,36.93,34.95,36.93
T2M_MAX,1994,34.11,28.78,29.6,31.33,30.3,30.26,30.74,31.61,36.88,36.61,38.43,34.67,38.43
T2M_MAX,1995,29.38,30.9,29.66,31.92,30.91,28.5,28.98,33.09,34.88,37.01,37.14,35.21,37.14
T2M_MAX,1996,29.66,28.42,27.62,27.63,26.22,25.31,26.03,31.56,36.59,35.7,36.94,34.79,36.94
T2M_MAX,1997,28.75,26.32,27.65,26.78,26.51,26.23,27.36,31.27,36.06,34.46,37.76,32.2,37.76
T2M_MAX,1998,29.55,34.73,33.21,34.38,34.95,30.92,29.76,33.61,35.51,36.69,36.79,34.08,36.79
T2M_MAX,1999,29.26,28.66,27.61,27.02,26.33,25.83,25.69,29.93,33.57,36.42,33.35,34.54,36.42
T2M_MAX,2000,34.97,29.07,27.54,29.53,29.57,27.58,29.0,30.94,33.86,35.74,33.31,30.4,35.74
T2M_MAX,2001,29.51,27.6,27.48,27.9,28.05,26.94,29.37,33.51,35.23,36.15,35.89,35.16,36.15
T2M_MAX,2002,29.38,29.03,30.87,29.97,30.6,30.51,30.19,31.07,36.67,35.9,36.81,35.75,36.81
T2M_MAX,2003,31.64,28.89,28.98,27.9,29.82,28.58,28.51,32.84,32.98,37.19,36.86,31.58,37.19
T2M_MAX,2004,32.76,28.9,28.54,28.69,27.64,27.81,29.97,32.12,36.99,37.13,34.09,29.21,37.13
T2M_MAX,2005,28.32,31.36,31.9,32.54,31.1,30.22,29.23,33.03,35.97,37.18,36.45,33.37,37.18
T2M_MAX,2006,28.54,28.8,28.35,27.06,28.97,28.19,27.91,32.13,35.47,36.87,37.31,33.26,37.31
T2M_MAX,2007,28.3,28.28,28.94,30.02,30.27,29.83,30.88,33.01,36.95,34.94,36.84,32.76,36.95
T2M_MAX,2008,27.92,28.71,27.35,29.24,30.62,27.67,30.1,32.95,35.45,36.62,37.4,31.79,37.4
T2M_MAX,2009,28.45,27.45,27.92,26.77,27.01,27.67,28.14,30.38,34.92,34.81,36.22,33.76,36.22
T2M_MAX,2010,33.28,29.24,29.0,31.6,31.01,28.88,29.18,30.48,33.77,37.75,37.02,29.52,37.75
T2M_MAX,2011,28.23,27.78,27.52,28.43,28.48,29.04,29.53,30.73,33.92,38.83,38.87,37.46,38.87
T2M_MAX,2012,28.43,29.04,28.69,28.37,28.45,29.16,28.51,32.78,35.51,37.41,37.11,34.19,37.41
T2M_MAX,2013,28.59,28.13,28.5,29.4,29.39,28.32,29.52,33.11,37.33,37.19,37.82,36.2,37.82
T2M_MAX,2014,28.02,27.68,27.19,27.87,26.57,26.87,28.13,32.49,34.3,36.98,38.5,36.6,38.5
T2M_MAX,2015,27.87,28.11,28.04,28.24,27.88,29.09,30.98,31.96,35.31,35.86,38.37,38.99,38.99
T2M_MAX,2016,35.19,31.39,33.34,31.85,30.46,28.61,31.38,33.35,34.69,37.36,37.77,35.34,37.77
T2M_MAX,2017,30.76,27.98,28.0,27.34,27.09,26.54,28.13,32.02,34.73,39.36,36.17,33.83,39.36
T2M_MAX,2018,33.45,30.89,28.2,28.0,27.42,27.37,28.16,31.72,34.32,36.22,37.17,31.21,37.17
T2M_MAX,2019,29.02,29.14,28.13,27.8,26.94,24.69,26.85,31.84,34.64,38.47,37.86,31.28,38.47
T2M_MAX,2020,29.32,29.73,28.94,28.01,27.1,26.44,28.7,33.29,35.98,36.91,37.23,30.31,37.23
T2M_MAX,2021,28.59,28.51,27.01,26.75,27.01,24.75,26.54,31.22,34.31,37.23,37.74,36.55,37.74
T2M_MAX,2022,28.12,28.04,28.45,27.16,26.2,25.28,24.67,29.26,32.42,36.43,35.18,32.58,36.43
T2M_MAX,2023,28.39,28.36,27.86,27.65,26.02,26.07,27.8,31.36,34.26,38.69,36.57,34.91,38.69
T2M_MAX,2024,30.22,31.77,29.38,29.29,27.77,29.92,30.38,31.99,36.4,36.95,36.8,36.16,36.95
T2M_MAX,2025,31.22,28.47,28.02,28.95,28.09,28.65,26.92,31.32,36.45,36.87,36.59,31.89,36.87
T2M_MIN,1981,15.12,14.28,15.1,9.35,7.88,4.57,6.14,6.77,8.45,13.22,15.57,12.59,4.57
T2M_MIN,1982,13.03,13.3,13.94,11.64,7.31,6.88,5.44,8.18,10.4,13.24,14.03,14.15,5.44
T2M_MIN,1983,16.98,15.1,11.79,12.42,13.03,9.14,6.96,7.28,12.06,12.93,17.92,16.51,6.96
T2M_MIN,1984,15.2,15.18,13.13,8.54,8.81,6.68,7.46,7.52,10.21,15.43,14.66,15.91,6.68
T2M_MIN,1985,14.64,13.53,14.99,10.24,7.89,6.63,3.67,6.11,11.37,13.42,15.62,14.53,3.67
T2M_MIN,1986,16.25,15.16,14.09,13.08,9.1,5.37,6.5,7.62,9.52,13.41,14.04,14.76,5.37
T2M_MIN,1987,13.14,15.71,13.85,10.63,9.14,6.03,6.03,9.0,13.37,12.04,16.4,17.83,6.03
T2M_MIN,1988,15.94,15.12,11.97,12.67,8.83,8.73,6.52,7.15,11.06,14.14,12.57,15.01,6.52
T2M_MIN,1989,15.58,14.43,14.38,9.8,9.48,6.85,6.41,8.32,9.91,13.83,15.01,14.19,6.41
T2M_MIN,1990,15.55,14.08,12.12,12.72,9.02,8.66,7.71,8.0,8.97,13.26,14.12,15.92,7.71
T2M_MIN,1991,16.73,16.15,14.12,11.27,9.34,7.51,6.31,7.97,11.31,12.08,14.37,15.01,6.31
T2M_MIN,1992,15.79,14.37,16.19,12.98,12.92,10.19,7.98,7.24,12.08,13.14,11.74,14.78,7.24
T2M_MIN,1993,15.38,16.91,14.24,12.8,8.64,6.31,6.7,7.27,9.84,14.22,17.01,16.84,6.31
T2M_MIN,1994,15.74,13.48,11.98,10.83,8.35,8.01,6.61,8.59,12.11,11.92,15.79,12.66,6.61
T2M_MIN,1995,15.37,13.3,12.86,9.96,8.5,6.89,7.34,11.23,10.92,16.67,15.24,15.76,6.89
T2M_MIN,1996,16.3,16.13,11.58,9.57,10.67,6.7,5.68,7.64,12.43,13.81,18.71,17.22,5.68
T2M_MIN,1997,16.83,15.67,15.91,10.17,8.65,8.96,7.74,8.43,13.98,13.29,14.33,16.93,7.74
T2M_MIN,1998,18.01,15.38,16.27,12.13,9.75,8.43,8.33,10.87,13.03,15.73,17.52,16.91,8.33
T2M_MIN,1999,16.52,16.17,15.9,12.02,9.35,5.73,7.35,9.97,9.76,11.47,15.93,14.74,5.73
T2M_MIN,2000,16.83,16.11,16.28,14.08,9.73,8.75,8.18,8.83,13.57,15.19,16.58,16.61,8.18
T2M_MIN,2001,15.93,17.28,15.04,11.07,9.3,7.77,5.94,8.48,10.85,13.35,17.42,18.08,5.94
T2M_MIN,2002,14.61,13.91,13.48,11.49,8.71,6.67,9.03,9.27,10.83,15.37,15.05,15.86,6.67
T2M_MIN,2003,14.13,16.2,14.37,10.48,9.98,8.82,7.44,8.12,10.52,15.61,18.41,17.0,7.44
T2M_MIN,2004,16.17,13.52,16.31,12.66,8.67,7.74,7.9,9.91,12.75,12.82,14.5,16.23,7.74
T2M_MIN,2005,17.04,13.49,14.26,11.27,9.14,8.63,7.49,10.52,11.04,14.93,15.7,17.31,7.49
T2M_MIN,2006,17.48,15.97,16.04,10.82,9.22,6.08,7.01,7.0,8.69,16.97,16.17,16.86,6.08
T2M_MIN,2007,16.68,15.57,13.35,12.43,10.04,7.46,7.92,8.41,12.87,16.19,17.27,17.71,7.46
T2M_MIN,2008,17.15,11.71,10.9,10.03,9.65,7.2,6.87,8.96,9.55,15.18,17.47,16.47,6.87
T2M_MIN,2009,16.41,15.9,10.83,10.03,8.18,7.94,7.35,8.64,9.42,15.83,15.57,16.57,7.35
T2M_MIN,2010,16.13,15.5,16.08,14.52,11.19,8.42,7.68,7.44,11.5,15.12,16.3,16.23,7.44
T2M_MIN,2011,16.31,13.52,14.01,11.32,9.71,7.77,6.71,7.97,10.56,12.03,16.67,15.39,6.71
T2M_MIN,2012,15.99,16.57,13.0,10.27,9.37,8.27,5.85,10.08,13.0,16.6,13.79,16.22,5.85
T2M_MIN,2013,15.64,15.74,13.59,10.17,9.72,8.29,8.01,9.35,10.68,12.15,16.57,17.09,8.01
T2M_MIN,2014,15.94,14.94,14.57,13.13,9.24,7.43,6.64,8.89,9.29,12.78,16.0,17.3,6.64
T2M_MIN,2015,14.77,15.34,12.04,11.63,9.52,8.61,7.97,8.51,10.22,15.89,12.8,16.53,7.97
T2M_MIN,2016,16.56,15.87,14.59,12.82,9.94,8.87,8.79,9.4,12.49,16.18,19.58,17.98,8.79
T2M_MIN,2017,17.5,16.78,11.83,11.99,11.34,8.2,8.51,9.43,10.68,13.97,16.93,14.28,8.2
T2M_MIN,2018,14.23,17.3,15.35,10.91,10.86,5.84,8.4,8.96,13.52,11.48,14.45,17.05,5.84
T2M_MIN,2019,17.14,14.13,13.05,12.79,8.21,7.61,6.33,9.27,9.15,13.81,19.0,17.54,6.33
T2M_MIN,2020,16.5,15.72,14.23,12.55,8.09,7.76,7.62,6.08,11.0,15.22,16.89,17.56,6.08
T2M_MIN,2021,16.89,15.58,15.63,10.98,7.26,7.6,7.47,7.41,11.95,14.77,16.83,18.9,7.26
T2M_MIN,2022,14.65,16.04,13.8,13.27,9.68,7.33,7.91,9.72,9.5,14.56,16.64,16.58,7.33
T2M_MIN,2023,16.52,16.24,14.99,10.8,9.81,7.08,7.07,9.03,12.76,15.63,14.95,15.86,7.07
T2M_MIN,2024,13.66,15.88,15.32,11.45,8.96,7.15,6.12,9.34,9.83,11.51,17.24,14.37,6.12
T2M_MIN,2025,17.6,16.74,13.37,14.3,9.49,7.31,8.15,6.78,12.13,12.97,16.62,15.44,6.78
