-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -11.8071   Longitude 33.7754 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1197.93 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,1996,86.4,88.34,89.06,85.55,85.88,80.67,76.18,69.36,66.23,62.97,56.17,80.61,77.28
RH2M,1997,84.85,87.45,87.05,87.53,82.07,83.36,79.08,71.77,68.0,66.2,65.91,82.55,78.78
RH2M,1998,86.16,80.48,83.45,79.39,65.54,64.68,65.61,65.91,62.26,60.22,60.19,71.86,70.44
RH2M,1999,85.32,85.12,89.07,87.69,84.67,80.79,80.59,76.48,68.99,64.8,71.77,69.68,78.71
RH2M,2000,79.1,81.89,87.76,84.26,76.14,74.83,70.49,67.6,60.2,56.43,75.57,82.55,74.71
RH2M,2001,85.35,86.48,88.05,82.93,78.69,74.42,69.31,67.74,58.06,59.85,58.15,70.67,73.25
RH2M,2002,85.41,85.28,85.61,84.16,75.43,76.76,72.39,70.7,64.74,56.51,71.49,79.36,75.59
RH2M,2003,82.0,85.48,85.82,83.52,78.01,75.84,75.95,64.32,66.94,58.45,62.96,83.95,75.22
RH2M,2004,85.37,84.41,85.78,86.22,82.14,80.03,74.47,68.91,62.99,60.44,71.84,86.61,77.42
RH2M,2005,86.64,84.8,83.07,80.45,76.43,75.37,72.21,66.27,61.84,56.67,57.1,73.8,72.84
RH2M,2006,83.42,84.26,88.45,87.08,82.25,79.55,78.64,70.12,67.06,62.51,70.96,85.12,78.26
RH2M,2007,86.99,86.88,86.49,85.57,82.35,79.23,77.75,71.77,64.8,70.16,66.27,84.89,78.58
RH2M,2008,87.37,85.36,86.93,85.51,82.53,78.52,74.56,72.87,61.12,60.79,68.79,84.37,77.39
RH2M,2009,83.98,88.09,89.53,85.84,80.46,78.1,77.12,71.37,64.71,61.75,76.3,80.5,78.09
RH2M,2010,85.15,87.96,88.31,85.59,83.35,81.29,77.9,72.01,65.08,57.06,61.3,83.62,77.34
RH2M,2011,84.88,87.41,88.23,87.5,84.61,80.4,74.55,72.0,67.24,63.98,69.64,78.27,78.17
RH2M,2012,85.99,84.31,87.89,84.91,81.57,79.18,71.69,71.14,63.48,60.5,68.83,80.96,76.69
RH2M,2013,86.62,86.19,86.52,83.89,81.21,75.25,75.22,67.42,59.15,61.25,61.79,79.47,75.3
RH2M,2014,87.26,88.13,88.9,87.64,82.03,79.4,77.84,72.01,67.7,64.45,63.93,78.41,78.1
RH2M,2015,86.97,86.03,85.95,84.87,80.25,77.98,74.76,68.07,62.32,60.22,67.82,80.32,76.25
RH2M,2016,85.77,85.31,85.69,85.76,82.17,78.63,77.34,70.72,65.29,58.41,60.44,77.66,76.09
RH2M,2017,86.08,87.8,87.97,87.42,83.43,80.6,75.7,73.32,63.59,59.63,67.62,83.52,78.01
RH2M,2018,84.76,87.74,89.16,86.21,84.27,80.89,78.0,74.11,69.71,68.7,67.97,84.9,79.67
RH2M,2019,87.07,88.39,87.84,86.44,83.88,79.92,74.83,70.46,65.74,65.62,67.37,84.57,78.47
RH2M,2020,88.23,88.64,89.35,85.15,83.19,82.02,80.15,73.44,68.56,67.69,68.71,82.37,79.78
RH2M,2021,88.03,88.08,90.21,87.11,80.85,81.99,79.9,76.61,73.38,67.78,61.68,66.76,78.48
RH2M,2022,88.42,88.99,89.85,88.67,83.43,83.13,81.68,77.51,69.78,61.96,66.59,83.09,80.22
RH2M,2023,86.67,87.58,88.76,88.62,83.01,78.77,78.91,74.91,68.82,63.79,67.66,80.19,78.94
RH2M,2024,87.29,86.28,87.74,86.93,83.7,80.69,68.24,70.45,65.99,66.7,66.07,70.3,76.67
RH2M,2025,83.14,84.22,86.71,86.02,86.58,82.67,78.69,71.33,64.03,60.27,75.11,80.03,78.2
T2M,1981,21.3,20.62,20.61,18.8,16.31,13.91,13.79,16.45,19.22,21.69,23.46,21.71,18.98
T2M,1982,21.0,20.51,20.41,19.58,16.76,15.72,14.85,16.33,18.53,21.26,21.73,21.23,18.98
T2M,1983,21.01,21.15,21.04,19.92,18.72,16.82,15.69,16.19,19.11,20.97,23.13,21.15,19.56
T2M,1984,20.14,20.11,20.07,19.0,17.45,14.98,14.84,15.55,19.33,21.47,21.15,20.64,18.72
T2M,1985,20.87,19.91,20.18,18.96,16.88,14.72,14.5,15.52,19.11,20.45,21.02,20.7,18.56
T2M,1986,20.03,20.41,20.12,19.66,17.58,14.08,13.91,15.8,18.5,21.66,21.8,20.68,18.67
T2M,1987,20.45,20.77,20.9,19.19,18.03,14.42,14.46,16.92,19.54,21.05,23.43,22.39,19.29
T2M,1988,20.98,20.91,20.93,20.37,17.01,16.29,15.69,16.65,19.46,22.44,21.34,21.9,19.49
T2M,1989,20.22,20.21,19.96,19.02,17.55,15.19,14.73,15.96,18.72,21.39,22.1,21.49,18.87
T2M,1990,20.57,20.67,20.46,20.19,18.36,16.41,15.4,16.54,18.99,22.06,23.46,22.48,19.62
T2M,1991,20.82,21.04,20.65,18.86,17.81,14.87,15.29,16.83,19.51,21.87,22.73,21.19,19.28
T2M,1992,21.31,21.79,21.32,20.44,18.92,16.29,15.01,16.11,19.65,22.3,22.71,21.82,19.8
T2M,1993,20.77,20.5,20.03,20.12,17.7,14.59,14.17,16.04,18.58,21.65,22.81,23.05,19.16
T2M,1994,21.04,20.38,20.45,19.42,17.42,15.29,15.02,16.76,19.43,22.01,23.39,21.94,19.37
T2M,1995,21.0,20.76,20.45,19.47,17.91,14.78,15.16,17.73,19.71,22.34,23.14,21.67,19.5
T2M,1996,20.68,20.6,20.22,18.88,18.0,14.58,14.24,16.18,19.71,21.43,23.7,21.48,19.13
T2M,1997,20.95,20.23,20.97,19.25,16.54,16.57,14.8,16.83,19.97,21.73,23.58,21.87,19.43
T2M,1998,21.92,22.39,22.38,20.68,19.2,16.55,15.93,17.92,20.57,22.65,23.53,22.88,20.54
T2M,1999,20.65,21.11,20.3,19.33,17.37,15.48,15.06,17.22,19.29,20.82,21.96,22.53,19.25
T2M,2000,21.59,21.18,20.3,20.16,18.16,16.56,15.44,16.96,20.24,22.83,22.09,21.54,19.75
T2M,2001,20.59,20.74,20.4,20.0,17.82,15.4,15.8,17.63,20.39,22.55,23.97,23.44,19.89
T2M,2002,20.81,20.86,20.69,19.56,17.6,15.5,16.99,17.66,20.55,23.34,22.35,21.99,19.82
T2M,2003,21.7,21.39,21.31,19.5,18.32,16.58,15.3,17.49,20.02,22.76,24.05,21.63,19.99
T2M,2004,21.44,21.02,21.19,19.84,16.57,15.64,15.43,17.96,20.85,23.19,22.66,20.79,19.71
T2M,2005,20.93,21.6,21.19,20.05,18.14,16.93,15.68,17.99,20.06,22.92,24.28,23.04,20.22
T2M,2006,21.53,21.52,20.51,19.38,18.05,15.48,15.0,17.43,18.84,22.87,22.72,21.2,19.53
T2M,2007,20.95,20.91,20.6,20.26,18.29,15.72,15.29,17.21,20.27,21.35,23.34,20.93,19.58
T2M,2008,20.46,20.21,19.77,19.15,17.37,14.64,15.03,16.83,19.99,22.78,23.48,21.14,19.23
T2M,2009,21.2,20.19,20.19,18.46,17.59,16.6,14.71,16.84,20.08,22.75,22.21,21.82,19.38
T2M,2010,21.35,21.19,20.92,20.75,18.7,15.92,15.8,16.28,19.4,22.7,23.86,21.08,19.82
T2M,2011,20.78,20.11,20.25,19.61,18.08,16.58,15.18,16.24,19.35,22.22,23.29,22.39,19.5
T2M,2012,20.63,20.97,20.37,18.63,17.37,16.13,15.02,18.14,20.6,22.78,23.02,21.9,19.62
T2M,2013,21.14,20.84,20.76,19.28,17.68,15.63,15.25,17.49,20.83,22.53,23.97,22.19,19.79
T2M,2014,20.71,20.65,20.59,19.7,18.01,16.35,15.87,17.87,19.21,21.88,23.42,22.5,19.72
T2M,2015,20.77,21.02,20.67,19.8,18.14,16.46,16.47,17.63,20.67,23.13,22.97,22.51,20.01
T2M,2016,21.64,21.94,22.05,19.99,16.44,15.53,15.36,17.44,19.55,22.65,23.96,22.42,19.9
T2M,2017,21.01,20.9,20.17,19.73,18.74,16.62,15.97,17.54,19.78,23.16,23.33,21.77,19.89
T2M,2018,20.86,21.3,20.65,19.54,18.6,15.66,15.34,17.3,20.3,20.79,22.69,21.31,19.51
T2M,2019,21.16,21.18,21.09,20.48,18.26,15.61,15.85,17.76,19.98,23.02,24.12,21.82,20.02
T2M,2020,21.39,21.5,20.86,20.13,17.7,15.97,15.14,17.32,19.51,22.58,22.76,21.86,19.72
T2M,2021,20.88,21.03,20.12,19.01,16.48,15.45,14.99,17.0,19.45,22.06,23.9,23.81,19.5
T2M,2022,20.61,20.39,20.65,20.13,17.52,15.23,15.27,17.02,18.73,21.26,22.98,21.01,19.22
T2M,2023,20.53,20.88,20.65,19.77,17.69,16.92,15.71,17.58,20.68,23.51,23.91,23.08,20.07
T2M,2024,21.26,21.72,21.36,20.06,17.97,15.85,16.37,17.69,20.24,21.88,24.37,23.86,20.21
T2M,2025,21.9,21.94,21.13,20.59,18.27,16.58,15.11,16.26,20.23,22.29,22.42,21.92,19.87
T2M_MAX,1981,27.45,26.19,26.29,25.49,22.77,22.68,22.35,27.15,28.94,30.84,32.58,30.56,32.58
T2M_MAX,1982,27.31,27.24,27.22,25.47,23.91,22.06,22.39,23.92,26.37,28.82,29.41,26.95,29.41
T2M_MAX,1983,27.35,27.02,26.38,25.79,25.27,22.9,23.1,26.88,27.64,29.64,32.61,29.02,32.61
T2M_MAX,1984,25.73,26.0,25.76,25.39,23.59,21.47,21.1,24.38,27.78,29.23,29.22,28.61,29.23
T2M_MAX,1985,26.9,26.72,25.91,24.8,23.9,23.05,22.84,22.65,26.2,29.46,30.03,26.69,30.03
T2M_MAX,1986,25.63,26.58,27.09,24.74,23.93,23.3,22.52,24.41,27.58,29.89,28.94,28.07,29.89
T2M_MAX,1987,25.76,25.96,27.1,25.48,24.63,23.83,22.82,24.28,28.08,29.25,30.98,30.51,30.98
T2M_MAX,1988,26.72,27.61,28.12,25.83,23.1,22.82,24.03,26.74,30.21,30.9,29.57,28.6,30.9
T2M_MAX,1989,25.77,26.35,25.88,23.64,23.4,22.48,23.35,24.98,28.71,29.19,30.79,28.64,30.79
T2M_MAX,1990,26.47,27.22,26.48,26.55,26.41,24.79,22.83,26.62,28.99,31.32,33.36,30.58,33.36
T2M_MAX,1991,27.03,27.37,26.37,24.37,24.17,23.37,23.5,26.04,28.51,30.27,31.18,28.53,31.18
T2M_MAX,1992,29.37,30.22,28.08,27.3,24.94,24.53,23.48,27.34,28.61,31.56,32.01,29.15,32.01
T2M_MAX,1993,27.32,26.76,25.81,25.43,24.15,22.95,21.49,24.73,28.0,29.49,30.58,31.13,31.13
T2M_MAX,1994,30.35,26.34,27.01,25.41,24.19,25.71,24.2,27.01,32.38,30.47,33.13,30.42,33.13
T2M_MAX,1995,27.44,27.31,26.28,25.82,24.61,23.61,23.29,26.91,28.87,31.31,32.57,30.53,32.57
T2M_MAX,1996,27.03,26.29,26.59,24.92,24.23,22.51,22.84,25.41,30.11,30.2,31.83,31.57,31.83
T2M_MAX,1997,27.14,25.5,26.24,24.96,24.42,23.17,22.25,25.4,29.0,30.4,32.59,29.38,32.59
T2M_MAX,1998,27.6,30.29,28.01,28.59,30.73,28.53,25.05,29.24,29.06,30.81,31.43,32.21,32.21
T2M_MAX,1999,27.68,28.82,26.21,24.96,23.76,23.11,21.84,25.82,28.33,30.69,28.53,30.93,30.93
T2M_MAX,2000,30.35,27.98,26.68,25.66,25.01,23.27,24.4,26.81,28.67,30.9,30.94,29.51,30.94
T2M_MAX,2001,26.56,25.75,26.78,25.59,26.04,23.56,26.78,27.92,30.21,31.47,31.74,33.03,33.03
T2M_MAX,2002,27.72,27.23,28.1,25.34,25.48,24.84,26.25,25.63,31.14,31.51,31.81,29.17,31.81
T2M_MAX,2003,29.42,28.11,28.8,26.6,25.62,25.03,23.46,28.77,28.83,32.67,32.78,28.74,32.78
T2M_MAX,2004,28.03,27.34,26.41,25.49,23.99,23.37,24.78,26.68,31.61,32.07,30.79,26.74,32.07
T2M_MAX,2005,27.15,28.48,27.73,26.79,25.97,24.52,24.12,26.74,31.19,32.2,32.69,31.69,32.69
T2M_MAX,2006,28.4,27.66,25.36,25.23,26.46,23.52,23.0,26.47,30.36,31.06,31.91,27.64,31.91
T2M_MAX,2007,27.2,27.38,26.35,27.15,25.91,24.62,26.15,27.43,30.47,28.67,32.24,27.38,32.24
T2M_MAX,2008,26.51,26.57,25.76,25.08,24.98,22.5,24.02,27.09,29.77,31.08,32.36,27.25,32.36
T2M_MAX,2009,27.16,25.86,25.75,25.39,24.8,23.57,23.54,24.95,28.78,29.98,29.47,28.89,29.98
T2M_MAX,2010,27.19,26.29,26.47,26.72,25.13,23.82,23.42,24.76,28.19,31.55,32.45,29.81,32.45
T2M_MAX,2011,26.66,25.76,26.42,25.32,24.76,25.23,24.73,24.3,27.95,33.0,33.27,30.54,33.27
T2M_MAX,2012,26.97,27.51,26.32,25.55,24.01,24.64,23.83,26.68,30.79,31.27,31.88,29.35,31.88
T2M_MAX,2013,27.79,26.66,26.82,26.78,24.37,23.86,24.19,28.11,30.89,32.03,32.65,30.01,32.65
T2M_MAX,2014,26.37,26.71,26.01,25.1,24.43,24.56,24.29,28.06,28.73,32.3,31.24,30.33,32.3
T2M_MAX,2015,27.05,26.66,27.1,25.96,24.85,24.94,26.89,26.12,30.34,30.73,33.12,30.3,33.12
T2M_MAX,2016,29.54,27.97,28.34,26.63,24.9,23.04,24.1,27.01,28.05,31.0,32.26,30.05,32.26
T2M_MAX,2017,28.93,28.21,25.54,25.26,25.32,23.24,23.93,26.67,28.68,32.83,32.72,28.68,32.83
T2M_MAX,2018,27.86,27.47,26.39,25.23,24.39,22.9,22.89,25.64,28.21,30.56,31.31,27.83,31.31
T2M_MAX,2019,27.58,27.51,28.21,26.62,24.33,23.06,24.3,27.73,30.32,32.58,34.44,27.66,34.44
T2M_MAX,2020,26.59,27.5,26.83,26.79,26.07,23.25,23.1,26.71,29.42,30.74,31.71,28.84,31.71
T2M_MAX,2021,27.36,26.62,25.68,25.39,25.61,23.79,23.15,26.09,28.15,31.54,33.66,31.4,33.66
T2M_MAX,2022,27.3,26.86,26.46,25.9,24.5,23.57,23.43,26.49,26.97,30.21,30.57,29.8,30.57
T2M_MAX,2023,26.99,27.2,27.23,25.35,24.96,24.57,25.17,26.92,29.0,31.82,31.85,31.32,31.85
T2M_MAX,2024,27.55,28.33,28.45,26.74,24.54,25.59,24.48,26.85,31.34,32.28,32.49,32.74,32.74
T2M_MAX,2025,28.32,28.27,28.18,26.94,25.54,24.54,22.08,24.79,31.63,31.23,31.52,29.86,31.63
T2M_MIN,1981,16.96,16.74,16.73,11.53,9.38,6.03,5.93,7.72,9.39,14.32,16.85,16.07,5.93
T2M_MIN,1982,15.83,14.44,15.55,12.85,9.19,9.18,6.58,9.74,11.52,14.87,15.49,17.04,6.58
T2M_MIN,1983,16.97,16.51,16.8,14.15,14.35,10.48,7.88,7.92,11.56,13.34,17.39,16.22,7.88
T2M_MIN,1984,16.33,16.38,15.89,10.83,11.75,9.79,8.84,9.25,10.45,15.71,15.38,16.64,8.84
T2M_MIN,1985,15.7,14.88,16.82,12.73,9.42,8.13,6.8,7.14,12.7,14.46,15.69,16.92,6.8
T2M_MIN,1986,16.51,15.75,15.98,15.94,11.93,6.65,7.43,8.06,10.58,12.98,16.78,16.63,6.65
T2M_MIN,1987,16.69,17.13,16.96,12.52,11.91,7.76,6.0,10.94,12.16,12.97,16.77,17.68,6.0
T2M_MIN,1988,17.01,17.0,15.07,15.66,11.16,9.73,9.08,7.3,11.46,13.35,15.02,17.24,7.3
T2M_MIN,1989,16.34,16.11,15.69,13.69,11.85,8.79,7.69,10.23,11.76,14.25,15.65,16.77,7.69
T2M_MIN,1990,15.05,15.27,13.71,13.46,11.55,10.0,8.93,7.91,8.5,13.6,15.38,17.17,7.91
T2M_MIN,1991,16.0,16.9,15.48,13.74,11.79,8.77,7.86,7.89,10.5,13.52,16.21,16.21,7.86
T2M_MIN,1992,17.15,16.4,16.82,15.57,14.42,10.26,8.16,7.73,10.93,13.75,13.77,15.09,7.73
T2M_MIN,1993,16.3,16.52,16.54,16.41,10.58,7.31,8.34,8.6,10.16,15.18,16.67,17.81,7.31
T2M_MIN,1994,16.83,14.35,13.88,12.0,8.07,7.53,6.32,9.24,11.21,12.54,17.54,14.57,6.32
T2M_MIN,1995,16.99,14.2,15.43,13.38,10.81,6.88,7.59,10.58,10.26,14.22,14.41,17.42,6.88
T2M_MIN,1996,17.11,16.61,14.7,13.18,12.94,7.33,6.41,8.27,12.59,14.91,16.81,17.3,6.41
T2M_MIN,1997,16.53,16.54,17.44,12.88,9.97,11.06,8.84,7.95,12.39,14.8,16.36,17.75,7.95
T2M_MIN,1998,18.68,16.1,17.66,13.81,9.11,7.86,8.34,10.89,12.98,15.36,17.58,17.62,7.86
T2M_MIN,1999,16.24,16.83,16.74,14.97,12.5,8.07,10.39,11.72,10.8,13.72,16.73,16.85,8.07
T2M_MIN,2000,16.83,16.67,16.23,16.01,10.93,9.56,8.42,9.19,13.38,15.09,17.4,17.14,8.42
T2M_MIN,2001,16.38,16.75,16.33,13.64,10.03,8.71,8.21,8.09,12.2,13.68,17.59,17.67,8.09
T2M_MIN,2002,16.25,15.95,14.81,11.67,9.45,7.76,9.93,11.55,12.8,16.25,15.58,17.32,7.76
T2M_MIN,2003,14.83,16.89,15.7,13.42,11.64,10.17,8.41,9.35,11.47,13.64,18.29,16.79,8.41
T2M_MIN,2004,17.3,15.74,17.49,13.2,10.0,9.89,7.65,11.04,13.51,15.09,17.38,16.73,7.65
T2M_MIN,2005,17.23,16.69,15.55,11.05,10.0,9.13,7.5,9.99,11.34,16.18,17.15,17.67,7.5
T2M_MIN,2006,17.5,17.52,17.04,13.42,12.35,7.74,7.32,8.13,9.96,16.67,17.21,17.17,7.32
T2M_MIN,2007,16.28,16.22,15.39,15.74,11.97,7.96,8.52,10.64,12.61,15.69,17.14,17.04,7.96
T2M_MIN,2008,17.04,13.83,14.51,14.87,10.51,7.49,6.97,9.67,10.7,14.66,17.75,16.61,6.97
T2M_MIN,2009,16.5,15.68,15.03,12.54,9.53,9.8,7.22,9.12,9.39,16.9,17.59,16.25,7.22
T2M_MIN,2010,16.66,17.01,16.78,16.83,12.38,9.74,9.77,8.17,11.69,14.43,17.92,16.03,8.17
T2M_MIN,2011,16.31,15.8,15.43,14.44,11.54,9.43,7.58,7.79,10.95,13.86,18.0,17.13,7.58
T2M_MIN,2012,16.74,16.0,16.19,10.94,9.69,8.94,5.29,9.34,12.7,15.68,15.23,17.79,5.29
T2M_MIN,2013,16.94,15.99,16.57,11.79,11.14,8.46,8.19,10.42,11.08,13.84,17.19,17.94,8.19
T2M_MIN,2014,16.79,16.45,16.53,13.98,10.84,8.81,8.38,9.58,10.92,14.32,17.1,17.45,8.38
T2M_MIN,2015,16.1,16.67,14.17,12.38,11.89,9.12,9.32,9.67,12.56,16.1,13.59,17.72,9.12
T2M_MIN,2016,17.64,18.02,17.08,13.99,10.37,8.91,8.88,9.97,11.32,15.29,17.57,17.6,8.88
T2M_MIN,2017,17.06,16.77,14.56,15.54,13.55,9.5,8.78,9.99,10.61,14.0,17.83,17.81,8.78
T2M_MIN,2018,16.55,17.93,16.34,12.96,11.9,8.21,9.24,10.77,14.08,12.7,15.92,17.25,8.21
T2M_MIN,2019,16.43,15.56,16.31,14.68,12.06,8.04,8.03,10.62,11.27,17.03,19.0,17.46,8.03
T2M_MIN,2020,17.5,17.47,16.43,14.77,10.79,9.2,9.2,8.01,11.01,16.87,16.08,17.72,8.01
T2M_MIN,2021,16.61,17.17,16.77,13.67,8.11,7.69,6.9,9.39,12.58,15.3,16.81,18.46,6.9
T2M_MIN,2022,16.56,16.8,16.52,14.01,10.73,9.9,9.27,10.13,10.75,13.89,16.63,16.45,9.27
T2M_MIN,2023,16.68,16.87,16.58,14.58,11.42,8.56,8.88,10.71,13.52,16.58,17.34,18.22,8.56
T2M_MIN,2024,15.58,16.81,16.61,12.19,9.61,8.17,8.61,9.81,10.4,12.51,18.55,15.87,8.17
T2M_MIN,2025,18.01,17.07,16.53,16.86,12.93,9.12,8.4,8.64,12.0,12.55,17.11,15.77,8.4
