-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -16.9258   Longitude 35.2711 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 153.3 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,1995,78.7,75.88,68.06,61.94,61.66,60.33,58.87,53.41,46.53,36.71,51.25,72.82,60.45
RH2M,1996,79.94,86.5,83.69,73.61,66.27,63.58,61.55,51.66,45.1,43.14,44.52,72.87,64.33
RH2M,1997,85.53,90.06,87.23,82.45,69.63,56.07,65.27,50.86,53.84,55.9,54.19,69.25,68.25
RH2M,1998,80.06,73.6,65.65,55.74,48.61,56.25,57.24,61.83,48.64,49.1,58.52,78.25,61.09
RH2M,1999,88.14,88.16,87.88,82.62,70.49,64.03,64.2,54.68,47.6,50.12,59.01,60.94,68.04
RH2M,2000,65.24,76.15,76.84,70.85,61.19,62.92,60.35,56.77,44.94,51.52,63.42,65.5,62.93
RH2M,2001,70.88,88.18,87.41,80.94,69.03,60.21,56.06,48.81,44.09,44.69,52.38,69.07,64.17
RH2M,2002,80.25,77.51,70.5,63.96,54.21,62.26,52.77,53.68,49.02,53.16,54.26,58.08,60.71
RH2M,2003,75.67,75.97,80.73,76.83,62.88,66.65,63.02,50.23,47.13,45.59,49.14,62.21,62.93
RH2M,2004,71.11,84.69,85.44,79.48,72.85,65.86,56.59,51.31,48.88,51.23,54.91,77.94,66.64
RH2M,2005,79.52,72.38,68.32,58.54,62.66,61.99,61.71,49.15,45.35,46.19,50.68,71.48,60.64
RH2M,2006,84.08,81.95,86.1,75.59,61.22,59.44,57.16,49.91,48.44,45.78,54.28,62.8,63.8
RH2M,2007,87.97,86.0,83.28,76.35,65.56,61.83,59.46,51.04,47.58,45.75,59.86,79.12,66.89
RH2M,2008,85.28,78.48,79.51,64.58,58.62,58.77,56.04,52.16,46.14,45.97,45.23,70.21,61.75
RH2M,2009,85.01,83.79,79.54,70.28,62.04,52.41,63.8,52.97,48.39,47.36,52.49,64.74,63.49
RH2M,2010,55.94,78.53,81.53,67.45,59.86,64.76,68.66,62.65,48.81,43.18,50.85,84.57,63.84
RH2M,2011,85.59,82.37,79.35,73.22,64.24,53.14,56.45,61.54,47.5,51.28,56.06,58.83,64.05
RH2M,2012,80.5,81.44,71.78,68.9,57.52,59.02,53.4,49.46,44.5,45.81,50.66,76.06,61.54
RH2M,2013,86.25,87.58,85.64,74.9,64.6,60.8,62.55,49.83,44.01,54.52,45.16,63.41,64.85
RH2M,2014,86.08,87.47,83.19,71.52,61.78,58.88,57.96,51.9,53.07,45.23,51.3,70.05,64.75
RH2M,2015,87.09,86.27,76.93,61.93,55.2,55.67,53.72,50.32,45.34,44.98,46.52,63.14,60.47
RH2M,2016,67.06,65.24,73.04,69.2,59.81,62.19,63.04,56.63,43.82,41.41,48.19,72.73,60.22
RH2M,2017,84.3,76.74,77.78,72.6,63.62,62.27,64.59,54.48,50.1,42.9,61.04,75.69,65.46
RH2M,2018,75.94,83.26,84.67,76.53,64.26,58.43,77.04,61.16,45.64,48.36,55.64,78.74,67.43
RH2M,2019,85.66,82.99,87.3,80.81,69.05,67.72,56.02,52.23,48.64,44.69,55.99,65.65,66.29
RH2M,2020,82.59,83.91,75.56,62.67,58.34,64.97,62.68,52.82,49.99,48.56,45.64,76.13,63.63
RH2M,2021,80.3,83.08,80.73,70.09,61.47,65.56,61.67,54.14,49.63,45.79,48.18,52.93,62.68
RH2M,2022,85.11,84.37,81.22,74.95,63.25,75.31,69.79,54.84,47.15,42.7,65.14,67.88,67.53
RH2M,2023,79.58,84.52,87.08,78.44,61.04,48.66,61.39,55.97,46.94,57.11,63.53,61.97,65.43
RH2M,2024,81.01,66.46,72.91,72.28,67.16,62.71,57.61,53.03,52.84,53.4,62.45,52.41,62.84
RH2M,2025,74.24,81.25,84.09,77.87,73.8,64.89,59.7,53.55,48.16,47.3,62.29,79.58,67.15
T2M,1981,27.45,25.63,25.34,24.17,21.84,20.45,20.24,23.14,26.49,27.76,30.84,28.5,25.15
T2M,1982,26.3,25.42,24.88,24.54,22.12,22.07,21.12,23.29,25.08,27.36,28.7,29.08,24.99
T2M,1983,29.5,26.58,26.81,26.47,25.97,23.39,22.08,22.33,27.86,27.89,30.52,26.89,26.35
T2M,1984,27.33,25.96,24.99,23.66,23.86,21.31,22.31,23.03,27.97,30.45,27.57,27.87,25.53
T2M,1985,26.39,25.13,25.32,23.69,22.77,21.41,21.84,23.77,27.71,28.24,28.75,26.29,25.11
T2M,1986,25.22,25.45,24.95,24.97,23.08,20.96,21.56,23.88,26.71,27.68,27.7,27.08,24.93
T2M,1987,26.35,26.63,28.1,26.9,24.9,20.64,21.27,24.75,28.45,27.73,31.43,29.28,26.36
T2M,1988,28.94,26.01,25.63,26.26,23.01,22.38,21.82,23.17,27.26,29.57,26.2,27.11,25.61
T2M,1989,27.28,24.92,24.4,23.28,22.81,22.52,22.28,24.76,27.44,29.25,29.64,27.79,25.53
T2M,1990,26.16,25.5,26.5,27.46,24.58,23.4,22.35,23.23,25.73,29.77,30.19,30.07,26.25
T2M,1991,29.0,27.3,25.36,23.98,23.58,21.82,21.98,23.67,28.25,28.4,28.13,28.33,25.81
T2M,1992,30.18,30.26,29.65,28.18,26.07,23.11,21.57,23.05,27.28,30.31,30.13,28.71,27.36
T2M,1993,25.83,26.32,26.14,27.13,26.04,22.73,21.88,23.44,26.91,29.66,28.92,29.56,26.21
T2M,1994,27.75,26.72,26.93,26.26,24.34,21.93,21.39,22.87,26.8,27.06,31.59,29.23,26.06
T2M,1995,26.66,26.79,27.42,26.28,24.84,21.16,21.89,24.93,26.83,31.7,30.2,27.03,26.31
T2M,1996,26.32,25.81,24.71,23.94,23.78,21.36,20.6,23.66,28.01,29.58,32.12,27.26,25.59
T2M,1997,26.53,24.83,25.27,22.98,21.16,23.66,21.17,23.75,27.08,27.6,30.27,28.46,25.22
T2M,1998,27.84,27.54,29.16,27.56,25.53,22.58,22.58,22.65,26.64,29.55,29.56,26.71,26.48
T2M,1999,25.88,25.41,25.03,23.66,22.48,22.15,21.23,24.02,26.71,27.73,28.9,29.13,25.19
T2M,2000,29.06,27.73,27.01,25.89,24.0,23.13,21.71,22.72,27.71,28.2,28.65,28.48,26.18
T2M,2001,27.62,26.0,25.35,24.22,23.29,21.97,21.7,24.53,27.17,29.51,30.89,29.06,25.94
T2M,2002,26.15,26.37,27.36,26.25,25.05,22.27,23.84,25.07,27.07,28.93,28.27,29.44,26.34
T2M,2003,27.54,27.51,26.37,24.02,23.54,22.11,21.04,23.46,27.57,30.12,31.08,29.82,26.17
T2M,2004,28.45,25.77,25.73,24.77,22.36,21.32,22.06,24.96,26.73,28.91,29.84,26.91,25.65
T2M,2005,27.0,27.57,27.59,26.98,24.33,23.22,21.86,25.46,27.75,29.81,30.9,28.2,26.71
T2M,2006,26.43,26.65,25.86,24.87,23.82,22.2,22.38,24.39,25.98,30.32,29.76,30.12,26.06
T2M,2007,25.91,26.08,25.64,25.21,23.61,22.57,21.76,23.99,27.69,29.26,29.66,27.05,25.69
T2M,2008,26.33,25.98,25.27,24.52,24.72,21.81,22.33,24.04,27.36,30.0,31.78,28.54,26.05
T2M,2009,26.62,26.11,25.58,24.28,24.51,23.55,21.0,23.77,28.04,29.66,29.65,29.56,26.02
T2M,2010,31.0,27.41,26.05,27.8,25.28,22.01,21.4,22.09,26.47,30.92,31.4,26.17,26.49
T2M,2011,26.16,25.16,26.47,26.07,24.11,22.8,21.19,21.45,27.08,29.28,29.94,29.85,25.79
T2M,2012,26.55,26.61,27.52,24.46,24.51,22.7,21.91,25.49,28.93,30.43,29.74,26.88,26.31
T2M,2013,26.27,25.41,24.73,23.81,22.83,22.2,20.92,24.41,28.39,27.83,31.58,28.99,25.61
T2M,2014,26.28,25.67,25.95,25.05,24.77,22.76,22.64,24.57,26.21,28.95,29.89,28.13,25.91
T2M,2015,25.44,25.49,26.05,26.67,25.34,23.26,23.49,24.78,28.0,30.73,30.83,29.82,26.66
T2M,2016,28.82,29.42,28.44,26.41,23.79,21.92,22.04,23.92,28.42,31.06,31.59,28.42,27.01
T2M,2017,26.86,27.55,26.2,25.25,24.59,23.21,21.83,23.65,27.18,30.74,28.06,27.01,26.0
T2M,2018,26.25,26.63,26.0,25.05,24.96,22.75,20.27,23.45,28.65,28.15,28.97,27.21,25.68
T2M,2019,26.34,26.14,25.2,24.42,23.25,22.02,22.47,25.32,26.19,31.53,30.8,29.59,26.11
T2M,2020,26.84,26.54,25.98,27.26,24.49,22.04,21.24,24.57,27.11,29.41,31.99,27.94,26.27
T2M,2021,27.64,26.84,25.59,24.97,23.33,21.86,21.64,24.34,27.26,29.66,31.7,31.83,26.38
T2M,2022,26.19,25.95,25.54,26.46,24.21,20.49,20.91,24.18,27.35,31.21,28.51,28.36,25.78
T2M,2023,26.96,26.76,24.76,24.38,24.83,24.84,22.01,24.12,29.1,29.49,28.32,30.07,26.3
T2M,2024,26.73,29.03,28.1,25.89,24.09,22.7,22.25,25.01,26.69,28.18,29.46,32.0,26.67
T2M,2025,28.74,27.72,25.45,25.68,23.45,22.64,21.92,23.51,28.27,29.41,28.65,26.75,26.0
T2M_MAX,1981,35.32,31.16,33.37,36.01,33.13,33.26,32.99,38.91,40.66,42.83,45.01,42.15,45.01
T2M_MAX,1982,32.31,31.28,34.04,33.47,33.15,34.04,33.82,35.54,38.4,41.69,42.53,43.58,43.58
T2M_MAX,1983,40.83,39.11,35.56,37.35,38.99,33.99,33.99,38.14,41.69,41.36,43.3,34.07,43.3
T2M_MAX,1984,37.05,33.32,32.46,33.25,35.74,31.83,32.54,35.37,41.29,42.79,42.02,40.08,42.79
T2M_MAX,1985,34.19,30.88,32.04,32.51,35.6,31.98,34.09,35.03,39.31,39.7,42.12,37.44,42.12
T2M_MAX,1986,30.57,32.21,33.39,35.61,33.96,34.5,34.54,36.84,40.5,42.41,40.9,38.24,42.41
T2M_MAX,1987,36.57,33.65,37.98,40.19,37.62,35.64,34.95,36.26,39.62,41.11,44.76,39.1,44.76
T2M_MAX,1988,37.99,32.71,32.4,37.84,35.54,34.88,33.07,39.68,39.82,43.82,39.45,39.61,43.82
T2M_MAX,1989,37.22,30.4,31.78,31.75,32.73,33.93,33.83,37.51,41.92,43.23,43.27,39.78,43.27
T2M_MAX,1990,34.69,31.84,37.69,38.63,37.95,35.54,33.02,37.42,41.41,43.87,44.21,42.33,44.21
T2M_MAX,1991,39.41,37.71,33.87,34.46,34.4,35.4,34.75,38.23,40.27,42.17,40.9,40.2,42.17
T2M_MAX,1992,41.98,44.67,41.38,40.16,37.38,34.88,32.74,38.62,41.05,44.28,41.56,41.99,44.67
T2M_MAX,1993,34.43,33.04,35.97,38.21,37.86,35.28,32.96,35.5,40.65,41.45,42.33,41.4,42.33
T2M_MAX,1994,39.19,37.11,37.95,40.39,36.14,35.76,36.13,36.41,43.07,40.54,46.43,42.46,46.43
T2M_MAX,1995,34.81,35.55,38.16,39.92,38.5,33.49,34.81,39.65,40.29,43.92,43.15,39.68,43.92
T2M_MAX,1996,36.17,32.28,31.38,36.57,34.4,33.56,33.09,37.33,41.97,42.31,43.45,39.85,43.45
T2M_MAX,1997,33.09,31.07,31.52,31.73,34.82,34.77,33.32,36.55,40.79,41.72,44.39,40.39,44.39
T2M_MAX,1998,36.5,36.95,39.53,41.24,41.46,36.85,34.42,37.03,39.83,42.31,44.17,34.47,44.17
T2M_MAX,1999,30.96,32.37,30.48,33.01,33.28,34.31,32.68,37.43,41.13,42.63,40.91,40.71,42.63
T2M_MAX,2000,41.11,37.0,34.81,36.16,36.25,32.78,35.14,35.67,39.92,42.31,41.23,38.96,42.31
T2M_MAX,2001,40.26,32.55,31.46,34.38,36.01,31.91,34.65,39.43,41.68,43.92,43.31,40.09,43.92
T2M_MAX,2002,33.8,36.58,37.44,36.14,37.77,34.88,35.68,36.81,41.39,42.03,43.95,39.27,43.95
T2M_MAX,2003,35.57,36.83,36.06,33.18,36.52,35.5,32.9,38.77,40.83,45.09,44.05,41.62,45.09
T2M_MAX,2004,39.88,31.89,32.94,33.0,32.55,32.45,35.8,37.3,42.39,44.2,43.97,34.31,44.2
T2M_MAX,2005,34.23,37.71,41.09,40.71,35.08,34.6,33.9,37.98,43.33,44.2,43.18,40.95,44.2
T2M_MAX,2006,33.03,34.66,33.27,36.23,38.21,35.88,33.75,37.12,42.43,44.22,44.91,42.64,44.91
T2M_MAX,2007,31.57,33.71,33.58,37.42,36.77,36.35,36.76,37.51,43.31,41.56,44.03,36.71,44.03
T2M_MAX,2008,32.77,35.62,33.85,38.21,37.97,32.53,36.16,39.55,42.07,43.74,44.91,40.86,44.91
T2M_MAX,2009,33.04,32.89,33.47,36.28,36.44,35.12,35.61,36.05,40.15,41.61,43.16,41.87,43.16
T2M_MAX,2010,41.36,37.36,34.95,38.21,38.1,34.0,32.73,33.48,39.0,44.2,44.84,33.17,44.84
T2M_MAX,2011,31.37,32.68,33.34,37.55,36.66,37.16,34.23,35.36,40.09,46.01,45.62,42.38,46.01
T2M_MAX,2012,35.39,33.93,37.26,36.46,34.99,36.19,34.44,37.65,42.01,45.11,44.85,39.72,45.11
T2M_MAX,2013,34.76,31.43,32.13,35.31,34.67,33.93,34.43,39.99,43.19,44.5,45.63,42.19,45.63
T2M_MAX,2014,32.23,31.7,32.53,36.74,35.99,35.4,35.74,39.21,40.46,44.47,43.72,40.73,44.47
T2M_MAX,2015,32.04,31.51,35.71,37.0,37.9,34.89,37.17,37.09,41.29,42.78,46.09,43.54,46.09
T2M_MAX,2016,40.31,42.55,37.54,37.55,33.92,32.22,36.26,37.85,40.95,43.73,44.99,41.31,44.99
T2M_MAX,2017,33.48,36.8,35.17,37.14,35.52,34.51,34.1,36.86,41.19,45.89,44.51,38.86,45.89
T2M_MAX,2018,37.83,35.84,34.28,34.7,35.84,34.23,30.96,35.39,40.77,43.24,44.58,37.76,44.58
T2M_MAX,2019,34.09,33.67,32.65,34.27,32.74,32.46,35.14,37.33,40.68,45.59,43.98,41.21,45.59
T2M_MAX,2020,35.98,33.2,38.36,39.87,36.75,33.79,35.2,40.17,42.45,41.76,46.37,38.6,46.37
T2M_MAX,2021,37.52,34.03,34.57,35.01,35.4,32.84,34.16,37.7,40.43,44.74,45.72,44.26,45.72
T2M_MAX,2022,34.14,32.04,35.83,36.6,36.68,31.52,30.86,37.78,40.74,43.67,40.03,40.4,43.67
T2M_MAX,2023,35.82,33.77,31.74,33.56,36.07,36.51,35.26,38.76,41.07,45.75,41.08,44.13,45.75
T2M_MAX,2024,33.58,41.28,39.41,36.51,35.28,36.85,35.69,37.75,41.96,44.71,42.33,45.09,45.09
T2M_MAX,2025,40.02,34.84,32.51,36.94,35.18,34.55,32.6,37.29,41.37,44.91,44.48,35.8,44.91
T2M_MIN,1981,20.75,19.6,17.94,15.46,13.44,10.15,10.49,10.65,13.08,16.69,19.47,17.12,10.15
T2M_MIN,1982,18.63,18.66,16.67,15.88,13.19,11.64,11.34,12.91,14.73,14.83,16.67,19.73,11.34
T2M_MIN,1983,21.71,18.09,18.02,17.66,14.92,14.68,11.88,12.51,14.98,17.47,20.19,17.88,11.88
T2M_MIN,1984,19.29,18.07,16.93,16.22,14.2,12.41,12.98,13.09,15.1,17.79,17.84,20.35,12.41
T2M_MIN,1985,18.89,18.74,16.03,15.15,14.06,11.56,11.61,12.79,17.28,18.41,18.08,19.15,11.56
T2M_MIN,1986,20.6,18.91,17.22,18.03,12.85,11.48,11.97,12.66,14.94,16.83,15.98,17.58,11.48
T2M_MIN,1987,17.67,20.35,19.56,17.51,15.54,12.4,12.47,13.74,17.02,15.33,19.22,22.18,12.4
T2M_MIN,1988,20.7,18.21,17.63,17.18,14.93,12.78,13.05,11.55,16.01,17.36,15.36,18.07,11.55
T2M_MIN,1989,19.61,18.86,17.83,16.36,14.86,12.43,12.41,13.17,14.56,16.49,17.62,20.17,12.41
T2M_MIN,1990,20.22,18.03,16.94,17.4,14.61,13.53,13.0,12.04,13.32,18.04,16.82,19.6,12.04
T2M_MIN,1991,21.69,20.73,17.61,16.29,13.63,12.16,12.61,12.67,14.36,14.19,16.97,18.63,12.16
T2M_MIN,1992,19.1,21.22,19.91,18.31,15.84,15.07,12.93,12.08,15.05,17.09,17.16,20.25,12.08
T2M_MIN,1993,17.64,20.0,17.69,18.66,16.91,13.56,12.83,13.54,14.73,19.23,18.17,18.57,12.83
T2M_MIN,1994,17.67,18.52,18.05,16.13,13.16,11.61,12.32,12.83,15.58,14.35,17.84,17.12,11.61
T2M_MIN,1995,18.92,18.68,19.19,15.08,13.14,11.73,11.56,15.02,14.36,20.03,19.02,19.24,11.56
T2M_MIN,1996,18.38,19.75,17.07,15.03,14.08,12.43,11.57,11.83,16.34,16.48,22.98,19.63,11.57
T2M_MIN,1997,21.54,20.04,18.86,14.76,12.51,13.56,12.38,13.95,17.8,16.28,18.01,19.66,12.38
T2M_MIN,1998,20.84,19.46,20.79,17.13,13.99,12.88,12.99,13.91,14.04,18.15,20.53,18.05,12.88
T2M_MIN,1999,21.27,18.95,18.92,17.03,14.42,12.18,12.17,13.74,15.27,16.42,18.92,18.65,12.17
T2M_MIN,2000,20.57,21.23,21.23,18.51,13.03,14.49,12.33,13.71,17.04,17.82,20.61,19.22,12.33
T2M_MIN,2001,19.31,22.31,18.51,16.94,14.5,12.14,11.91,11.89,14.63,15.9,21.43,21.05,11.89
T2M_MIN,2002,19.18,18.47,19.8,16.91,15.02,13.65,12.74,13.73,14.92,16.57,17.9,20.27,12.74
T2M_MIN,2003,18.79,20.2,18.64,15.56,14.86,14.38,12.46,13.0,14.9,18.92,21.16,20.21,12.46
T2M_MIN,2004,19.42,17.73,19.47,16.1,14.5,12.72,11.66,13.56,14.55,15.86,16.85,18.46,11.66
T2M_MIN,2005,20.66,20.46,19.07,16.91,15.39,14.38,11.11,14.45,15.83,17.02,19.47,20.23,11.11
T2M_MIN,2006,20.42,20.34,19.68,16.48,14.8,12.13,12.28,11.88,13.44,19.35,18.34,21.8,11.88
T2M_MIN,2007,19.37,20.4,18.63,16.4,12.71,11.83,12.67,12.88,15.03,19.3,21.03,20.28,11.83
T2M_MIN,2008,21.09,18.55,16.44,15.41,15.31,11.95,12.97,12.63,16.41,17.95,22.34,22.63,11.95
T2M_MIN,2009,20.16,20.69,16.01,14.45,15.12,13.83,12.44,13.72,13.94,19.15,17.42,20.23,12.44
T2M_MIN,2010,21.93,19.71,18.58,18.57,15.57,13.65,13.18,11.9,14.33,18.91,21.85,19.7,11.9
T2M_MIN,2011,19.2,17.94,19.54,16.79,15.4,9.53,11.73,11.78,15.07,15.75,19.14,19.41,9.53
T2M_MIN,2012,19.94,20.64,20.26,15.72,15.15,11.71,11.78,13.4,17.58,19.48,16.05,18.37,11.71
T2M_MIN,2013,20.01,18.9,17.44,14.63,14.68,13.58,11.98,13.06,14.81,16.06,19.88,18.91,11.98
T2M_MIN,2014,20.69,18.94,18.62,16.23,15.49,13.55,12.38,13.54,14.26,15.37,18.3,18.2,12.38
T2M_MIN,2015,18.04,19.24,16.91,18.38,16.37,14.38,13.32,13.72,16.98,18.84,17.66,20.97,13.32
T2M_MIN,2016,20.91,20.61,19.78,18.68,15.62,13.06,13.41,12.68,17.62,16.96,21.56,21.71,12.68
T2M_MIN,2017,21.81,20.58,18.26,16.34,16.41,13.81,13.18,13.59,14.79,18.46,19.52,17.94,13.18
T2M_MIN,2018,18.3,21.16,19.88,16.14,16.04,12.79,12.33,12.31,15.83,17.7,17.53,17.88,12.31
T2M_MIN,2019,18.12,18.88,17.97,16.55,14.46,12.95,12.06,13.85,13.91,19.91,21.85,19.9,12.06
T2M_MIN,2020,20.21,18.6,17.36,18.85,14.36,12.23,12.84,11.9,14.19,18.15,19.01,20.74,11.9
T2M_MIN,2021,22.33,21.62,16.61,16.75,13.7,13.57,12.63,12.35,14.91,17.0,18.95,21.74,12.35
T2M_MIN,2022,19.27,20.77,17.85,16.99,14.93,13.31,11.88,14.14,13.97,20.6,17.59,18.26,11.88
T2M_MIN,2023,20.58,21.6,18.59,16.55,15.52,13.57,12.62,13.74,17.14,17.6,16.48,18.74,12.62
T2M_MIN,2024,19.16,20.68,19.76,16.53,15.78,13.29,11.42,14.15,14.96,15.98,19.94,17.17,11.42
T2M_MIN,2025,22.09,21.76,18.52,18.24,15.21,12.89,12.84,11.65,17.34,16.87,19.35,19.44,11.65
