-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -10.0758   Longitude 33.689 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 1001.14 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
T2M,1986,22.55,23.11,22.8,21.88,20.15,16.95,16.86,19.49,22.47,25.74,25.18,23.75,21.73
T2M,1987,23.05,23.24,23.6,22.15,20.34,17.17,17.86,20.7,23.7,25.29,27.03,25.85,22.49
T2M,1988,24.07,23.91,23.75,22.69,20.03,19.65,19.21,20.88,23.66,26.3,25.32,25.41,22.9
T2M,1989,22.26,22.55,22.54,21.39,20.09,17.73,17.52,19.26,22.51,25.46,26.06,24.27,21.8
T2M,1990,23.28,23.17,23.0,22.51,20.88,19.04,18.24,19.89,22.89,25.61,26.86,25.53,22.57
T2M,1991,23.39,23.57,23.47,21.37,20.63,17.89,18.33,20.05,23.1,25.81,27.11,24.61,22.44
T2M,1992,24.09,23.93,23.71,22.57,21.38,19.28,18.05,19.38,23.14,25.99,25.54,24.86,22.65
T2M,1993,23.54,23.05,22.68,22.34,20.25,17.18,16.97,19.35,22.11,25.13,27.32,27.63,22.29
T2M,1994,24.14,22.83,22.85,22.03,20.53,18.49,18.13,20.38,23.02,25.99,26.57,25.0,22.49
T2M,1995,23.48,23.17,22.75,22.03,20.4,17.93,18.34,20.9,23.31,25.86,26.22,25.34,22.47
T2M,1996,23.5,23.07,23.23,21.49,20.79,17.46,17.51,19.71,23.6,25.21,27.22,24.45,22.26
T2M,1997,23.73,22.72,23.57,21.66,19.27,19.37,17.71,20.24,23.77,25.76,26.53,24.59,22.4
T2M,1998,24.34,24.46,24.89,23.1,21.93,19.68,19.16,21.27,24.33,25.99,26.64,26.9,23.55
T2M,1999,23.97,24.29,22.95,21.62,19.92,18.2,17.81,20.51,23.2,24.82,25.92,25.8,22.4
T2M,2000,24.94,24.18,23.12,22.7,21.42,19.83,18.58,20.74,23.92,26.16,25.07,24.35,22.91
T2M,2001,22.39,23.22,23.35,22.57,21.03,19.27,19.16,21.28,24.04,25.98,27.33,26.86,23.04
T2M,2002,23.17,23.49,23.28,22.47,20.7,18.61,20.34,21.29,24.53,26.77,26.16,25.53,23.03
T2M,2003,24.27,24.52,24.35,22.29,21.73,20.01,18.96,21.12,23.83,25.95,26.78,24.82,23.21
T2M,2004,24.05,23.48,23.77,22.41,19.27,18.55,18.58,21.47,24.51,26.93,26.73,23.52,22.77
T2M,2005,23.54,24.1,23.19,22.75,21.29,20.09,18.93,21.63,23.88,26.26,27.68,26.65,23.32
T2M,2006,24.96,24.71,23.16,21.86,20.58,18.33,18.37,21.15,23.2,26.85,26.34,23.51,22.74
T2M,2007,23.47,23.12,23.03,22.61,21.22,18.44,18.59,20.64,24.06,25.54,27.42,23.75,22.65
T2M,2008,23.34,22.56,22.56,21.77,20.45,17.95,18.19,20.93,23.95,26.66,26.9,24.23,22.45
T2M,2009,23.9,22.87,23.06,21.26,20.42,19.95,18.14,20.83,24.18,26.87,25.97,24.7,22.68
T2M,2010,23.68,23.83,23.42,23.11,21.59,19.23,19.06,19.71,23.32,26.26,27.5,24.71,22.94
T2M,2011,23.65,22.54,22.97,22.14,20.86,19.68,18.47,20.27,23.39,25.62,26.85,24.69,22.59
T2M,2012,23.06,23.37,22.78,21.34,20.52,19.42,18.59,21.97,24.69,26.82,26.29,25.16,22.83
T2M,2013,23.84,23.36,23.52,22.28,21.11,19.02,19.07,21.28,24.73,26.31,27.72,25.38,23.13
T2M,2014,23.02,23.04,23.04,22.16,20.44,19.34,19.05,21.83,23.02,25.48,26.6,25.46,22.7
T2M,2015,23.12,23.52,23.06,22.44,21.17,19.8,20.21,21.64,24.54,27.09,26.1,25.0,23.14
T2M,2016,23.49,23.91,24.52,22.46,19.18,18.13,18.31,20.71,23.14,26.14,27.53,25.92,22.78
T2M,2017,23.46,23.56,22.66,22.16,20.95,19.68,19.19,20.63,22.99,26.47,25.82,24.53,22.67
T2M,2018,22.79,24.09,22.96,22.07,20.92,18.28,18.0,20.59,24.22,24.62,26.42,23.79,22.38
T2M,2019,23.38,23.77,23.72,22.98,21.06,18.4,19.13,21.11,23.6,26.25,26.75,24.12,22.85
T2M,2020,23.65,23.95,23.15,22.43,20.07,18.56,17.68,20.34,22.85,25.92,26.25,24.34,22.42
T2M,2021,23.32,23.35,22.91,21.48,19.4,18.66,17.62,20.01,22.79,25.6,27.17,27.18,22.45
T2M,2022,23.49,22.44,23.19,22.61,20.17,17.87,18.38,20.48,22.78,25.07,26.82,23.74,22.25
T2M,2023,23.23,23.64,23.08,22.2,20.51,19.71,18.78,21.01,24.53,27.36,27.52,25.66,23.09
T2M,2024,23.62,24.3,23.8,22.59,20.66,18.77,19.41,21.12,24.04,25.8,28.29,26.16,23.21
T2M,2025,24.06,24.51,23.49,22.78,20.84,19.48,18.28,19.68,23.66,25.79,26.36,25.25,22.83
T2M_MAX,1981,31.55,28.82,29.16,27.53,25.94,25.49,25.95,30.96,33.8,35.17,34.91,33.64,35.17
T2M_MAX,1982,30.79,29.21,28.41,27.53,26.5,24.37,24.98,28.11,30.04,33.96,33.94,30.24,33.96
T2M_MAX,1983,28.84,29.13,29.44,27.91,27.57,25.95,26.45,30.22,32.74,33.39,36.16,35.28,36.16
T2M_MAX,1984,27.85,27.61,28.03,27.08,25.73,23.58,24.27,28.15,31.05,33.88,33.84,32.9,33.88
T2M_MAX,1985,29.26,27.58,28.35,27.18,26.21,24.05,25.23,26.83,30.45,34.47,35.03,30.17,35.03
T2M_MAX,1986,27.47,28.72,28.21,27.14,25.87,25.13,25.24,28.82,32.1,34.23,32.89,33.23,34.23
T2M_MAX,1987,28.73,28.23,28.23,27.66,26.3,25.17,26.29,28.84,32.53,33.61,34.85,33.93,34.85
T2M_MAX,1988,30.88,29.59,30.2,27.83,26.24,25.85,27.05,31.66,34.41,34.71,34.26,32.86,34.71
T2M_MAX,1989,27.82,27.87,27.98,25.94,25.5,24.7,24.89,28.82,32.18,34.55,34.86,31.38,34.86
T2M_MAX,1990,28.83,29.33,28.07,28.5,28.49,26.34,25.88,29.82,32.42,35.2,36.42,32.96,36.42
T2M_MAX,1991,28.33,29.48,29.32,26.74,26.28,25.67,26.55,29.37,31.7,34.03,35.21,33.42,35.21
T2M_MAX,1992,30.75,30.3,28.71,28.18,27.61,26.59,26.48,30.36,32.52,34.81,34.81,33.01,34.81
T2M_MAX,1993,31.0,28.68,27.81,27.46,26.1,24.35,24.41,27.62,32.18,34.17,34.87,36.04,36.04
T2M_MAX,1994,36.22,28.78,28.28,27.86,26.55,28.37,27.59,30.16,35.1,34.44,35.85,33.07,36.22
T2M_MAX,1995,29.39,29.32,28.0,27.71,26.65,25.63,26.36,30.33,32.43,34.69,36.02,34.33,36.02
T2M_MAX,1996,31.5,28.39,29.47,27.05,26.39,24.58,25.59,28.94,34.29,34.02,35.56,34.47,35.56
T2M_MAX,1997,30.4,28.18,29.04,27.39,26.0,25.45,25.58,28.66,33.33,34.45,36.08,32.8,36.08
T2M_MAX,1998,30.28,31.43,30.5,29.94,31.41,30.06,27.98,31.66,32.75,33.94,35.61,35.25,35.61
T2M_MAX,1999,32.47,31.69,28.39,27.14,25.69,25.79,25.29,29.42,32.71,34.44,34.01,35.54,35.54
T2M_MAX,2000,33.13,32.45,29.35,28.01,28.67,27.59,27.87,29.73,32.06,34.76,33.38,32.13,34.76
T2M_MAX,2001,28.86,28.57,29.01,27.98,28.48,26.8,29.28,31.35,32.96,34.25,34.96,36.25,36.25
T2M_MAX,2002,30.47,29.25,29.12,28.19,28.58,28.34,28.87,30.06,34.5,35.21,34.97,34.44,35.21
T2M_MAX,2003,30.95,32.07,32.78,28.31,29.59,28.53,27.8,31.76,32.46,35.65,34.48,33.41,35.65
T2M_MAX,2004,31.16,28.88,28.54,28.21,26.08,26.03,28.6,30.59,34.15,35.49,35.05,30.46,35.49
T2M_MAX,2005,29.36,29.61,29.24,28.39,27.71,27.66,27.68,29.95,34.94,34.57,35.8,35.77,35.8
T2M_MAX,2006,32.6,31.29,28.64,26.89,27.58,25.64,26.21,30.4,33.77,35.62,34.43,30.63,35.62
T2M_MAX,2007,29.19,28.57,28.38,28.14,28.0,25.9,28.65,29.6,34.03,33.2,35.99,33.44,35.99
T2M_MAX,2008,28.48,28.49,28.32,26.85,26.98,25.56,27.01,31.26,33.87,34.79,35.55,31.64,35.55
T2M_MAX,2009,29.99,28.32,28.66,26.67,27.33,27.09,27.11,28.92,33.28,34.29,34.21,34.47,34.47
T2M_MAX,2010,28.96,29.54,28.83,28.57,27.49,26.61,26.68,27.96,31.98,35.08,35.44,33.97,35.44
T2M_MAX,2011,30.96,27.89,28.66,26.89,26.66,27.38,27.65,28.95,31.81,35.97,35.9,33.35,35.97
T2M_MAX,2012,28.99,28.22,27.92,27.79,26.65,27.87,27.28,30.6,34.87,35.51,35.17,32.87,35.51
T2M_MAX,2013,30.62,29.68,29.7,28.17,28.12,27.28,27.97,31.63,34.09,35.62,36.54,33.23,36.54
T2M_MAX,2014,28.17,28.83,28.28,27.47,26.15,26.68,26.58,31.15,32.38,34.48,35.24,34.27,35.24
T2M_MAX,2015,29.16,29.0,28.67,27.95,27.7,27.94,30.07,30.53,34.2,34.45,36.0,33.95,36.0
T2M_MAX,2016,29.44,29.73,29.56,28.01,26.74,24.83,27.11,29.97,31.28,34.12,35.2,33.13,35.2
T2M_MAX,2017,31.33,29.91,27.41,27.19,26.58,26.24,26.84,28.98,31.43,35.77,34.01,31.45,35.77
T2M_MAX,2018,28.43,29.32,27.39,27.51,26.53,25.57,25.76,28.66,32.29,33.87,34.57,31.46,34.57
T2M_MAX,2019,29.24,29.29,29.59,28.51,26.81,24.87,26.61,29.91,33.24,35.47,37.13,30.01,37.13
T2M_MAX,2020,29.6,29.02,27.8,27.76,26.81,25.02,25.65,29.37,32.83,33.78,34.66,31.11,34.66
T2M_MAX,2021,29.25,29.15,27.78,27.09,27.2,26.03,25.35,28.25,31.43,34.04,35.6,35.06,35.6
T2M_MAX,2022,29.9,28.17,27.96,27.5,26.09,25.94,25.47,29.12,31.62,34.46,34.41,33.05,34.46
T2M_MAX,2023,28.8,28.66,28.53,27.41,26.28,26.36,27.25,30.67,32.73,35.83,35.61,34.46,35.83
T2M_MAX,2024,29.6,30.12,29.31,28.66,25.94,26.84,27.35,30.69,34.26,34.85,35.38,35.39,35.39
T2M_MAX,2025,30.59,30.91,29.21,28.3,27.31,26.9,25.31,29.19,33.82,34.73,34.94,34.08,34.94
T2M_MIN,1981,18.84,19.69,18.67,15.43,12.23,9.44,10.75,11.9,13.34,18.24,18.89,19.16,9.44
T2M_MIN,1982,19.49,18.93,18.94,16.69,12.51,11.87,9.32,12.2,14.49,18.27,18.55,19.35,9.32
T2M_MIN,1983,19.39,19.57,19.47,16.98,16.79,13.21,11.45,11.72,14.11,17.06,18.88,19.08,11.45
T2M_MIN,1984,17.98,18.12,18.62,14.23,14.4,11.96,12.23,11.54,13.5,16.59,18.54,18.73,11.54
T2M_MIN,1985,19.15,17.53,16.79,16.71,12.13,11.28,9.93,10.93,15.49,16.78,18.08,18.54,9.93
T2M_MIN,1986,18.7,18.36,18.79,17.08,14.79,9.91,10.25,11.85,13.5,17.69,18.75,19.29,9.91
T2M_MIN,1987,18.78,18.51,19.28,15.62,13.08,10.64,9.93,13.86,15.7,16.78,20.15,20.05,9.93
T2M_MIN,1988,18.92,19.35,17.56,18.29,14.22,12.75,11.68,12.66,15.61,16.98,19.21,18.94,11.68
T2M_MIN,1989,17.59,18.36,18.48,16.4,14.81,10.84,10.54,11.88,15.42,17.48,18.84,19.45,10.54
T2M_MIN,1990,18.17,18.45,18.46,17.25,14.6,12.75,11.21,12.48,13.54,17.15,19.55,20.43,11.21
T2M_MIN,1991,18.73,19.1,18.98,16.38,14.18,11.71,9.91,11.71,14.88,18.47,19.79,19.77,9.91
T2M_MIN,1992,18.77,19.5,18.57,17.3,15.19,12.84,10.7,10.19,14.59,17.06,16.65,18.57,10.19
T2M_MIN,1993,18.23,19.08,17.68,18.43,13.07,10.79,10.06,10.83,13.29,16.62,20.0,19.76,10.06
T2M_MIN,1994,19.87,18.27,18.26,13.68,13.19,11.09,10.63,11.96,14.2,17.0,18.98,18.39,10.63
T2M_MIN,1995,19.46,18.74,18.51,16.15,13.0,11.4,10.82,13.23,14.55,17.17,17.95,19.13,10.82
T2M_MIN,1996,19.18,19.41,17.81,15.94,15.56,9.43,9.45,11.96,15.82,17.44,19.54,19.01,9.43
T2M_MIN,1997,18.93,18.74,18.89,15.33,12.76,13.38,10.6,12.02,16.15,17.41,19.94,20.04,10.6
T2M_MIN,1998,19.81,19.71,20.07,15.0,13.53,11.64,11.76,14.27,16.71,17.96,19.3,20.65,11.64
T2M_MIN,1999,18.92,19.3,18.93,16.69,13.18,10.78,11.24,14.01,14.18,16.79,19.52,18.94,10.78
T2M_MIN,2000,19.18,18.77,18.92,17.73,14.26,12.21,11.1,12.9,16.65,17.81,19.52,19.37,11.1
T2M_MIN,2001,18.56,18.98,19.33,17.21,12.76,12.52,11.5,12.27,15.31,17.47,19.25,19.7,11.5
T2M_MIN,2002,18.37,19.24,19.24,15.47,12.83,11.0,12.41,12.66,16.67,18.64,17.29,19.88,11.0
T2M_MIN,2003,19.34,18.86,19.55,16.35,14.64,13.33,10.69,12.16,15.66,16.24,19.53,19.55,10.69
T2M_MIN,2004,18.86,17.58,18.87,15.72,13.72,11.79,10.8,13.73,16.4,17.9,20.98,19.32,10.8
T2M_MIN,2005,19.03,19.84,18.49,16.58,15.29,13.37,11.51,13.04,15.61,18.01,20.25,20.11,11.51
T2M_MIN,2006,19.64,20.22,19.51,15.35,12.58,10.19,10.99,13.11,14.37,18.94,20.42,18.51,10.19
T2M_MIN,2007,19.44,18.65,18.94,18.11,14.54,10.91,11.86,14.18,16.22,18.55,20.12,18.79,10.91
T2M_MIN,2008,19.38,17.34,17.98,17.32,14.26,11.16,10.47,13.34,13.62,18.29,20.65,19.57,10.47
T2M_MIN,2009,18.63,18.76,19.04,15.79,13.38,12.33,11.25,13.1,14.5,19.4,20.22,19.47,11.25
T2M_MIN,2010,19.39,19.13,19.11,19.15,15.03,11.89,11.88,10.42,15.51,17.24,19.85,18.39,10.42
T2M_MIN,2011,18.84,18.62,18.4,17.76,15.1,11.79,11.11,13.14,15.04,17.2,20.69,19.36,11.11
T2M_MIN,2012,18.81,19.28,18.92,14.58,13.55,11.96,10.92,13.48,16.27,18.86,18.36,19.94,10.92
T2M_MIN,2013,19.51,19.24,19.51,15.2,15.2,12.33,11.82,14.36,15.8,18.38,19.77,19.87,11.82
T2M_MIN,2014,19.06,18.51,19.59,17.44,14.03,12.93,10.81,14.5,14.43,17.56,19.48,20.03,10.81
T2M_MIN,2015,19.0,19.24,17.76,16.33,14.05,12.55,12.95,13.02,16.19,19.98,18.25,19.91,12.55
T2M_MIN,2016,19.47,18.81,20.42,17.57,13.12,11.06,11.56,13.1,14.6,18.01,20.81,20.18,11.06
T2M_MIN,2017,19.3,19.57,18.46,16.84,15.5,12.89,12.3,14.03,14.96,18.78,19.8,19.82,12.3
T2M_MIN,2018,18.89,19.52,18.72,16.09,14.67,10.77,12.23,13.25,16.13,16.84,20.36,19.58,10.77
T2M_MIN,2019,18.52,20.05,19.22,16.66,15.87,11.61,11.82,13.26,14.15,19.57,20.11,19.32,11.61
T2M_MIN,2020,19.7,19.3,19.52,16.56,12.35,12.01,11.4,11.26,14.14,18.72,18.35,19.64,11.26
T2M_MIN,2021,18.5,19.39,18.76,16.22,11.91,12.11,10.53,13.77,15.19,18.79,19.82,20.66,10.53
T2M_MIN,2022,18.29,18.56,19.43,17.41,13.55,12.26,11.94,13.75,13.73,16.61,20.25,19.24,11.94
T2M_MIN,2023,18.9,19.34,18.87,16.42,14.89,12.44,11.44,12.94,16.86,19.15,20.23,20.56,11.44
T2M_MIN,2024,20.06,19.81,19.13,14.76,14.11,11.47,11.46,12.92,13.98,16.4,21.61,20.12,11.46
T2M_MIN,2025,18.64,19.06,19.69,18.47,14.58,12.87,11.47,10.8,14.62,16.11,19.82,19.03,10.8
