-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -15.3856   Longitude 34.6613 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 846.55 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,1992,71.66,60.05,68.83,60.87,57.21,63.1,60.03,54.46,40.05,39.21,55.52,71.18,58.55
RH2M,1993,82.01,84.96,82.61,76.41,64.03,68.31,65.96,57.36,45.77,48.64,62.88,67.48,67.1
RH2M,1994,79.47,78.89,70.71,66.34,57.4,60.88,61.66,59.58,48.61,56.86,45.77,71.23,63.07
RH2M,1995,83.67,79.64,77.92,70.02,68.44,65.49,60.07,57.88,43.09,36.85,53.58,77.6,64.47
RH2M,1996,81.18,87.09,88.3,82.43,81.45,77.7,72.23,60.21,49.56,44.42,45.96,76.92,70.6
RH2M,1997,84.88,89.96,88.11,87.59,81.23,77.68,79.09,65.23,62.84,62.37,55.81,78.05,76.01
RH2M,1998,83.88,77.4,74.3,62.66,51.31,58.48,60.39,63.22,45.26,46.75,57.6,80.89,63.48
RH2M,1999,87.36,87.18,90.11,88.28,82.64,79.16,78.28,69.97,59.74,57.64,65.57,67.33,76.05
RH2M,2000,75.26,80.59,84.42,82.2,72.77,72.14,69.86,63.24,44.83,49.96,72.61,78.34,70.49
RH2M,2001,78.55,87.22,87.48,84.86,79.55,71.34,65.89,60.61,50.7,47.87,56.6,76.2,70.49
RH2M,2002,83.11,80.73,78.38,76.73,63.21,67.22,55.77,57.19,55.01,52.4,57.8,66.55,66.08
RH2M,2003,81.87,83.81,85.63,82.37,73.57,75.75,73.23,57.37,52.91,47.51,54.08,75.5,70.23
RH2M,2004,76.91,84.26,85.48,84.63,80.01,75.44,66.56,55.09,53.45,57.07,66.37,82.78,72.3
RH2M,2005,84.56,79.06,79.3,67.24,66.51,68.11,70.32,49.53,48.14,54.56,56.09,75.28,66.53
RH2M,2006,85.39,86.17,89.33,85.97,75.61,75.68,69.22,58.13,54.85,48.54,60.05,71.05,71.57
RH2M,2007,87.23,84.76,83.54,79.98,71.55,69.49,66.37,55.21,45.81,47.39,60.2,79.49,69.18
RH2M,2008,86.41,82.22,85.38,74.56,69.19,67.1,64.12,57.13,45.49,43.3,50.26,74.73,66.65
RH2M,2009,83.18,83.34,84.18,78.05,68.95,59.94,72.02,57.21,46.39,46.44,58.06,72.19,67.44
RH2M,2010,67.08,84.73,85.47,79.38,72.7,77.43,78.7,70.81,51.53,42.87,52.36,83.79,70.51
RH2M,2011,86.18,85.77,85.8,83.48,75.51,66.01,65.1,65.74,50.62,52.97,63.96,68.07,70.7
RH2M,2012,84.38,84.2,82.44,81.71,70.58,71.43,61.46,56.25,46.9,44.39,51.91,77.79,67.75
RH2M,2013,86.64,87.83,87.91,82.89,79.57,75.03,73.54,60.62,49.65,56.8,49.38,68.52,71.48
RH2M,2014,84.48,87.78,85.46,83.21,74.38,68.57,67.18,58.97,55.07,45.59,51.91,72.83,69.52
RH2M,2015,89.4,87.85,86.47,80.86,73.96,71.94,68.24,57.4,50.13,45.75,49.69,66.99,68.97
RH2M,2016,72.97,72.67,80.61,74.24,68.76,67.18,66.95,57.7,42.56,38.73,51.43,75.54,64.12
RH2M,2017,85.39,86.21,87.61,86.09,81.04,77.79,72.47,64.2,53.58,45.94,61.67,77.9,73.26
RH2M,2018,76.23,85.14,86.7,81.86,76.05,69.77,79.36,61.82,52.61,53.33,60.46,82.11,72.08
RH2M,2019,86.74,87.12,88.47,87.07,83.42,81.56,72.1,66.89,57.07,54.36,63.52,78.04,75.47
RH2M,2020,85.5,86.74,81.18,74.47,68.65,73.83,72.6,58.1,52.68,49.78,44.27,80.3,69.0
RH2M,2021,83.81,85.78,87.65,84.32,74.63,76.36,73.24,60.88,56.92,50.93,56.56,60.99,70.91
RH2M,2022,87.42,88.8,87.84,86.64,78.49,83.36,78.97,67.66,57.71,45.73,62.0,75.77,74.95
RH2M,2023,85.32,86.93,88.7,85.13,76.04,67.44,72.86,66.44,53.74,55.12,61.84,70.21,72.42
RH2M,2024,85.27,76.23,84.2,83.44,77.36,73.97,56.29,59.33,54.52,55.83,66.99,63.79,69.73
RH2M,2025,82.26,86.33,86.99,84.17,82.67,74.89,71.12,59.7,51.37,49.85,67.79,80.5,73.07
T2M,1981,23.31,21.98,21.52,19.04,16.71,14.85,15.0,17.91,21.63,23.43,26.45,24.0,20.47
T2M,1982,22.99,22.05,21.29,19.95,16.87,16.32,15.74,17.63,19.94,22.56,23.94,24.06,20.27
T2M,1983,24.7,23.27,23.52,22.56,21.62,18.82,17.63,17.91,23.57,24.19,26.03,22.69,22.19
T2M,1984,22.35,21.58,21.35,19.53,18.21,15.49,15.93,16.95,22.23,25.46,22.88,23.21,20.43
T2M,1985,22.66,21.26,21.85,19.64,17.28,15.54,15.79,17.45,21.45,23.56,23.89,22.65,20.24
T2M,1986,21.6,21.87,21.22,20.43,17.52,14.65,15.4,17.54,20.89,23.72,23.23,22.88,20.07
T2M,1987,22.31,22.41,22.5,20.77,19.59,15.69,16.01,19.41,23.62,23.7,27.23,24.96,21.51
T2M,1988,23.89,22.58,22.28,22.0,17.99,17.35,17.35,18.46,22.33,25.07,22.82,23.1,21.26
T2M,1989,22.63,21.78,20.84,19.66,17.58,16.14,15.8,18.21,21.59,24.18,24.91,23.45,20.55
T2M,1990,22.43,22.17,21.51,21.9,19.71,18.32,17.7,18.54,21.12,25.5,26.06,24.74,21.64
T2M,1991,23.48,23.27,22.06,19.82,18.79,16.66,17.2,18.98,23.8,24.33,23.82,23.49,21.3
T2M,1992,24.19,25.31,24.48,23.38,21.69,18.53,17.1,18.62,23.15,26.19,25.81,24.16,22.7
T2M,1993,22.4,22.59,21.65,21.89,20.37,17.17,16.92,18.78,22.55,25.68,25.0,25.0,21.66
T2M,1994,23.25,22.04,22.82,22.06,19.56,17.67,17.07,18.51,22.34,23.05,26.93,23.81,21.58
T2M,1995,22.74,22.84,22.62,21.41,20.15,16.56,17.41,20.41,22.63,27.17,25.9,23.05,21.9
T2M,1996,22.62,22.44,21.06,19.56,18.48,15.78,15.37,18.42,23.05,25.08,27.67,23.39,21.06
T2M,1997,22.88,21.34,22.19,19.23,16.4,17.43,15.63,17.89,21.93,23.16,26.13,23.8,20.66
T2M,1998,24.0,23.64,24.56,22.6,20.87,17.97,17.78,18.9,22.95,25.86,26.06,23.17,22.35
T2M,1999,22.51,22.19,21.5,19.88,17.43,16.3,15.9,18.45,21.11,22.83,24.39,24.66,20.58
T2M,2000,24.18,23.36,22.49,20.97,18.77,17.88,16.79,17.91,23.42,24.55,23.84,23.38,21.45
T2M,2001,22.86,22.51,21.93,20.4,18.33,16.22,16.66,19.14,22.32,24.74,26.3,24.51,21.32
T2M,2002,22.5,22.39,22.79,20.91,19.7,17.48,19.76,20.48,22.46,25.25,24.39,24.84,21.92
T2M,2003,23.12,23.04,22.45,19.83,18.61,16.96,16.09,18.79,22.61,25.49,26.6,24.29,21.48
T2M,2004,23.91,22.34,22.35,20.96,17.96,16.52,17.03,20.28,22.39,24.5,24.63,22.74,21.3
T2M,2005,22.81,23.3,22.55,21.98,19.43,18.54,16.88,20.92,22.87,24.47,26.33,24.33,22.02
T2M,2006,22.85,22.82,22.16,20.12,18.4,16.58,16.66,19.11,20.91,26.06,25.53,25.13,21.36
T2M,2007,22.53,22.59,22.26,21.64,19.65,17.72,17.2,19.39,23.5,25.25,26.14,23.56,21.77
T2M,2008,22.74,21.82,21.06,19.73,19.29,16.68,17.44,19.45,23.37,26.38,27.32,24.21,21.62
T2M,2009,23.3,22.72,21.71,19.85,19.82,19.0,16.42,19.21,23.99,25.98,25.52,24.75,21.85
T2M,2010,25.44,23.08,22.25,22.46,19.87,16.9,16.55,17.12,21.8,26.8,27.23,22.76,21.84
T2M,2011,22.56,21.36,22.09,20.91,19.01,17.81,16.34,16.84,22.2,25.37,25.34,24.86,21.22
T2M,2012,22.52,22.87,22.24,19.3,18.58,17.49,16.72,20.87,24.22,26.6,26.35,23.43,21.76
T2M,2013,22.86,22.06,21.28,19.46,17.41,16.27,15.76,19.01,23.43,24.3,27.26,24.74,21.14
T2M,2014,22.97,22.26,22.26,20.22,18.98,17.69,17.59,19.61,21.91,25.24,26.31,24.41,21.62
T2M,2015,21.94,21.79,21.56,20.45,18.66,17.28,17.91,19.51,23.27,26.25,26.54,25.81,21.75
T2M,2016,24.56,25.05,23.92,22.22,18.71,17.29,17.6,19.69,24.05,27.23,27.42,24.57,22.68
T2M,2017,23.26,22.72,21.38,20.08,18.84,17.34,16.8,18.68,22.17,26.44,25.16,23.62,21.37
T2M,2018,23.02,23.25,22.55,20.89,19.8,17.3,16.31,19.26,23.73,23.49,24.74,23.57,21.48
T2M,2019,22.93,22.43,21.82,20.59,17.74,16.39,16.24,19.35,21.2,25.95,26.33,24.36,21.27
T2M,2020,23.09,23.04,21.93,22.01,19.24,17.17,16.42,19.92,22.64,25.74,28.14,24.04,21.94
T2M,2021,23.58,23.21,21.54,19.56,17.65,16.91,16.5,19.27,22.33,25.29,26.55,26.73,21.58
T2M,2022,22.38,22.15,21.57,21.44,18.48,16.01,16.24,18.75,21.57,25.55,25.58,23.82,21.12
T2M,2023,22.67,23.09,21.64,20.44,18.69,18.51,16.82,19.13,23.93,26.34,25.71,25.66,21.87
T2M,2024,22.65,24.18,23.08,20.99,19.05,17.6,18.16,19.78,22.4,24.03,25.57,26.14,21.96
T2M,2025,23.87,23.56,21.8,21.71,19.04,17.87,16.51,18.28,23.17,24.85,24.43,23.3,21.51
T2M_MAX,1981,30.18,28.59,28.68,27.56,25.02,24.61,25.46,32.05,34.08,36.42,39.49,35.45,39.49
T2M_MAX,1982,29.65,29.04,29.86,27.92,26.79,24.88,25.07,27.98,30.28,35.04,36.02,34.93,36.02
T2M_MAX,1983,33.59,32.95,32.85,33.71,33.08,28.41,28.14,32.64,35.71,34.72,38.09,30.79,38.09
T2M_MAX,1984,30.37,27.92,27.74,26.66,26.64,23.57,23.81,27.61,33.6,36.27,35.63,32.67,36.27
T2M_MAX,1985,30.23,26.88,28.65,27.19,27.26,24.2,26.18,26.24,31.28,35.08,36.73,29.14,36.73
T2M_MAX,1986,27.97,28.72,28.43,27.75,25.23,25.33,25.85,28.94,33.33,35.79,33.8,31.55,35.79
T2M_MAX,1987,28.97,27.97,29.29,30.36,29.97,29.31,28.38,31.17,34.73,35.21,38.28,35.21,38.28
T2M_MAX,1988,32.89,28.95,29.16,30.64,27.75,27.66,27.71,32.88,35.84,37.6,36.54,33.58,37.6
T2M_MAX,1989,30.49,27.97,28.69,26.81,25.29,24.33,25.64,30.12,36.26,35.36,37.39,32.28,37.39
T2M_MAX,1990,29.32,29.25,29.37,30.33,29.57,29.98,28.09,32.12,36.16,39.12,38.75,35.51,39.12
T2M_MAX,1991,30.86,30.72,29.87,29.89,28.12,29.51,30.15,31.77,35.73,35.94,35.28,36.01,36.01
T2M_MAX,1992,34.39,38.66,35.19,32.69,32.01,31.07,28.59,33.53,35.16,39.06,37.53,34.8,39.06
T2M_MAX,1993,30.87,29.91,29.17,30.54,31.01,29.29,27.74,31.14,35.58,36.11,37.97,36.26,37.97
T2M_MAX,1994,35.0,30.5,31.7,33.9,30.85,32.05,31.82,33.11,39.0,35.41,40.41,34.75,40.41
T2M_MAX,1995,30.3,30.4,31.51,33.09,31.81,28.99,29.83,34.21,35.37,38.64,37.38,33.56,38.64
T2M_MAX,1996,30.47,29.87,28.43,29.01,26.52,25.49,25.72,31.34,35.67,36.67,38.48,35.33,38.48
T2M_MAX,1997,30.07,27.55,28.49,27.28,27.32,26.26,25.11,28.7,34.98,35.56,39.64,32.92,39.64
T2M_MAX,1998,30.97,33.36,34.07,34.95,36.34,31.75,29.62,33.5,34.37,36.96,37.85,31.45,37.85
T2M_MAX,1999,29.73,30.4,26.86,28.44,26.45,25.86,24.65,29.63,33.77,36.97,34.37,35.4,36.97
T2M_MAX,2000,35.09,30.86,29.08,28.86,29.45,27.5,28.55,30.81,35.0,36.82,34.66,31.23,36.82
T2M_MAX,2001,32.24,29.13,28.23,27.67,28.53,25.1,28.46,32.26,34.45,36.94,36.77,34.26,36.94
T2M_MAX,2002,29.98,30.67,30.93,28.45,31.16,30.26,30.96,30.96,35.89,37.33,38.02,34.59,38.02
T2M_MAX,2003,29.98,29.47,30.52,28.09,28.56,28.13,26.85,32.68,34.28,39.59,37.96,33.29,39.59
T2M_MAX,2004,34.11,30.5,29.46,28.44,26.63,26.62,29.92,32.16,37.59,38.34,36.48,29.45,38.34
T2M_MAX,2005,29.88,32.38,32.21,32.55,30.05,29.65,27.85,32.79,38.03,38.33,38.48,34.77,38.48
T2M_MAX,2006,29.82,29.09,29.09,27.63,29.44,27.17,27.28,32.01,36.15,38.14,39.33,35.45,39.33
T2M_MAX,2007,29.55,30.1,31.03,32.14,31.69,30.88,31.14,33.49,37.81,35.92,37.35,33.46,37.81
T2M_MAX,2008,29.33,29.18,27.81,31.04,30.79,26.8,30.94,34.89,36.7,38.17,38.49,33.08,38.49
T2M_MAX,2009,30.63,29.01,29.24,30.17,30.24,30.61,29.33,31.28,35.86,36.46,37.89,36.22,37.89
T2M_MAX,2010,36.26,29.8,29.29,31.06,30.42,26.98,26.52,28.55,34.28,38.43,37.86,30.84,38.43
T2M_MAX,2011,28.02,27.89,28.64,29.52,29.69,30.08,29.51,28.56,33.76,40.29,40.24,37.24,40.29
T2M_MAX,2012,28.74,29.91,29.86,28.94,27.23,28.94,28.69,32.61,36.83,39.11,38.71,35.25,39.11
T2M_MAX,2013,29.5,29.15,29.62,28.47,26.15,25.63,27.77,33.83,36.63,38.7,39.96,37.82,39.96
T2M_MAX,2014,28.75,29.36,28.98,28.41,27.85,29.01,28.87,34.05,35.44,38.49,37.19,37.48,38.49
T2M_MAX,2015,28.35,28.39,28.67,28.15,26.89,26.56,30.29,30.4,35.36,37.0,40.71,37.87,40.71
T2M_MAX,2016,36.58,36.47,32.2,31.49,28.24,26.99,30.45,33.24,34.93,39.07,39.08,37.75,39.08
T2M_MAX,2017,29.71,28.54,28.72,27.75,27.01,25.71,27.12,30.78,34.88,39.41,38.98,34.0,39.41
T2M_MAX,2018,32.58,30.08,29.52,28.88,29.13,28.0,25.54,30.39,34.26,37.58,39.01,33.09,39.01
T2M_MAX,2019,28.55,30.61,28.92,29.0,25.82,24.33,26.2,31.23,34.83,39.59,38.37,32.7,39.59
T2M_MAX,2020,30.67,30.29,31.19,30.99,30.47,27.75,28.54,34.0,36.68,35.98,39.87,32.22,39.87
T2M_MAX,2021,31.32,29.3,27.63,27.32,27.25,26.02,26.69,31.37,34.42,37.96,39.51,36.98,39.51
T2M_MAX,2022,30.08,29.17,29.22,28.94,27.63,25.63,25.42,30.34,32.55,36.35,36.6,35.61,36.6
T2M_MAX,2023,29.15,29.93,29.04,28.35,26.94,27.58,29.14,32.69,34.5,40.2,37.8,37.16,40.2
T2M_MAX,2024,29.41,34.29,29.97,31.26,28.06,30.75,29.76,31.19,37.06,37.84,37.41,36.27,37.84
T2M_MAX,2025,32.87,29.6,28.02,30.05,29.53,28.88,25.5,30.22,36.82,37.94,37.76,31.0,37.94
T2M_MIN,1981,17.42,16.13,14.99,11.8,9.35,6.98,7.15,7.53,8.54,11.55,14.52,12.76,6.98
T2M_MIN,1982,14.92,15.28,14.9,12.13,8.66,8.97,7.1,8.43,10.13,11.71,13.01,14.87,7.1
T2M_MIN,1983,18.16,15.34,16.34,13.62,12.94,11.0,8.34,8.2,12.29,12.59,16.66,16.03,8.2
T2M_MIN,1984,16.1,14.73,14.52,10.41,10.55,8.94,9.29,8.8,10.37,13.92,14.08,17.81,8.8
T2M_MIN,1985,17.06,15.8,12.95,12.09,10.39,6.71,5.41,7.74,11.63,14.05,14.36,15.85,5.41
T2M_MIN,1986,17.0,16.22,15.1,13.86,8.58,7.23,7.94,8.26,9.43,12.67,14.71,14.41,7.23
T2M_MIN,1987,13.86,16.0,14.99,13.11,11.3,7.66,7.42,9.14,12.76,11.92,14.63,18.35,7.42
T2M_MIN,1988,16.0,14.83,15.15,14.24,10.5,9.34,8.0,8.58,11.23,14.38,12.18,14.76,8.0
T2M_MIN,1989,15.87,15.2,14.67,14.09,10.55,9.25,7.95,8.57,9.53,12.36,14.39,16.56,7.95
T2M_MIN,1990,16.88,15.41,13.57,14.23,10.64,9.55,8.88,8.7,8.76,12.47,13.1,16.38,8.7
T2M_MIN,1991,17.98,17.49,15.55,12.61,10.67,7.94,7.97,8.07,11.61,9.48,14.02,16.07,7.94
T2M_MIN,1992,16.02,16.29,16.65,14.15,12.5,10.09,9.18,7.85,11.26,12.46,12.79,15.18,7.85
T2M_MIN,1993,14.58,17.31,15.05,13.87,11.76,8.99,8.99,9.42,10.41,15.65,15.77,16.0,8.99
T2M_MIN,1994,16.0,14.9,14.4,12.74,9.55,8.68,7.13,8.29,9.71,11.3,15.1,12.51,7.13
T2M_MIN,1995,16.88,15.11,15.26,10.52,10.08,7.4,7.55,10.85,10.44,16.74,14.25,15.5,7.4
T2M_MIN,1996,15.52,17.27,13.85,12.82,10.81,8.0,7.09,7.2,11.62,13.14,18.18,16.03,7.09
T2M_MIN,1997,18.2,15.76,16.13,10.92,8.9,8.95,9.19,9.35,12.94,13.2,14.78,16.28,8.9
T2M_MIN,1998,18.82,16.59,16.13,12.78,10.37,8.78,8.88,10.83,12.4,14.56,17.85,16.15,8.78
T2M_MIN,1999,18.0,17.27,16.96,14.29,10.44,6.86,8.54,9.94,9.71,12.99,15.25,15.43,6.86
T2M_MIN,2000,18.17,16.86,16.86,14.54,9.27,9.92,9.39,10.56,14.28,13.85,17.37,16.26,9.27
T2M_MIN,2001,15.91,18.45,16.1,13.62,10.32,8.62,8.57,9.33,10.44,12.06,17.96,18.81,8.57
T2M_MIN,2002,16.58,15.51,15.54,13.04,11.06,9.08,9.72,9.73,11.45,13.78,14.02,15.34,9.08
T2M_MIN,2003,14.0,17.67,15.96,13.1,11.8,10.41,8.79,8.52,11.39,15.57,16.61,17.77,8.52
T2M_MIN,2004,17.6,16.0,16.92,14.8,11.26,9.08,8.28,9.75,11.79,11.44,13.28,15.16,8.28
T2M_MIN,2005,18.0,16.58,15.97,12.86,10.53,10.55,8.18,10.26,11.78,14.06,15.38,17.63,8.18
T2M_MIN,2006,16.59,17.63,17.67,12.41,10.21,8.24,7.51,7.77,8.56,15.57,15.56,17.88,7.51
T2M_MIN,2007,16.86,16.83,15.38,12.28,9.69,9.3,9.24,9.03,12.24,16.02,17.99,18.45,9.03
T2M_MIN,2008,18.46,15.44,14.18,11.97,11.23,8.0,8.79,9.03,9.89,13.84,17.38,18.65,8.0
T2M_MIN,2009,17.53,16.17,13.73,11.85,10.75,10.08,9.36,10.28,10.28,14.82,14.73,16.86,9.36
T2M_MIN,2010,17.61,15.56,16.0,15.84,12.87,9.63,10.18,7.93,10.4,15.71,18.41,17.44,7.93
T2M_MIN,2011,17.48,15.57,15.54,14.17,10.88,8.69,8.23,7.97,9.47,11.43,16.71,15.31,7.97
T2M_MIN,2012,17.17,16.35,16.21,11.58,10.39,6.83,7.0,9.69,13.7,16.28,12.39,16.38,6.83
T2M_MIN,2013,18.12,16.27,15.36,11.83,10.3,9.21,8.38,10.26,10.74,12.13,17.06,16.9,8.38
T2M_MIN,2014,17.24,16.3,16.24,12.9,10.92,10.11,9.2,9.36,10.1,11.53,14.88,15.4,9.2
T2M_MIN,2015,15.75,15.61,14.77,13.96,11.31,9.65,8.85,8.73,11.93,16.3,12.89,18.45,8.73
T2M_MIN,2016,17.25,18.01,15.92,14.43,11.19,9.4,9.94,9.56,12.83,13.58,19.73,18.97,9.4
T2M_MIN,2017,18.97,16.13,14.78,13.0,12.17,10.19,8.42,9.61,10.63,14.21,15.4,15.17,8.42
T2M_MIN,2018,15.39,18.61,17.27,12.46,11.86,8.47,8.85,8.22,13.52,12.65,13.43,16.87,8.22
T2M_MIN,2019,15.57,15.27,15.05,13.98,10.22,9.57,7.36,9.42,8.99,15.81,18.44,17.71,7.36
T2M_MIN,2020,16.97,15.62,14.49,14.1,9.49,9.13,8.82,8.8,11.0,15.35,15.88,18.06,8.8
T2M_MIN,2021,18.7,18.9,15.32,13.07,9.46,9.56,9.0,8.39,10.79,13.72,15.24,18.65,8.39
T2M_MIN,2022,15.66,16.97,14.92,12.77,11.05,8.78,8.47,9.89,11.18,15.77,15.87,16.41,8.47
T2M_MIN,2023,18.18,18.43,15.4,13.81,11.46,9.26,8.15,9.78,13.27,13.65,14.07,14.61,8.15
T2M_MIN,2024,15.2,16.95,17.13,12.91,11.03,9.78,8.92,10.31,9.71,11.45,17.82,14.68,8.92
T2M_MIN,2025,18.56,17.79,15.1,14.8,10.62,9.1,9.07,7.66,11.59,12.48,16.59,17.7,7.66
