-BEGIN HEADER-
NASA/POWER Source Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2025 in LST
Location: Latitude  -15.3582   Longitude 35.3694 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 691.37 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
RH2M        MERRA-2 Relative Humidity at 2 Meters (%) 
T2M         MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
RH2M,2024,82.17,79.63,83.33,82.76,79.79,77.21,65.74,66.08,59.92,60.76,64.59,63.06,72.06
RH2M,2025,79.24,83.54,83.8,83.88,83.77,79.61,75.59,67.35,60.34,52.8,66.7,79.85,74.66
T2M,1981,24.76,23.52,23.06,20.61,18.16,16.44,16.46,18.74,22.36,24.07,27.07,25.17,21.69
T2M,1982,23.81,23.34,22.84,21.41,18.55,18.07,17.54,19.17,21.52,24.24,24.8,24.89,21.67
T2M,1983,25.16,23.95,24.03,23.16,21.92,20.03,19.22,19.27,24.11,24.61,26.35,24.02,22.97
T2M,1984,23.57,23.11,22.46,21.12,19.73,17.12,17.4,18.33,23.31,26.06,23.93,24.04,21.68
T2M,1985,23.7,22.65,22.93,21.31,18.79,16.97,17.38,19.12,22.81,24.63,25.07,23.74,21.58
T2M,1986,22.83,23.08,22.72,21.81,19.11,16.41,16.93,18.8,22.41,25.46,24.74,24.0,21.51
T2M,1987,23.33,23.93,23.43,21.4,19.74,16.66,17.07,19.92,23.9,24.53,27.85,26.27,22.32
T2M,1988,25.15,23.55,23.49,22.85,19.23,18.4,18.69,19.73,23.61,26.62,23.92,24.58,22.48
T2M,1989,24.0,22.84,22.4,21.33,19.5,18.0,17.64,19.95,23.0,25.62,26.09,24.24,22.04
T2M,1990,23.77,23.64,23.08,23.91,21.18,19.66,18.97,20.24,22.09,25.98,27.47,26.44,23.03
T2M,1991,24.68,24.17,23.12,20.79,19.43,17.5,18.01,20.0,24.16,25.04,25.04,24.42,22.18
T2M,1992,24.25,25.12,24.84,23.99,23.12,20.13,18.25,19.64,23.88,26.4,26.49,25.53,23.46
T2M,1993,23.64,23.99,23.03,23.07,21.65,18.78,18.68,20.5,23.43,26.55,26.19,26.3,22.98
T2M,1994,25.06,23.19,23.42,22.78,20.64,18.79,18.51,20.35,23.52,25.15,28.19,25.21,22.89
T2M,1995,23.97,23.79,23.13,21.65,20.58,17.67,18.05,21.57,23.67,27.14,26.86,24.5,22.71
T2M,1996,23.63,23.45,22.46,20.41,19.83,17.38,16.98,19.19,23.67,25.91,28.41,24.67,22.16
T2M,1997,23.95,22.56,23.36,21.03,18.33,19.18,17.62,19.92,24.02,24.3,27.25,25.04,22.2
T2M,1998,24.92,24.56,25.49,23.65,22.62,19.65,19.37,19.71,23.3,26.07,26.76,25.62,23.47
T2M,1999,23.58,23.44,23.08,21.47,19.0,17.68,17.24,19.63,22.15,24.22,25.18,25.98,21.88
T2M,2000,25.54,24.59,24.53,23.02,20.87,19.38,18.39,20.01,24.35,25.63,25.38,24.82,23.03
T2M,2001,24.16,23.78,23.26,21.89,20.24,18.08,18.49,21.02,23.91,26.37,28.28,26.5,22.99
T2M,2002,23.93,23.39,23.16,21.46,19.83,17.97,19.85,21.21,23.38,26.5,26.18,26.03,22.74
T2M,2003,24.29,24.45,23.71,21.07,20.25,18.85,17.66,20.05,24.03,27.07,27.86,26.0,22.93
T2M,2004,25.28,23.47,23.58,21.89,18.74,17.43,17.52,20.57,23.32,26.33,26.26,24.39,22.39
T2M,2005,24.13,24.49,24.38,23.34,21.12,20.45,18.9,22.03,24.01,26.43,27.82,25.74,23.56
T2M,2006,24.03,24.35,23.68,21.78,20.37,18.67,18.39,21.33,22.59,26.94,26.6,26.15,22.9
T2M,2007,23.95,24.09,23.37,22.44,19.86,18.32,17.84,19.84,23.99,25.61,27.12,24.59,22.57
T2M,2008,24.06,23.21,22.12,20.34,19.82,17.32,18.21,20.11,23.94,27.07,28.03,24.99,22.43
T2M,2009,24.53,23.77,22.91,20.4,19.95,19.38,17.41,19.93,24.47,26.68,26.8,25.92,22.67
T2M,2010,26.23,24.12,23.78,24.0,21.95,18.92,18.35,18.73,22.64,27.47,28.01,23.99,23.17
T2M,2011,23.65,22.86,23.37,22.09,20.24,19.2,18.02,19.52,23.63,25.77,26.21,26.52,22.59
T2M,2012,24.02,24.22,23.45,20.91,20.29,19.04,18.49,22.32,25.19,27.48,26.73,24.74,23.07
T2M,2013,23.9,23.2,22.83,21.06,19.33,18.15,17.36,20.14,24.28,24.95,27.97,26.15,22.43
T2M,2014,23.9,23.52,23.59,22.26,20.96,19.27,19.34,21.56,23.07,26.13,26.59,26.26,23.04
T2M,2015,23.45,23.28,22.92,21.57,19.68,18.36,18.72,20.4,23.98,27.04,26.95,26.77,22.76
T2M,2016,25.5,25.62,25.11,22.87,19.77,18.84,18.43,20.54,24.56,27.56,27.65,25.41,23.48
T2M,2017,24.25,24.12,22.69,21.44,20.32,18.71,18.3,19.99,23.51,27.37,26.21,24.44,22.6
T2M,2018,23.54,23.84,23.64,21.71,20.3,17.8,17.14,19.39,23.21,23.67,25.55,24.95,22.05
T2M,2019,23.94,24.0,23.28,22.13,19.36,18.08,18.11,20.68,22.97,27.47,27.74,25.14,22.73
T2M,2020,24.04,24.13,23.04,22.3,19.82,18.55,17.65,20.51,23.18,26.46,28.56,25.19,22.77
T2M,2021,24.67,24.45,22.92,20.81,18.65,17.96,17.63,19.99,22.87,26.14,27.94,27.46,22.61
T2M,2022,23.53,23.7,23.0,22.67,19.34,17.36,17.33,19.54,22.03,25.98,26.74,24.46,22.13
T2M,2023,23.7,23.92,22.82,21.67,20.04,19.67,17.98,20.02,24.33,27.54,25.56,26.47,22.8
T2M,2024,24.06,24.69,24.12,22.13,19.71,18.26,18.69,20.48,23.01,24.6,26.98,27.55,22.85
T2M,2025,25.41,24.88,23.2,22.67,20.1,18.46,17.1,18.78,23.54,25.62,25.74,24.28,22.46
T2M_MAX,1981,31.5,28.14,28.41,27.86,26.45,26.47,26.13,30.61,33.87,35.7,37.9,34.62,37.9
T2M_MAX,1982,29.6,29.02,29.46,27.41,26.77,26.67,27.02,29.48,31.18,35.16,34.71,34.41,35.16
T2M_MAX,1983,32.44,30.08,29.68,32.31,31.05,29.4,28.4,31.2,34.63,34.44,35.59,32.7,35.59
T2M_MAX,1984,29.01,28.63,27.77,27.41,26.53,25.14,25.23,28.41,33.04,35.47,34.72,33.13,35.47
T2M_MAX,1985,29.63,28.15,28.01,26.94,27.01,25.63,27.85,27.61,32.06,34.38,35.69,29.72,35.69
T2M_MAX,1986,28.47,28.41,28.66,27.61,26.03,26.15,27.91,29.08,33.11,35.36,33.57,32.03,35.36
T2M_MAX,1987,29.05,29.31,29.11,29.35,27.01,28.21,27.81,31.08,33.88,34.82,37.19,34.08,37.19
T2M_MAX,1988,31.73,29.16,29.48,28.73,27.7,27.05,28.36,32.84,35.36,35.43,34.76,34.06,35.43
T2M_MAX,1989,30.75,27.86,28.93,27.19,25.59,25.69,27.6,30.48,35.57,35.41,36.2,32.06,36.2
T2M_MAX,1990,29.19,29.36,30.53,32.08,30.3,30.54,27.71,31.7,33.97,36.67,37.58,36.02,37.58
T2M_MAX,1991,31.32,29.79,29.37,28.94,27.48,27.29,27.99,30.79,33.61,34.72,34.73,35.03,35.03
T2M_MAX,1992,30.64,36.61,33.2,32.58,32.93,30.1,28.19,31.1,34.11,36.19,36.34,34.39,36.61
T2M_MAX,1993,30.91,29.65,29.28,30.96,30.14,29.68,27.52,31.48,34.11,34.66,36.18,35.11,36.18
T2M_MAX,1994,33.99,29.91,31.33,32.47,30.09,29.27,29.54,30.96,35.74,35.16,37.74,34.75,37.74
T2M_MAX,1995,30.67,29.28,30.11,31.54,30.36,27.36,28.47,33.33,34.04,35.96,36.4,33.26,36.4
T2M_MAX,1996,29.75,28.48,28.17,27.6,26.36,26.96,26.11,29.78,34.23,35.89,37.5,34.08,37.5
T2M_MAX,1997,29.9,27.96,28.21,27.38,27.59,27.76,27.4,31.08,35.58,34.58,38.62,33.2,38.62
T2M_MAX,1998,29.89,31.57,33.32,33.55,35.11,32.17,29.15,30.5,33.81,35.47,36.18,34.98,36.18
T2M_MAX,1999,28.75,28.84,28.03,27.58,27.03,26.96,26.37,28.98,33.46,36.31,33.35,35.03,36.31
T2M_MAX,2000,35.78,31.24,31.28,31.64,30.16,26.95,28.86,30.0,33.47,36.36,34.09,31.48,36.36
T2M_MAX,2001,32.36,29.43,28.45,28.51,29.38,26.47,29.45,32.35,34.73,35.99,36.74,35.95,36.74
T2M_MAX,2002,29.6,29.67,28.91,27.8,29.34,28.84,29.19,30.87,35.77,35.58,37.06,34.64,37.06
T2M_MAX,2003,29.62,30.22,30.19,28.48,30.01,28.78,26.89,32.24,33.59,36.95,37.05,34.12,37.05
T2M_MAX,2004,34.58,29.41,28.58,27.86,26.74,25.67,27.64,30.59,34.98,36.57,36.05,32.22,36.57
T2M_MAX,2005,30.29,32.32,33.69,32.47,30.72,30.47,28.95,32.53,35.47,36.73,37.9,34.2,37.9
T2M_MAX,2006,29.51,29.83,29.29,28.11,30.48,29.67,27.69,31.73,35.17,36.87,37.57,34.22,37.57
T2M_MAX,2007,29.67,30.08,28.8,29.29,29.47,28.97,30.26,32.25,36.47,34.55,37.14,31.68,37.14
T2M_MAX,2008,29.49,29.01,28.43,28.36,29.76,26.42,29.58,31.84,34.72,36.78,39.21,33.56,39.21
T2M_MAX,2009,29.66,28.7,28.13,27.94,27.72,29.02,27.93,30.13,33.98,35.94,37.25,35.51,37.25
T2M_MAX,2010,35.04,30.57,29.56,30.9,31.07,27.67,27.87,28.44,33.01,36.97,37.45,30.62,37.45
T2M_MAX,2011,28.55,28.65,28.1,28.44,28.84,28.96,28.41,29.58,33.76,38.58,39.18,36.8,39.18
T2M_MAX,2012,32.03,29.19,29.29,28.8,29.08,29.19,28.48,32.22,35.3,37.07,37.27,35.02,37.27
T2M_MAX,2013,30.26,28.66,28.56,28.16,27.84,27.2,27.81,32.21,35.63,37.01,37.77,36.39,37.77
T2M_MAX,2014,28.88,29.58,29.1,29.99,31.18,29.4,29.32,33.73,34.19,37.59,36.82,35.76,37.59
T2M_MAX,2015,29.21,28.52,28.54,28.71,27.4,27.45,29.68,30.07,34.4,35.86,38.17,37.39,38.17
T2M_MAX,2016,34.87,32.13,31.92,29.81,29.18,27.24,29.61,31.79,34.11,37.19,37.81,35.61,37.81
T2M_MAX,2017,30.87,29.09,29.2,27.75,28.04,26.68,27.88,30.41,34.36,38.13,37.76,33.83,38.13
T2M_MAX,2018,31.6,29.23,29.44,27.91,26.96,26.01,25.3,27.96,32.71,35.13,36.81,33.76,36.81
T2M_MAX,2019,29.05,29.83,29.34,28.55,26.52,25.65,27.83,30.89,34.46,38.44,37.81,31.56,38.44
T2M_MAX,2020,30.06,30.03,30.0,29.03,29.93,28.36,27.94,31.78,34.7,35.37,39.04,32.23,39.04
T2M_MAX,2021,30.35,29.26,28.39,26.99,27.17,25.48,27.43,30.72,33.62,36.79,38.36,36.48,38.36
T2M_MAX,2022,29.32,29.67,28.8,28.2,26.37,26.3,24.68,29.91,32.75,36.4,35.57,34.18,36.4
T2M_MAX,2023,28.82,29.61,28.76,27.74,27.6,28.61,28.03,30.97,33.91,37.63,35.2,35.7,37.63
T2M_MAX,2024,30.09,31.19,29.73,29.33,27.12,29.0,28.75,30.27,34.01,36.65,36.77,36.65,36.77
T2M_MAX,2025,33.46,29.42,28.64,29.24,27.71,26.63,24.32,29.96,34.84,37.53,36.74,32.8,37.53
T2M_MIN,1981,18.1,17.99,16.62,13.35,11.61,8.26,8.76,9.45,10.72,13.7,17.18,14.64,8.26
T2M_MIN,1982,17.48,17.29,15.91,14.54,11.06,10.55,9.16,10.67,12.85,13.22,14.7,16.07,9.16
T2M_MIN,1983,19.06,17.87,17.19,15.87,14.16,11.99,10.05,10.2,13.3,14.48,17.59,18.0,10.05
T2M_MIN,1984,16.83,16.49,15.94,14.19,11.63,10.38,10.64,9.83,12.51,15.98,15.72,18.57,9.83
T2M_MIN,1985,17.83,17.2,16.21,14.7,12.02,9.26,8.32,10.59,14.7,16.04,17.11,18.25,8.32
T2M_MIN,1986,18.81,16.98,17.27,15.8,11.8,8.85,10.08,9.98,12.05,15.31,16.08,16.66,8.85
T2M_MIN,1987,16.19,19.37,17.33,13.78,12.63,9.67,9.57,11.41,14.8,13.69,16.47,19.77,9.57
T2M_MIN,1988,18.09,16.6,15.64,15.54,12.98,10.92,10.33,8.99,12.8,15.39,13.51,16.75,8.99
T2M_MIN,1989,17.22,16.66,16.65,14.83,13.03,10.0,9.69,9.93,12.21,14.28,16.39,17.93,9.69
T2M_MIN,1990,19.36,15.71,16.55,16.09,12.75,11.17,10.35,10.41,10.65,14.36,14.91,17.72,10.35
T2M_MIN,1991,17.96,19.56,15.99,14.38,11.48,9.49,9.36,11.66,12.39,11.79,15.76,18.17,9.36
T2M_MIN,1992,16.84,18.0,17.25,16.0,14.13,12.87,10.58,9.38,13.16,14.67,14.72,18.2,9.38
T2M_MIN,1993,16.73,19.17,16.76,15.2,13.98,10.43,10.37,10.82,12.69,16.83,17.95,17.76,10.37
T2M_MIN,1994,17.27,17.13,15.5,13.56,11.21,10.47,10.28,10.65,13.3,13.58,16.89,14.82,10.28
T2M_MIN,1995,18.17,16.83,17.0,11.98,11.49,9.67,9.62,11.82,11.71,18.19,16.47,16.73,9.62
T2M_MIN,1996,16.9,18.66,15.62,13.69,13.01,10.33,9.34,9.26,13.68,14.68,18.28,17.84,9.26
T2M_MIN,1997,19.59,17.88,17.35,14.45,10.99,11.88,10.95,11.17,14.24,14.39,15.82,17.57,10.95
T2M_MIN,1998,20.46,17.22,17.44,14.34,12.69,10.54,11.01,12.07,12.48,17.27,19.29,17.6,10.54
T2M_MIN,1999,20.05,19.1,18.37,16.28,13.07,10.46,10.86,12.62,11.98,13.87,17.06,16.66,10.46
T2M_MIN,2000,19.35,18.79,19.34,16.26,11.55,11.43,10.1,11.81,15.05,15.41,18.45,18.46,10.1
T2M_MIN,2001,17.49,19.88,16.91,15.29,13.18,10.35,10.21,11.34,12.66,14.0,21.03,21.03,10.21
T2M_MIN,2002,17.97,16.6,16.04,14.41,11.09,10.17,10.57,12.05,13.72,16.02,15.7,16.87,10.17
T2M_MIN,2003,17.06,20.02,16.34,13.71,13.06,12.23,10.2,10.48,13.23,16.96,18.28,19.76,10.2
T2M_MIN,2004,18.76,16.37,18.39,14.88,13.04,9.85,9.5,11.34,13.73,13.67,14.96,18.24,9.5
T2M_MIN,2005,19.66,17.23,17.64,14.16,13.17,12.72,9.98,12.11,13.75,16.09,16.9,18.93,9.98
T2M_MIN,2006,19.47,19.21,18.91,14.91,12.89,10.43,9.57,11.1,11.22,17.49,16.63,20.14,9.57
T2M_MIN,2007,17.19,18.98,16.71,14.29,11.96,10.73,10.71,10.19,13.36,17.17,19.07,19.24,10.19
T2M_MIN,2008,19.66,16.2,15.41,13.71,13.05,9.31,10.05,11.37,11.75,15.43,17.74,20.75,9.31
T2M_MIN,2009,18.58,19.05,15.18,13.32,12.21,10.42,9.85,10.55,12.65,16.54,16.04,17.6,9.85
T2M_MIN,2010,19.29,17.74,16.62,16.83,14.13,11.91,12.01,9.43,12.21,17.29,19.55,18.38,9.43
T2M_MIN,2011,17.55,17.47,17.75,14.74,13.57,10.06,10.37,11.17,12.93,13.09,16.92,17.77,10.06
T2M_MIN,2012,18.73,19.62,17.71,13.9,11.83,11.45,9.98,11.11,14.89,17.56,13.88,18.5,9.98
T2M_MIN,2013,19.17,17.47,16.09,14.08,12.6,10.48,10.16,10.61,12.1,13.47,18.68,18.75,10.16
T2M_MIN,2014,18.53,17.39,17.83,15.46,13.26,10.95,10.5,11.85,11.56,12.73,15.46,15.93,10.5
T2M_MIN,2015,17.54,16.75,16.19,15.56,13.1,11.12,10.27,10.61,12.26,17.3,14.31,19.26,10.27
T2M_MIN,2016,18.24,19.13,16.89,15.88,12.19,10.85,10.25,11.07,14.44,14.83,20.37,20.0,10.25
T2M_MIN,2017,19.74,19.29,15.65,15.17,14.07,11.23,10.41,11.49,12.32,15.01,17.43,17.23,10.41
T2M_MIN,2018,17.22,19.7,17.18,14.65,12.48,10.2,10.55,10.94,14.89,13.64,14.57,17.75,10.2
T2M_MIN,2019,18.24,18.27,16.9,15.3,11.77,11.14,9.48,11.51,11.2,16.71,19.42,18.76,9.48
T2M_MIN,2020,17.6,17.52,16.41,16.59,11.12,10.21,10.45,9.35,12.05,16.24,16.75,20.51,9.35
T2M_MIN,2021,20.31,19.91,15.98,14.1,10.6,10.67,9.84,9.35,12.16,14.76,16.31,19.64,9.35
T2M_MIN,2022,17.18,19.58,15.75,14.69,11.71,11.06,10.94,11.62,11.07,15.46,18.06,17.37,10.94
T2M_MIN,2023,19.88,20.01,17.44,15.03,13.38,10.76,10.02,11.37,14.28,15.83,15.78,16.89,10.02
T2M_MIN,2024,17.13,17.95,18.05,13.82,12.72,10.07,10.92,11.4,11.43,13.15,18.44,15.24,10.07
T2M_MIN,2025,20.7,20.52,17.18,16.49,13.44,10.73,9.33,9.41,13.79,13.63,18.03,18.86,9.33
